cve,zdi_date,edb_date,published_date,has_reference_to_edb_in_nist
cve-2015-0038,2015-02-10,,2015-02-10,f
cve-2013-3800,,,2013-07-17,f
cve-2013-3979,,,2013-07-24,f
cve-2013-4063,,,2013-12-21,f
cve-2013-4343,,,2013-09-25,f
cve-2012-0590,,,2012-03-08,f
cve-2015-1660,2015-04-15,,2015-04-14,f
cve-2015-1677,2015-05-12,,2015-05-13,f
cve-2009-1935,,,2009-06-18,f
cve-2015-0725,,,2015-07-16,f
cve-2013-4359,,,2013-09-30,f
cve-2013-4385,,,2013-10-09,f
cve-2013-4394,,,2013-10-28,f
cve-2013-4401,,,2013-11-02,f
cve-2016-0218,,,2017-02-01,f
cve-2015-1681,2015-05-12,,2015-05-13,f
cve-2015-1691,,,2015-05-13,f
cve-2015-1710,,,2015-05-13,f
cve-2015-1718,,,2015-05-13,f
cve-2015-1725,,2015-09-22,2015-06-09,f
cve-2013-3848,,,2013-09-11,f
cve-2013-4404,,,2013-12-23,f
cve-2016-4443,,,2016-12-14,f
cve-2015-1759,,,2015-06-09,f
cve-2015-1789,,,2015-06-12,f
cve-2015-1804,,,2015-03-20,f
cve-2015-1822,,,2015-04-16,f
cve-2015-7288,,,2015-11-24,f
cve-2015-1851,,,2015-06-25,f
cve-2013-4810,2013-09-11,2013-10-04,2013-09-13,f
cve-2013-4912,,,2013-07-31,f
cve-2016-0296,,,2017-02-01,f
cve-2013-6042,,,2013-11-15,f
cve-2012-6128,,,2013-02-24,f
cve-2012-6150,,,2013-12-03,f
cve-2012-0598,,,2012-03-08,f
cve-2012-0614,,,2012-03-08,f
cve-2012-0628,,,2012-03-08,f
cve-2012-0655,,,2012-05-10,f
cve-2012-0657,,,2012-05-10,f
cve-2012-0681,,,2012-08-22,f
cve-2012-0695,,,2012-01-12,f
cve-2015-1905,,,2015-07-21,f
cve-2015-1937,,,2015-05-30,f
cve-2015-1945,,,2015-06-02,f
cve-2015-1950,,,2015-07-01,f
cve-2015-2063,,,2015-03-09,f
cve-2015-1980,,,2015-07-19,f
cve-2015-1982,,,2015-07-19,f
cve-2015-2031,,,2015-10-03,f
cve-2015-2077,,,2015-02-24,f
cve-2009-0832,,2009-01-07,2009-03-05,f
cve-2013-6695,,,2013-12-02,f
cve-2013-6979,,,2013-12-23,f
cve-2015-2134,,,2015-07-21,f
cve-2015-2095,2015-02-27,,2015-03-09,f
cve-2013-5219,,,2013-12-29,f
cve-2010-4893,,2010-09-09,2011-10-08,t
cve-2013-0149,,,2013-08-02,f
cve-2013-3210,,,2013-04-19,f
cve-2013-3268,,,2013-04-24,f
cve-2013-3889,,,2013-10-09,f
cve-2013-4207,,,2013-08-19,f
cve-2012-0726,,,2012-04-22,f
cve-2012-0737,,,2012-05-02,f
cve-2013-3660,,,2013-05-24,t
cve-2016-10033,,2016-12-26,2016-12-30,f
cve-2016-10034,,,2016-12-30,f
cve-2012-4085,,,2013-09-24,f
cve-2011-4318,,,2013-03-06,f
cve-2012-0744,,2012-08-27,2012-08-17,f
cve-2012-0765,,,2012-02-14,f
cve-2012-0768,,,2012-03-05,f
cve-2012-0788,,2011-09-24,2012-02-14,f
cve-2013-1179,,,2013-04-25,f
cve-2013-1199,,,2013-04-18,f
cve-2013-5847,,,2013-10-16,f
cve-2012-6520,,2012-03-12,2013-01-23,f
cve-2012-6531,,,2013-02-13,f
cve-2012-0798,,,2012-07-17,f
cve-2012-0799,,,2012-07-17,f
cve-2016-10089,,,2017-02-15,f
cve-2015-7808,,2015-11-05,2015-11-24,t
cve-2012-4529,,,2013-10-28,f
cve-2012-4550,,,2013-01-04,f
cve-2012-4684,,,2013-03-12,f
cve-2012-0815,,,2012-06-04,f
cve-2012-0833,,,2012-07-03,f
cve-2012-0853,,,2012-08-20,f
cve-2012-0869,,2012-02-20,2012-09-25,f
cve-2015-2118,,,2015-05-25,f
cve-2015-2191,,,2015-03-07,f
cve-2015-2194,,,2015-03-03,f
cve-2015-2206,,,2015-03-09,f
cve-2015-2223,,,2015-04-14,f
cve-2015-2265,,,2015-03-24,f
cve-2015-2334,,,2015-03-18,f
cve-2013-3384,,,2013-06-27,f
cve-2013-3631,,2013-10-31,2013-11-02,f
cve-2015-2340,,,2015-06-13,f
cve-2015-2656,,,2015-07-16,f
cve-2011-5283,,,2014-12-31,t
cve-2013-0857,,,2013-12-07,f
cve-2013-1643,,,2013-03-06,f
cve-2013-2311,,,2013-05-22,f
cve-2013-2617,,,2013-03-20,f
cve-2015-2360,,,2015-06-09,f
cve-2015-2384,,,2015-07-14,f
cve-2015-2387,,,2015-07-14,f
cve-2014-8112,,,2015-03-10,f
cve-2014-2851,,,2014-04-14,f
cve-2015-2432,,2015-08-21,2015-08-14,f
cve-2013-2704,,,2013-07-12,f
cve-2013-2937,,,2013-09-12,f
cve-2016-10102,,,2017-01-23,f
cve-2013-2940,,,2013-09-12,f
cve-2013-4061,,,2013-09-08,f
cve-2013-4255,,,2013-10-11,f
cve-2013-4308,,,2013-09-11,f
cve-2012-6129,,,2013-04-02,f
cve-2012-0925,2012-11-15,,2012-02-08,f
cve-2012-0931,,,2012-01-27,f
cve-2016-10105,,,2017-01-03,f
cve-2015-2447,,,2015-08-14,f
cve-2015-0124,,,2015-03-18,f
cve-2015-2471,,,2015-08-14,f
cve-2013-2117,,,2013-08-09,f
cve-2013-2357,,,2013-07-19,f
cve-2012-6355,,,2013-02-20,f
cve-2012-6397,,,2013-01-17,f
cve-2012-0948,,,2012-06-07,f
cve-2013-0529,,,2013-06-21,f
cve-2013-5148,,,2013-10-24,f
cve-2012-0973,,2012-01-25,2012-09-25,f
cve-2012-0988,,2012-01-11,2012-09-19,f
cve-2012-1026,,2012-02-06,2012-02-07,t
cve-2012-1035,,,2012-02-08,f
cve-2012-1086,,,2012-02-14,f
cve-2012-1146,,,2012-05-17,f
cve-2012-1150,,,2012-10-05,f
cve-2012-1177,,,2012-08-26,f
cve-2012-1178,,,2012-03-15,f
cve-2012-1185,,,2012-06-05,f
cve-2015-3364,,,2015-04-21,f
cve-2015-2421,,,2015-07-14,f
cve-2015-2530,,,2015-09-08,f
cve-2015-2596,,,2015-07-16,f
cve-2015-2586,,,2015-07-16,f
cve-2015-2622,,,2015-07-16,f
cve-2015-2634,,,2015-07-16,f
cve-2012-4094,,,2013-09-24,f
cve-2015-2512,,2015-09-22,2015-09-08,f
cve-2012-4303,,,2013-04-17,f
cve-2012-1188,,2012-02-28,2012-09-25,f
cve-2015-5427,,,2015-08-26,f
cve-2009-2333,,,2009-07-05,f
cve-2015-2645,,,2015-07-16,f
cve-2015-3408,,,2015-05-19,f
cve-2009-2350,,2009-06-03,2009-07-07,f
cve-2012-4398,,,2013-02-17,f
cve-2012-4707,,,2013-02-24,f
cve-2012-5205,2013-03-22,,2013-03-09,f
cve-2016-10173,,,2017-02-01,f
cve-2016-10174,,,2017-01-29,f
cve-2015-2729,,,2015-07-05,f
cve-2015-2742,,,2015-07-05,f
cve-2013-0010,,,2013-01-09,f
cve-2013-0023,2013-02-14,,2013-02-13,f
cve-2012-6329,,2012-12-23,2013-01-04,f
cve-2012-1190,,,2012-05-02,f
cve-2012-3295,,,2012-08-29,f
cve-2016-10201,,,2017-03-03,f
cve-2016-10202,,,2017-03-03,f
cve-2016-10205,,,2017-03-03,f
cve-2014-5883,,,2014-09-12,f
cve-2015-2912,,,2015-12-30,f
cve-2015-2925,,,2015-11-16,f
cve-2013-0082,,,2013-11-12,f
cve-2013-0363,,,2013-01-16,f
cve-2013-0389,,,2013-01-16,f
cve-2013-0908,,,2013-03-04,f
cve-2012-1193,,,2012-02-17,f
cve-2012-1203,,,2014-12-27,t
cve-2016-10210,,,2017-04-03,f
cve-2013-0398,,,2013-07-17,f
cve-2013-0410,,,2013-04-17,f
cve-2013-0434,,,2013-02-01,f
cve-2013-0924,,,2013-03-28,f
cve-2013-0953,,,2013-01-28,f
cve-2012-1225,,2012-02-10,2012-02-20,f
cve-2012-1245,,,2012-04-27,f
cve-2014-1698,,,2014-02-06,f
cve-2015-0731,,,2015-05-15,f
cve-2015-2926,,,2015-04-14,f
cve-2015-2977,,,2015-07-29,f
cve-2015-2982,,,2015-08-22,f
cve-2015-3004,,,2015-04-10,f
cve-2015-3085,2015-05-12,,2015-05-13,f
cve-2015-3103,,,2015-06-09,f
cve-2015-3109,,,2015-06-24,f
cve-2015-3111,,2015-06-23,2015-06-24,f
cve-2012-3603,,,2012-07-25,f
cve-2013-1094,,,2013-06-17,f
cve-2016-10306,,,2017-03-30,f
cve-2016-10321,,,2017-04-10,f
cve-2014-7013,,,2014-10-16,f
cve-2013-1260,,,2013-02-13,f
cve-2013-1261,,,2013-02-13,f
cve-2012-1290,,,2012-02-23,f
cve-2012-1294,,2012-02-16,2012-02-23,f
cve-2012-1314,,,2012-03-29,f
cve-2012-1335,,,2012-04-04,f
cve-2012-1365,,,2012-08-06,f
cve-2012-1367,,,2012-08-06,f
cve-2012-1401,,,2012-03-07,f
cve-2015-3165,,,2015-05-28,f
cve-2015-3180,,,2015-06-01,f
cve-2009-5142,,,2014-08-21,f
cve-2015-3244,,,2015-07-16,f
cve-2015-4277,,,2015-08-19,f
cve-2015-3716,,,2015-07-02,f
cve-2015-3366,,,2015-04-21,f
cve-2015-3374,,,2015-04-21,f
cve-2015-3427,,,2015-05-14,f
cve-2015-3659,2015-07-01,,2015-07-02,f
cve-2011-1654,2011-04-13,,2011-04-15,f
cve-2012-1410,,,2012-02-29,f
cve-2010-5316,,,2015-01-03,f
cve-2015-3663,2015-07-01,,2015-07-02,f
cve-2015-3843,,,2015-09-30,f
cve-2015-3687,,,2015-07-02,f
cve-2009-2670,,,2009-08-05,f
cve-2009-3264,,,2009-09-18,f
cve-2009-3279,,,2009-09-21,f
cve-2009-3380,,,2009-10-29,f
cve-2015-3693,,,2015-07-02,f
cve-2015-3696,,,2015-07-02,f
cve-2016-4663,,,2017-02-20,f
cve-2013-3539,,2013-06-12,2013-10-01,f
cve-2016-2274,,,2017-02-13,f
cve-2015-3701,,,2015-07-02,f
cve-2015-3703,,,2015-07-02,f
cve-2015-0737,,,2015-06-12,f
cve-2015-3726,,,2015-07-02,f
cve-2015-3741,,,2015-08-16,f
cve-2011-0238,,,2011-07-21,f
cve-2013-0490,,,2013-02-27,f
cve-2013-2001,,,2013-06-15,f
cve-2013-2013,,,2013-10-01,f
cve-2015-3742,,,2015-08-16,f
cve-2015-3752,,,2015-08-16,f
cve-2015-3753,,,2015-08-16,f
cve-2015-3771,,,2015-08-16,f
cve-2015-3812,,,2015-05-26,f
cve-2009-4309,2009-12-08,,2009-12-12,f
cve-2009-4310,2009-12-08,,2009-12-12,f
cve-2009-0202,,,2009-06-11,f
cve-2009-0436,,,2009-02-10,f
cve-2009-0248,,2009-01-16,2009-01-22,f
cve-2009-0340,,2009-01-16,2009-01-29,f
cve-2013-2194,,,2013-08-23,f
cve-2016-2378,,,2017-01-06,f
cve-2015-3863,,,2015-09-30,f
cve-2015-3867,,,2015-10-06,f
cve-2015-3869,,,2015-10-06,f
cve-2015-3875,,,2015-10-06,f
cve-2015-3935,,,2015-06-10,f
cve-2015-3958,,,2015-07-06,f
cve-2015-3968,,,2015-10-28,f
cve-2010-1197,,,2010-06-23,f
cve-2013-2418,,,2013-04-17,f
cve-2017-0208,,,2017-04-12,f
cve-2015-4021,,,2015-06-09,f
cve-2015-4026,,,2015-06-09,f
cve-2015-4038,,,2015-06-03,f
cve-2009-0621,,,2009-02-26,f
cve-2009-0637,,,2009-03-27,f
cve-2015-4139,,,2015-06-18,f
cve-2015-4148,,,2015-06-09,f
cve-2009-0709,,2009-01-01,2009-02-23,f
cve-2011-3114,,,2012-05-24,f
cve-2015-4159,,,2015-06-02,f
cve-2015-4186,,,2015-06-17,f
cve-2015-4220,,,2015-06-25,f
cve-2015-4238,,,2015-07-02,f
cve-2015-4263,,,2015-07-10,f
cve-2015-4276,,,2015-07-16,f
cve-2015-4279,,,2015-07-20,f
cve-2015-4539,,,2015-09-24,f
cve-2011-3298,,,2011-10-06,f
cve-2011-3812,,,2011-09-23,f
cve-2015-4449,,,2015-07-15,f
cve-2015-4362,,,2015-06-15,f
cve-2009-0721,,,2009-05-18,f
cve-2009-0896,,,2009-06-03,f
cve-2015-4371,,,2015-06-15,f
cve-2009-0739,,2009-02-10,2009-02-25,f
cve-2009-0735,,2009-02-10,2009-02-25,f
cve-2012-0753,,,2012-02-16,f
cve-2015-4386,,,2015-06-15,f
cve-2015-4393,,,2015-06-15,f
cve-2015-4425,,,2015-08-18,f
cve-2015-4443,,,2015-07-15,f
cve-2015-4782,,,2015-07-16,f
cve-2015-4284,,,2015-07-22,f
cve-2015-4485,,,2015-08-15,f
cve-2015-4516,,,2015-09-23,f
cve-2013-2409,,,2013-04-17,f
cve-2013-2421,,,2013-04-17,f
cve-2015-4525,,,2015-07-04,f
cve-2015-4552,,,2015-09-03,f
cve-2015-4587,,,2015-06-18,f
cve-2015-4812,,,2015-10-21,f
cve-2015-4872,,,2015-10-21,f
cve-2015-4881,,,2015-10-21,f
cve-2009-1154,,,2009-08-21,f
cve-2009-1211,,,2009-04-01,f
cve-2009-1278,,,2009-04-09,f
cve-2009-1324,,2009-04-13,2009-04-17,f
cve-2013-2443,,,2013-06-18,f
cve-2016-7870,,,2016-12-15,f
cve-2016-2516,,,2017-01-30,f
cve-2012-1447,,,2012-03-21,f
cve-2012-1462,,,2012-03-21,f
cve-2012-1465,,2012-02-29,2012-03-19,t
cve-2012-1513,,,2012-03-16,f
cve-2012-1532,,,2012-10-16,f
cve-2012-1575,,,2012-04-22,f
cve-2012-1586,,2012-04-25,2012-08-27,f
cve-2012-1602,,,2012-10-01,f
cve-2012-1627,,,2012-09-19,f
cve-2012-1631,,,2012-09-19,f
cve-2016-3179,,,2017-03-24,f
cve-2014-9814,,,2017-03-30,f
cve-2016-3406,,,2017-01-18,f
cve-2013-2846,,,2013-05-22,f
cve-2013-4062,,,2013-09-08,f
cve-2013-6640,,,2013-12-06,f
cve-2013-6767,,,2013-12-20,t
cve-2012-1658,,,2012-09-18,f
cve-2012-1663,,,2012-03-13,t
cve-2012-1683,,,2012-05-03,f
cve-2012-1694,,,2012-05-03,f
cve-2012-1695,,,2012-05-03,f
cve-2016-3616,,,2017-02-13,f
cve-2016-0209,,,2016-01-26,f
cve-2009-0945,2009-05-13,,2009-05-13,f
cve-2009-0954,2009-06-02,,2009-06-02,f
cve-2015-4907,,,2015-10-21,f
cve-2009-1845,,2009-05-15,2009-06-01,f
cve-2012-2837,,,2012-07-13,f
cve-2012-3174,2013-02-01,,2013-01-14,f
cve-2016-3996,,,2017-01-27,f
cve-2015-4910,,,2015-10-21,f
cve-2009-1846,,2009-05-27,2009-06-01,f
cve-2010-1403,2010-06-08,,2010-06-11,f
cve-2010-1785,2010-08-05,,2010-07-30,f
cve-2009-2931,,,2009-08-21,f
cve-2015-7836,,,2015-10-28,f
cve-2015-4971,,,2015-10-05,f
cve-2015-7971,,,2015-10-30,f
cve-2009-1852,,2009-05-26,2009-06-01,f
cve-2013-0809,2013-06-27,,2013-03-04,f
cve-2011-3219,2011-10-26,,2011-10-12,f
cve-2016-0531,,,2016-01-20,f
cve-2009-1878,,,2009-08-18,f
cve-2015-4992,,,2015-10-05,f
cve-2015-5154,,,2015-08-12,f
cve-2009-2039,,,2009-06-12,f
cve-2009-2078,,,2009-06-16,f
cve-2009-1941,,2009-06-01,2009-06-05,f
cve-2009-2160,,,2009-06-22,f
cve-2009-2232,,,2009-06-26,f
cve-2009-1897,,2009-06-17,2009-07-20,f
cve-2009-2231,,2009-06-22,2009-06-26,f
cve-2013-3416,,,2013-07-10,f
cve-2013-6427,,,2013-12-09,f
cve-2012-1724,,,2012-06-16,f
cve-2017-0210,,,2017-04-12,f
cve-2009-2273,,,2009-07-01,f
cve-2015-5223,,,2015-10-26,f
cve-2015-5288,,,2015-10-26,f
cve-2015-5292,,,2015-10-29,f
cve-2009-2313,,2009-03-24,2009-07-02,f
cve-2009-2617,,2009-05-28,2009-07-27,f
cve-2010-1304,,,2010-04-08,t
cve-2013-3519,,,2013-12-04,f
cve-2012-1725,,,2012-06-16,f
cve-2012-1731,,,2012-07-17,f
cve-2012-1790,,2012-02-25,2012-03-19,t
cve-2012-1807,,,2012-04-13,f
cve-2016-4190,,,2016-07-12,f
cve-2010-4972,,2010-06-29,2011-11-01,t
cve-2009-2668,,,2009-08-05,f
cve-2009-2959,,,2009-08-25,f
cve-2015-5330,,,2015-12-29,f
cve-2015-2284,2015-03-13,2015-04-08,2015-03-24,f
cve-2009-3543,,2009-07-10,2009-10-02,f
cve-2009-2769,,2009-07-28,2009-08-14,f
cve-2009-3038,,2009-08-25,2009-09-01,f
cve-2012-1819,,,2012-05-02,f
cve-2012-1827,,,2012-06-13,f
cve-2012-1833,,,2012-09-28,f
cve-2012-1873,,,2012-06-12,f
cve-2012-1919,,,2012-03-27,f
cve-2016-9274,,,2016-11-11,f
cve-2010-3565,2010-10-12,,2010-10-19,f
cve-2009-3093,,,2009-09-08,f
cve-2015-5359,,,2015-07-14,f
cve-2015-5368,,,2015-08-27,f
cve-2015-5407,,,2015-08-22,f
cve-2015-5419,2015-08-24,,2015-08-24,f
cve-2009-2399,,2009-06-29,2009-07-09,f
cve-2009-3066,,2009-09-01,2009-09-03,f
cve-2012-1921,,,2012-08-26,f
cve-2012-3955,,,2012-09-14,f
cve-2009-3210,,,2009-09-16,f
cve-2015-5422,2015-08-24,,2015-08-24,f
cve-2015-5430,,,2015-08-26,f
cve-2015-5488,,,2015-08-18,f
cve-2015-5489,,,2015-08-18,f
cve-2015-5504,,,2015-08-18,f
cve-2015-5564,,,2015-08-13,f
cve-2009-3911,,2009-11-02,2009-11-09,f
cve-2015-7310,,,2015-09-22,f
cve-2009-3226,,2009-06-27,2009-09-16,f
cve-2012-1925,,,2012-03-27,f
cve-2012-2995,,,2012-09-17,f
cve-2015-5573,,,2015-09-22,f
cve-2015-5575,,,2015-09-22,f
cve-2015-5578,,,2015-09-22,f
cve-2015-7839,2015-10-07,,2015-10-15,f
cve-2015-8600,,,2015-12-17,f
cve-2015-5722,,,2015-09-04,f
cve-2015-5734,,,2015-11-09,f
cve-2009-3488,,,2009-09-30,f
cve-2013-3607,,,2013-09-07,f
cve-2013-3659,,,2013-08-09,f
cve-2013-3801,,,2013-07-17,f
cve-2012-1941,,,2012-06-05,f
cve-2012-1944,,,2012-06-05,f
cve-2009-3537,,,2009-10-02,f
cve-2016-1697,,,2016-06-05,f
cve-2016-0954,,2016-03-09,2016-03-09,f
cve-2009-3578,,2009-11-23,2009-11-24,f
cve-2013-4685,,,2013-07-11,f
cve-2013-4747,,,2013-07-01,f
cve-2013-5018,,,2013-08-28,f
cve-2016-4304,,,2017-01-06,f
cve-2009-3634,,,2009-11-02,f
cve-2009-3657,,,2009-10-09,f
cve-2013-5022,,,2013-08-06,f
cve-2013-5051,,,2013-12-10,f
cve-2013-5222,,,2013-12-29,f
cve-2013-5372,,,2013-10-19,f
cve-2013-6815,,,2013-11-19,f
cve-2012-2998,,2012-09-27,2012-09-28,f
cve-2015-5756,,,2015-08-16,f
cve-2015-5807,,,2015-09-18,f
cve-2016-0826,,,2016-03-12,f
cve-2009-3819,,,2009-10-28,f
cve-2009-3862,2009-11-02,,2009-11-04,f
cve-2009-3754,,2009-07-10,2009-10-22,f
cve-2009-3712,,2009-07-11,2009-10-16,f
cve-2009-3949,,2009-07-15,2009-11-16,f
cve-2013-5778,,,2013-10-16,f
cve-2013-5797,,,2013-10-16,f
cve-2012-1962,,,2012-07-18,f
cve-2016-2058,,,2016-04-13,f
cve-2015-5826,,,2015-09-18,f
cve-2015-5833,,,2015-10-08,f
cve-2015-5855,,,2015-09-18,f
cve-2015-5885,,,2015-09-18,f
cve-2016-7224,,2016-11-15,2016-11-10,f
cve-2013-0673,,,2013-05-01,f
cve-2013-6177,,,2013-11-20,f
cve-2013-6191,,,2013-12-16,f
cve-2016-4688,,,2017-02-20,f
cve-2015-5892,,,2015-09-18,f
cve-2015-5895,,,2015-09-18,f
cve-2015-5910,,,2015-09-18,f
cve-2013-0685,,,2013-05-09,f
cve-2013-6316,,,2013-12-22,f
cve-2013-6671,,,2013-12-11,f
cve-2013-6834,,,2013-11-20,f
cve-2013-6858,,,2013-11-23,f
cve-2016-4692,,,2017-02-20,f
cve-2015-5936,,,2015-10-23,f
cve-2015-5940,,,2015-10-23,f
cve-2009-4127,,,2009-12-02,f
cve-2009-4158,,,2009-12-02,f
cve-2015-5944,,,2015-10-23,f
cve-2015-0430,,,2015-01-21,f
cve-2009-4146,,2009-11-30,2009-12-02,f
cve-2010-3015,,,2010-08-20,f
cve-2013-0689,,,2013-10-03,f
cve-2009-4118,,2009-11-21,2009-11-30,f
cve-2013-5045,,2014-06-27,2013-12-10,t
cve-2015-6095,,,2015-11-11,f
cve-2015-6096,,,2015-11-11,f
cve-2015-6469,,,2015-09-24,f
cve-2009-4164,,,2009-12-02,f
cve-2015-6143,2015-12-08,,2015-12-09,f
cve-2015-6144,,,2015-12-09,f
cve-2015-6244,,,2015-08-24,f
cve-2012-1964,,,2012-07-18,f
cve-2012-1976,,,2012-08-29,f
cve-2015-6248,,,2015-08-24,f
cve-2015-6258,,,2015-08-22,f
cve-2015-6259,,,2015-09-03,f
cve-2015-6263,,,2015-10-11,f
cve-2015-6292,,,2015-11-06,f
cve-2013-1828,,,2013-03-22,t
cve-2013-1959,,,2013-05-03,t
cve-2013-2760,,2013-04-08,2013-04-16,t
cve-2009-4200,,2009-06-03,2009-12-04,f
cve-2016-4948,,,2017-03-07,f
cve-2015-6294,,,2015-09-18,f
cve-2015-6378,,,2015-12-13,f
cve-2015-6394,,,2015-12-04,f
cve-2015-6409,,,2015-12-26,f
cve-2010-2078,,,2010-05-25,f
cve-2013-0232,,2013-01-24,2013-03-20,t
cve-2013-5310,,,2013-08-16,f
cve-2013-6809,,,2013-12-13,f
cve-2012-1984,,,2012-04-16,f
cve-2009-4231,,,2009-12-08,f
cve-2009-4321,,,2009-12-14,f
cve-2009-4326,,,2009-12-16,f
cve-2009-4328,,,2009-12-16,f
cve-2009-4396,,,2009-12-22,f
cve-2015-6464,,,2015-09-11,f
cve-2015-6477,,,2015-10-18,f
cve-2015-6496,,,2015-08-24,f
cve-2013-2707,,,2013-05-10,f
cve-2013-4371,,,2013-10-17,f
cve-2013-5029,,,2013-08-19,f
cve-2016-4970,,,2017-04-13,f
cve-2009-0391,,,2009-02-02,f
cve-2009-1485,,,2009-04-29,f
cve-2014-6805,,,2014-09-30,f
cve-2015-6507,,,2015-10-15,f
cve-2015-6547,,,2015-09-20,f
cve-2015-6610,,,2015-11-03,f
cve-2009-3791,,,2009-12-21,f
cve-2009-3396,,,2009-10-22,f
cve-2009-4464,,2009-12-22,2009-12-30,f
cve-2016-4976,,,2017-03-29,f
cve-2010-0543,,,2010-06-17,f
cve-2010-0669,,,2010-02-26,f
cve-2016-5011,,,2017-04-11,f
cve-2015-6628,,,2015-12-08,f
cve-2009-4895,,,2010-09-08,f
cve-2009-4975,,,2010-08-02,f
cve-2010-0060,2010-04-02,,2010-03-30,f
cve-2010-0078,,,2010-01-12,f
cve-2013-2835,,,2013-04-16,f
cve-2013-2936,,,2013-09-12,f
cve-2013-5943,,,2013-09-27,f
cve-2014-7031,,,2014-10-16,f
cve-2013-4579,,2013-12-10,2013-11-19,f
cve-2010-1783,,,2010-07-30,f
cve-2013-2984,,,2013-07-03,f
cve-2015-0745,,,2015-05-30,f
cve-2015-6665,,,2015-08-24,f
cve-2009-1756,,,2009-05-21,f
cve-2015-6751,,,2015-08-31,f
cve-2012-5642,,,2012-12-31,f
cve-2010-1250,,,2010-06-08,f
cve-2010-1311,,,2010-04-08,f
cve-2015-6829,,,2015-09-16,f
cve-2015-6709,2015-10-13,,2015-10-14,f
cve-2015-6716,2015-10-13,,2015-10-14,f
cve-2016-1479,,,2016-08-22,f
cve-2009-0961,,2009-05-17,2009-06-19,f
cve-2012-1995,,,2013-03-11,f
cve-2012-4072,,,2013-09-20,f
cve-2012-4103,,,2013-10-02,f
cve-2012-4131,,,2013-12-21,f
cve-2016-5044,,,2017-02-17,f
cve-2015-6717,2015-10-13,,2015-10-14,f
cve-2015-6723,2015-10-13,,2015-10-14,f
cve-2009-2687,,,2009-08-05,f
cve-2014-4903,,,2014-10-21,f
cve-2015-7003,,,2015-10-23,f
cve-2015-6728,,,2015-09-01,f
cve-2015-6733,,,2015-09-01,f
cve-2012-5444,,,2013-01-17,f
cve-2012-5478,,,2013-02-05,f
cve-2012-1997,,,2013-03-11,f
cve-2015-6747,,,2015-08-31,f
cve-2015-6784,,,2015-12-05,f
cve-2015-6943,,,2015-09-15,f
cve-2015-6987,,,2015-10-23,f
cve-2014-100036,,,2015-01-13,f
cve-2012-3581,,,2012-08-29,f
cve-2015-4740,,,2015-07-16,f
cve-2014-100039,,,2015-01-13,f
cve-2010-1756,,,2010-06-22,f
cve-2013-1619,,,2013-02-08,f
cve-2013-1649,,,2013-09-05,f
cve-2015-4742,,,2015-07-16,f
cve-2009-2703,,,2009-09-08,f
cve-2009-2721,,,2009-08-10,f
cve-2009-3384,,,2009-11-13,f
cve-2013-1706,,,2013-08-06,f
cve-2013-1772,,,2013-02-28,f
cve-2013-1838,,,2013-03-22,f
cve-2013-2458,,,2013-06-18,f
cve-2015-4441,2015-07-14,,2015-07-15,f
cve-2015-7803,,,2015-12-11,f
cve-2015-4494,,,2015-08-07,f
cve-2014-100018,,,2015-01-13,f
cve-2015-4522,,,2015-09-23,f
cve-2009-2618,,2009-06-25,2009-07-27,f
cve-2015-0501,,,2015-04-16,f
cve-2010-0527,,,2010-03-31,f
cve-2013-2467,,,2013-06-18,f
cve-2016-5396,,,2017-04-17,f
cve-2016-7871,,,2016-12-15,f
cve-2013-4018,,,2013-10-01,f
cve-2013-4128,,,2013-08-16,f
cve-2013-4130,,,2013-08-20,f
cve-2013-4155,,,2013-08-20,f
cve-2013-4202,,,2013-09-16,f
cve-2012-1998,,,2013-03-11,f
cve-2012-2028,,,2012-05-08,f
cve-2016-5509,,,2017-01-27,f
cve-2012-6646,,,2014-04-18,f
cve-2013-4419,,,2013-11-05,f
cve-2013-4459,,,2013-11-23,f
cve-2013-4784,,,2013-07-08,f
cve-2013-4877,,,2013-07-18,f
cve-2013-7013,,,2013-12-09,f
cve-2012-2031,,,2012-05-08,f
cve-2015-4532,,,2015-08-20,f
cve-2013-4883,,,2013-07-21,f
cve-2013-5596,,,2013-10-30,f
cve-2013-5605,,,2013-11-16,f
cve-2013-5863,,,2013-10-16,f
cve-2014-8628,,,2015-08-24,f
cve-2015-7365,,,2015-10-14,f
cve-2013-6050,,,2013-12-07,f
cve-2013-7015,,,2013-12-09,f
cve-2012-5509,,,2013-03-12,f
cve-2012-6097,,,2013-04-09,f
cve-2012-1900,,,2012-10-22,t
cve-2016-5754,,,2017-03-23,f
cve-2015-4771,,,2015-07-16,f
cve-2015-5583,2015-10-13,,2015-10-14,f
cve-2012-1008,,2012-02-02,2012-02-07,t
cve-2013-0113,,,2013-02-24,f
cve-2012-6145,,,2013-07-01,f
cve-2012-6527,,,2013-01-30,f
cve-2012-6580,,,2013-07-24,f
cve-2016-6092,,,2017-02-07,f
cve-2014-0919,,,2015-05-07,f
cve-2015-7382,,,2015-09-27,f
cve-2010-1513,,,2010-05-26,f
cve-2010-2164,,,2010-06-15,f
cve-2010-2264,,,2010-06-11,f
cve-2013-0323,,,2013-03-27,f
cve-2016-5941,,,2017-02-01,f
cve-2014-3260,,,2015-12-30,f
cve-2014-3653,,,2015-07-06,f
cve-2014-3691,,,2015-03-09,f
cve-2014-4259,,,2015-01-20,f
