cve,zdi_date,edb_date,published_date,has_reference_to_edb_in_nist
cve-2013-6155,,,2015-04-10,f
cve-2015-6666,,,2015-09-19,f
cve-2009-0770,,,2009-03-03,f
cve-2015-1729,,,2015-07-14,f
cve-2015-4249,,,2015-07-13,f
cve-2015-5128,,,2015-10-08,f
cve-2016-6339,,,2016-08-29,f
cve-2016-2447,,,2016-05-09,f
cve-2015-4829,,,2016-04-22,f
cve-2009-0778,,,2009-03-12,f
cve-2009-1275,,,2009-04-09,f
cve-2009-2812,,,2009-09-14,f
cve-2009-1681,,,2009-06-10,f
cve-2009-4130,,,2009-12-14,f
cve-2009-0242,,,2009-01-21,f
cve-2009-0316,,,2009-01-28,f
cve-2009-1157,,,2009-04-09,f
cve-2009-1522,,,2009-05-05,f
cve-2009-2810,,,2009-11-10,f
cve-2009-3080,,,2009-11-20,f
cve-2009-3462,,,2009-10-19,f
cve-2009-4041,,,2009-11-20,f
cve-2009-0151,,,2009-08-06,f
cve-2009-0960,,,2009-06-19,f
cve-2009-2831,,,2009-11-10,f
cve-2009-3454,,,2009-09-29,f
cve-2010-1564,,,2010-04-14,f
cve-2009-0218,,,2009-04-13,f
cve-2009-0415,,,2009-02-03,f
cve-2009-0630,,,2009-03-27,f
cve-2014-0025,,,2014-01-28,f
cve-2009-1286,,,2009-04-13,f
cve-2009-1615,,,2009-05-11,f
cve-2009-4412,,,2009-12-24,f
cve-2010-0481,,,2010-04-14,f
cve-2010-2713,,,2010-08-05,f
cve-2010-3999,,,2010-11-05,f
cve-2010-0735,,,2010-03-18,f
cve-2009-4642,,,2010-02-11,f
cve-2010-2274,,,2010-06-14,f
cve-2010-2664,,,2010-07-07,f
cve-2017-5537,,,2017-03-15,f
cve-2009-0189,,,2011-02-01,f
cve-2011-0634,,,2011-02-22,f
cve-2016-3183,,,2017-02-03,f
cve-2010-0874,,,2010-04-13,f
cve-2010-0876,,,2010-04-13,f
cve-2016-4318,,,2017-04-09,f
cve-2013-4145,,,2014-04-26,f
cve-2013-2215,,,2013-12-10,f
cve-2014-7865,,,2015-01-17,f
cve-2014-2867,,,2014-04-15,f
cve-2014-4720,,,2014-07-06,f
cve-2014-5114,,,2014-07-29,f
cve-2010-0912,,,2010-07-13,f
cve-2014-2750,,,2014-04-10,f
cve-2014-3951,,,2014-08-21,f
cve-2014-4670,,,2014-07-10,f
cve-2014-6809,,,2014-09-30,f
cve-2014-2709,,,2014-04-23,f
cve-2015-6619,,,2015-12-08,f
cve-2014-2527,,,2014-08-26,f
cve-2014-0186,,,2014-06-14,f
cve-2014-1470,,,2014-08-18,f
cve-2014-1216,,2014-03-28,2014-04-21,t
cve-2013-3283,,,2014-01-02,f
cve-2013-5759,,,2014-08-03,f
cve-2014-1577,,,2014-10-15,f
cve-2014-3026,,,2014-07-29,f
cve-2014-3097,,,2014-10-01,f
cve-2014-4691,,,2014-07-02,f
cve-2014-4756,,,2014-09-10,f
cve-2014-6689,,,2014-09-23,f
cve-2014-8565,,,2014-11-15,f
cve-2014-4511,,,2014-07-22,t
cve-2016-4793,,,2017-01-23,f
cve-2014-0346,,,2014-04-07,f
cve-2014-0360,,,2014-04-23,f
cve-2014-1604,,,2014-01-27,f
cve-2013-6998,,,2014-12-27,f
cve-2014-2095,,,2014-02-26,f
cve-2014-3155,,,2014-06-11,f
cve-2014-4071,,,2014-09-09,f
cve-2015-8146,,,2015-05-19,f
cve-2015-6269,,,2015-08-31,f
cve-2014-59156,,,2015-01-13,f
cve-2015-5411,,,2015-08-26,f
cve-2015-1816,,,2015-08-14,f
cve-2015-2335,,,2015-03-18,f
cve-2015-5222,,,2015-08-24,f
cve-2015-5634,,,2015-09-20,f
cve-2016-1000138,,,2016-10-10,f
cve-2016-7855,,,2016-11-01,f
cve-2016-4929,,,2017-03-20,f
cve-2015-5074,,,2015-09-29,t
cve-2015-8562,,2015-12-15,2015-12-16,t
cve-2013-4118,,,2016-10-03,f
cve-2010-0917,,,2010-03-03,f
cve-2010-0940,,,2010-03-08,t
cve-2010-0941,,,2010-03-08,t
cve-2010-0949,,,2010-03-09,f
cve-2010-0952,,,2010-03-09,t
cve-2010-0953,,2010-03-06,2010-03-09,t
cve-2010-0955,,2010-03-07,2010-03-09,t
cve-2010-0956,,,2010-03-09,f
cve-2010-0959,,,2010-03-10,f
cve-2010-0962,,,2010-03-10,f
cve-2010-0979,,,2010-03-16,f
cve-2010-0997,,,2010-04-20,f
cve-2010-1000,,,2010-05-17,f
cve-2010-1022,,,2010-03-19,f
cve-2010-1024,,,2010-03-19,f
cve-2010-1025,,,2010-03-19,f
cve-2010-1034,,,2010-04-23,f
cve-2010-1038,,,2010-04-28,f
cve-2010-1054,,2010-03-15,2010-03-23,f
cve-2010-1066,,2010-01-06,2010-03-23,t
cve-2010-1083,,,2010-04-06,f
cve-2010-1093,,2010-09-07,2010-03-24,f
cve-2010-1095,,2010-02-28,2010-03-24,f
cve-2010-1097,,,2010-03-24,f
cve-2010-1114,,,2010-03-25,f
cve-2010-1116,,,2010-03-25,f
cve-2010-1117,,,2010-03-25,f
cve-2010-1123,,,2010-03-26,f
cve-2010-1130,,2010-02-11,2010-03-26,f
cve-2010-1134,,,2010-03-26,f
cve-2010-1143,,2010-05-05,2010-05-07,f
cve-2010-1150,,,2010-04-20,f
cve-2010-1155,,,2010-04-16,f
cve-2010-1167,,,2010-05-07,f
cve-2010-1171,,,2011-04-18,f
cve-2010-1183,,2010-03-24,2010-03-29,f
cve-2010-1191,,,2010-03-31,f
cve-2010-1192,,,2010-03-31,f
cve-2010-1199,2010-06-23,2010-06-22,2010-06-23,t
cve-2010-1205,,2010-07-20,2010-06-30,f
cve-2010-1219,,2010-03-15,2010-03-30,t
cve-2010-1223,2010-04-06,,2010-04-07,f
cve-2010-1238,,,2010-04-05,f
cve-2010-1259,,,2010-06-08,f
cve-2010-1279,,,2010-05-04,f
cve-2010-1287,,,2010-05-13,f
cve-2010-1290,,,2010-05-13,f
cve-2010-1293,,,2010-05-13,f
cve-2010-1298,,,2010-04-06,f
cve-2010-1300,,2010-06-12,2010-04-07,t
cve-2010-1314,,2010-04-06,2010-04-08,t
cve-2010-1327,,2010-06-29,2010-07-06,f
cve-2010-1329,,,2010-04-15,f
cve-2010-1343,,2010-03-25,2010-04-09,t
cve-2010-1378,,,2010-11-15,f
cve-2010-1382,,,2010-06-17,f
cve-2010-1383,,,2011-07-21,f
cve-2010-1410,,,2010-06-11,f
cve-2010-1438,,,2010-05-05,f
cve-2010-1446,,,2010-05-21,f
cve-2010-1458,,2010-04-19,2010-04-20,f
cve-2010-1476,,2010-04-11,2010-04-19,t
cve-2010-1490,,,2010-04-21,f
cve-2010-1505,,,2010-04-23,f
cve-2010-1516,,,2010-08-17,f
cve-2010-1517,,,2010-08-02,f
cve-2010-1519,,,2010-08-13,f
cve-2010-1529,,2010-04-06,2010-04-26,t
cve-2010-1539,,,2010-04-26,f
cve-2010-1549,2010-05-06,,2010-05-07,f
cve-2010-1572,,,2010-06-09,f
cve-2010-1590,,,2010-04-28,f
cve-2010-1623,,,2010-10-04,f
cve-2010-1668,,,2010-07-06,f
cve-2010-1669,,,2010-07-06,f
cve-2010-1710,,2010-04-16,2010-05-04,t
cve-2010-1732,,,2010-05-05,f
cve-2010-1738,,,2010-05-06,f
cve-2010-1742,,2010-04-29,2010-05-06,t
cve-2010-1750,,,2010-06-11,f
cve-2010-1761,,,2010-06-11,f
cve-2010-1762,,,2010-06-11,f
cve-2010-1764,,,2010-06-11,f
cve-2010-1772,,,2010-09-24,f
cve-2010-1787,2010-08-11,,2010-07-30,f
cve-2010-1788,,,2010-07-30,f
cve-2010-1824,2011-03-02,,2010-09-24,f
cve-2010-1836,,,2010-11-15,f
cve-2010-1838,,,2010-11-15,f
cve-2010-1843,2010-11-10,,2010-11-16,f
cve-2010-1850,,,2010-06-07,f
cve-2010-1853,,,2010-05-07,f
cve-2010-1863,,,2010-05-07,f
cve-2010-1866,,2010-05-02,2010-05-07,f
cve-2010-1869,,2010-07-18,2010-05-11,f
cve-2010-1882,2010-08-10,,2010-08-11,f
cve-2010-1898,,,2010-08-11,f
cve-2010-1941,,,2010-05-18,f
cve-2010-1950,,,2010-05-18,f
cve-2010-1959,,,2010-05-27,f
cve-2010-1968,,,2010-07-14,f
cve-2010-1969,,,2010-07-21,f
cve-2010-1973,,,2010-07-21,f
cve-2010-1978,,,2010-05-19,t
cve-2010-1989,,,2010-05-20,f
cve-2010-2013,,,2010-05-24,f
cve-2010-2014,,,2010-05-24,f
cve-2010-2017,,,2010-05-24,f
cve-2010-2024,,,2010-06-07,f
cve-2010-2026,,,2010-05-26,f
cve-2010-2048,,,2010-05-25,f
cve-2010-2053,,,2010-06-07,f
cve-2010-2055,,,2010-07-21,f
cve-2010-2059,,,2010-06-08,f
cve-2010-2063,,2010-09-04,2010-06-17,f
cve-2010-2071,,,2010-06-16,f
cve-2010-2103,,,2010-05-27,t
cve-2010-2109,,,2010-05-28,f
cve-2010-2119,,,2010-06-01,f
cve-2010-2125,,,2010-06-01,f
cve-2010-2127,,,2010-06-01,t
cve-2010-2131,,,2010-06-02,f
cve-2010-2144,,2010-05-30,2010-06-03,t
cve-2010-2174,,,2010-06-15,f
cve-2010-2183,,,2010-06-15,f
cve-2010-2187,,,2010-06-15,f
cve-2010-2193,,,2010-06-09,f
cve-2010-2197,,,2010-06-08,f
cve-2010-2212,,,2010-06-30,f
cve-2010-2229,,,2010-06-28,f
cve-2010-2235,,,2010-12-09,f
cve-2010-2253,,,2010-07-06,f
cve-2010-2256,,2010-01-04,2010-06-09,t
cve-2010-2259,,2010-01-03,2010-06-09,t
cve-2010-2260,,,2010-06-09,t
cve-2010-2263,,2010-06-11,2010-06-14,t
cve-2010-2275,,2010-03-15,2010-06-14,f
cve-2010-2290,,,2010-06-14,f
cve-2010-2291,,,2010-06-14,f
cve-2010-2300,,,2010-06-15,f
cve-2010-2301,,,2010-06-15,f
cve-2010-2313,,2010-06-02,2010-06-17,f
cve-2010-2315,,,2010-06-17,f
cve-2010-2320,,,2010-08-02,f
cve-2010-2321,,2010-06-11,2010-06-18,t
cve-2010-2335,,,2010-06-18,t
cve-2010-2348,,2010-06-17,2010-06-21,t
cve-2010-2361,,,2010-08-25,f
cve-2010-2390,,,2010-10-13,f
cve-2010-2396,,,2010-10-13,f
cve-2010-2398,,,2010-07-13,f
cve-2010-2401,,,2010-07-13,f
cve-2010-2405,,,2010-10-13,f
cve-2010-2408,,,2010-10-13,f
cve-2010-2421,,,2010-06-22,f
cve-2010-2444,,,2010-06-25,f
cve-2010-2462,,2010-06-20,2010-06-25,t
cve-2010-2466,,,2010-06-25,f
cve-2010-2468,,,2010-06-25,f
cve-2010-2489,,,2010-07-09,f
cve-2010-2499,,,2010-08-19,f
cve-2010-2507,,2010-06-22,2010-06-28,t
cve-2010-2512,,2010-06-23,2010-06-28,t
cve-2010-2524,,,2010-09-08,f
cve-2010-2554,,2010-08-10,2010-08-11,f
cve-2010-2563,,,2010-09-15,f
cve-2010-2571,,,2010-12-16,f
cve-2010-2577,,,2010-08-16,f
cve-2010-2580,,,2010-09-15,f
cve-2010-2581,,,2010-10-29,f
cve-2010-2587,,,2011-02-10,f
cve-2010-2596,,,2010-07-01,f
cve-2010-2600,,,2010-09-15,f
cve-2010-2604,,,2011-01-12,f
cve-2010-2613,,2010-06-26,2010-07-01,t
cve-2010-2617,,2010-06-29,2010-07-01,f
cve-2010-2622,,2010-06-30,2010-07-02,t
cve-2010-2631,,2010-06-14,2010-07-06,f
cve-2010-2638,,,2010-11-15,f
cve-2010-2662,,,2010-07-07,f
cve-2010-2666,,,2010-07-07,f
cve-2010-2674,,2010-03-28,2010-07-08,t
cve-2010-2715,,,2010-07-13,t
cve-2010-2734,,,2010-11-09,f
cve-2010-2755,,,2010-07-29,f
cve-2010-2799,,,2010-09-14,f
cve-2010-2818,,,2010-08-06,f
cve-2010-2840,,,2010-08-26,f
cve-2010-2846,,2010-07-07,2010-07-23,t
cve-2010-2848,,,2010-07-23,t
cve-2010-2853,,2010-04-29,2010-07-23,t
cve-2010-2861,,2010-08-14,2010-08-11,f
cve-2010-2872,2010-08-24,,2010-08-26,f
cve-2010-2873,2010-08-24,,2010-08-26,f
cve-2010-2879,,,2010-08-26,f
cve-2010-2892,,2010-11-11,2010-11-15,t
cve-2010-2901,,,2010-07-28,f
cve-2010-2909,,2010-07-27,2010-07-28,t
cve-2010-2910,,,2010-07-28,t
cve-2010-2943,,2010-09-29,2010-09-30,f
cve-2010-2950,,,2010-09-28,f
cve-2010-2951,,,2010-10-12,f
cve-2010-2960,,,2010-09-08,f
cve-2010-2975,,,2010-08-09,f
cve-2010-2999,2010-12-10,,2010-12-14,f
cve-2010-3000,2010-08-26,2010-09-13,2010-08-30,f
cve-2010-3003,,2010-08-31,2010-09-10,f
cve-2010-3008,2010-09-13,,2010-09-13,f
cve-2010-3009,,,2010-09-15,f
cve-2010-3011,,,2010-09-17,f
cve-2010-3014,,,2010-08-20,f
cve-2010-3026,,,2010-08-16,t
cve-2010-3041,,,2011-02-02,f
cve-2010-3065,,,2010-08-20,f
cve-2010-3073,,2010-08-26,2010-09-17,f
cve-2010-3075,,,2010-09-17,f
cve-2010-3082,,,2010-09-14,f
cve-2010-3086,,,2011-01-14,f
cve-2010-3091,,,2010-09-29,f
cve-2010-3098,,,2010-08-20,f
cve-2010-3099,,,2010-08-20,f
cve-2010-3108,,,2010-08-23,f
cve-2010-3118,,,2010-08-24,f
cve-2010-3136,,2010-08-25,2010-08-26,t
cve-2016-6348,,,2017-04-12,f
cve-2010-3145,,,2010-08-27,t
cve-2010-3146,,,2010-08-27,t
cve-2010-3147,,,2010-08-27,t
cve-2010-3151,,,2010-08-27,t
cve-2010-3155,,2010-08-25,2010-08-27,t
cve-2010-3172,,,2010-11-05,f
cve-2010-3176,,,2010-10-21,f
cve-2010-3179,,2010-10-19,2010-10-21,f
cve-2010-3183,2010-10-19,,2010-10-21,f
cve-2010-3188,,,2010-08-31,f
cve-2010-3204,,,2010-09-03,t
cve-2010-3240,,,2010-10-13,f
cve-2010-3261,,,2010-09-24,f
cve-2010-3262,,,2010-09-20,f
cve-2010-3267,,,2010-12-02,t
cve-2010-3270,,,2011-02-02,f
cve-2010-3271,,2011-06-15,2011-07-18,t
cve-2010-3273,,,2011-02-17,f
cve-2010-3287,,,2010-10-18,f
cve-2010-3302,,,2010-10-05,f
cve-2010-3320,,,2010-09-13,f
cve-2010-3325,,2010-09-06,2010-10-13,f
cve-2010-3327,,,2010-10-13,f
cve-2010-3345,2010-12-14,,2010-12-16,f
cve-2010-3360,,,2010-10-20,f
cve-2010-3432,,,2010-11-20,f
cve-2010-3433,,,2010-10-06,f
cve-2010-3441,,,2011-02-18,f
cve-2010-3450,,,2011-01-28,f
cve-2010-3457,,,2010-09-17,t
cve-2010-3462,,2010-09-15,2010-09-17,f
cve-2010-3488,,,2010-09-22,f
cve-2010-3491,,,2010-10-26,f
cve-2010-3494,,,2010-10-19,f
cve-2010-3505,,,2011-01-19,f
cve-2010-3522,,,2010-10-14,f
cve-2010-3541,,,2010-10-19,f
cve-2010-3542,,,2010-10-14,f
cve-2010-3544,,,2010-10-14,f
cve-2010-3569,,,2010-10-19,f
cve-2010-3571,2010-10-12,,2010-10-19,f
cve-2010-3572,,,2010-10-19,f
cve-2010-3576,,,2010-10-14,f
cve-2010-3592,,,2011-01-19,f
cve-2010-3601,,2010-09-21,2010-09-24,t
cve-2010-3602,,2010-09-16,2010-09-24,t
cve-2010-3611,,,2010-11-04,f
cve-2016-6667,,,2017-02-07,f
cve-2010-3618,,,2010-11-20,f
cve-2010-3621,2010-10-06,,2010-10-06,f
cve-2010-3644,,,2010-11-07,f
cve-2010-3646,,,2010-11-07,f
cve-2010-3680,,2010-08-19,2011-01-11,f
cve-2010-3684,,,2010-09-29,f
cve-2010-3685,,,2010-09-29,f
cve-2010-3711,,,2010-10-27,f
cve-2010-3742,,,2010-10-05,t
cve-2010-3749,2010-10-15,,2010-10-18,t
cve-2010-3756,,,2010-10-05,f
cve-2010-3761,,,2010-10-05,f
cve-2010-3771,,,2010-12-10,f
cve-2010-3781,,,2010-10-06,f
cve-2010-3787,,,2010-11-16,f
cve-2010-3789,2010-11-10,,2010-11-16,f
cve-2010-3794,2010-11-10,,2010-11-16,f
cve-2010-3801,2010-12-07,,2010-12-09,f
cve-2010-3804,,2010-11-18,2010-11-20,f
cve-2010-3811,,,2010-11-20,f
cve-2010-3814,,,2010-11-26,f
cve-2010-3817,,,2010-11-20,f
cve-2010-3826,,,2010-11-20,f
cve-2010-3827,,,2010-11-26,f
cve-2010-3829,,,2010-11-26,f
cve-2010-3841,,2010-10-14,2010-10-18,f
cve-2010-3842,,,2010-10-27,f
cve-2010-3858,,,2010-11-30,t
cve-2010-3862,,,2010-12-30,f
cve-2010-3869,,,2010-11-17,f
cve-2010-3871,,,2010-11-09,f
cve-2010-3877,,,2011-01-03,f
cve-2010-3880,,,2010-12-10,f
cve-2010-3926,,,2011-01-11,f
cve-2010-3928,,,2011-01-20,f
cve-2010-3934,,,2010-10-14,f
cve-2010-3941,,,2010-12-16,f
cve-2010-3949,,,2010-12-16,f
cve-2010-3964,2010-12-14,2012-07-31,2010-12-16,f
cve-2010-3965,,,2010-12-16,f
cve-2010-3972,,2010-12-21,2010-12-23,t
cve-2010-3983,,,2010-10-18,f
cve-2010-3984,2010-12-09,,2011-01-07,f
cve-2010-4001,,,2010-11-05,f
cve-2010-4005,,,2010-11-05,f
cve-2010-4028,,,2010-10-28,f
cve-2010-4040,,,2010-10-21,f
cve-2010-4071,,,2011-01-20,f
cve-2010-4073,,,2010-11-29,f
cve-2010-4081,,,2010-11-30,f
cve-2010-4089,,,2010-10-29,f
cve-2010-4107,,2010-11-29,2010-11-17,t
cve-2010-4110,,,2010-12-22,f
cve-2010-4147,,,2010-11-01,f
cve-2010-4154,,,2010-11-03,f
cve-2010-4169,,,2010-11-20,f
cve-2010-4172,,2010-11-22,2010-11-26,f
cve-2010-4173,,,2010-11-22,f
cve-2010-4179,,,2010-12-07,f
cve-2010-4183,,,2010-11-05,f
cve-2010-4193,,,2011-02-10,f
cve-2010-4219,,,2010-11-09,f
cve-2010-4233,,2010-11-13,2010-11-16,t
cve-2010-4250,,2010-11-24,2012-06-21,f
cve-2010-4255,,,2011-01-24,f
cve-2010-4269,,,2010-11-16,t
cve-2010-4281,,,2010-12-02,t
cve-2010-4296,,,2010-12-06,f
cve-2010-4297,,,2010-12-06,f
cve-2010-4303,,,2010-11-22,f
cve-2010-4306,,,2011-02-10,f
cve-2010-4324,,,2011-01-07,f
cve-2010-4329,,,2010-12-02,f
cve-2010-4342,,,2010-12-30,f
cve-2010-4360,,,2010-12-01,f
cve-2010-4367,,2010-11-30,2010-12-02,f
cve-2010-4390,,,2010-12-14,f
cve-2010-4400,,,2010-12-04,t
cve-2010-4401,,,2010-12-04,t
cve-2010-4404,,,2010-12-04,f
cve-2010-4411,,,2010-12-06,f
cve-2010-4412,,2010-11-08,2010-12-06,f
cve-2010-4446,,,2011-01-19,f
cve-2010-4455,,,2011-01-19,f
cve-2010-4460,,,2011-01-19,f
cve-2010-4461,,,2011-01-19,f
cve-2010-4464,,,2011-01-19,f
cve-2010-4466,2011-02-15,,2011-02-17,f
cve-2010-4469,,,2011-02-17,f
cve-2010-4470,,,2011-02-17,f
cve-2010-4479,,,2010-12-06,f
cve-2010-4492,,,2010-12-07,f
cve-2010-4496,,,2011-01-07,f
cve-2010-4510,,,2010-12-06,f
cve-2010-4511,,,2010-12-09,f
cve-2010-4552,,,2010-12-16,f
cve-2010-4559,,,2012-02-05,f
cve-2010-4587,,,2010-12-21,f
cve-2010-4630,,,2010-12-30,f
cve-2010-4642,,,2010-12-30,f
cve-2010-4650,,,2012-06-21,f
cve-2010-4652,,,2011-02-01,f
cve-2010-4656,,,2011-07-18,f
cve-2010-4666,,,2012-04-13,f
cve-2010-4678,,,2011-01-07,f
cve-2010-4693,,2010-12-28,2011-01-10,f
cve-2010-4703,,,2011-01-20,f
cve-2010-4709,,2011-01-25,2011-01-28,t
cve-2010-4712,,,2011-01-31,f
cve-2010-4713,,,2011-01-31,f
cve-2010-4715,,2010-11-08,2011-01-31,f
cve-2010-4723,,,2011-02-03,f
cve-2010-4726,,,2011-02-03,f
cve-2010-4732,,,2011-02-14,f
cve-2010-4738,,2011-02-16,2011-02-15,f
cve-2010-4748,,,2011-03-01,f
cve-2010-4752,,,2011-03-01,f
cve-2016-7273,,,2016-12-20,f
cve-2010-4754,,,2011-03-02,f
cve-2010-4756,,,2011-03-02,f
cve-2010-4773,,,2011-03-23,f
cve-2010-4789,,,2011-04-21,f
cve-2010-4790,,,2011-04-26,f
cve-2010-4792,,2010-10-08,2011-04-26,f
cve-2010-4795,,,2011-04-26,t
cve-2010-4796,,,2011-04-26,f
cve-2010-4807,,,2011-05-26,f
cve-2010-4808,,2010-11-13,2011-07-08,t
cve-2010-4809,,2010-11-13,2011-07-08,t
cve-2010-4810,,,2011-07-08,t
cve-2010-4818,,,2012-09-05,f
cve-2010-4820,,,2014-10-26,f
cve-2010-4821,,2010-09-28,2012-10-22,f
cve-2010-4828,,,2011-08-24,f
cve-2010-4829,,2010-12-04,2011-08-24,t
cve-2010-4830,,2010-12-04,2011-08-24,t
cve-2010-4845,,2010-12-18,2011-09-27,t
cve-2010-4849,,2010-12-01,2011-09-27,t
cve-2010-4850,,,2011-09-27,t
cve-2010-4863,,2010-09-29,2011-10-05,f
cve-2010-4865,,2010-09-30,2011-10-05,t
cve-2010-4868,,2010-10-22,2011-10-05,f
cve-2010-4900,,,2011-10-08,f
cve-2010-4906,,2010-09-07,2011-10-08,f
cve-2010-4907,,2010-09-07,2011-10-08,f
cve-2010-4923,,,2011-10-09,f
cve-2010-4938,,2010-08-15,2011-10-09,f
cve-2010-4940,,2010-09-23,2011-10-09,t
cve-2010-4942,,2010-09-25,2011-10-09,t
cve-2010-4944,,,2011-10-09,t
cve-2010-4948,,,2011-10-09,t
cve-2010-4979,,2010-06-29,2011-11-01,f
cve-2010-4990,,,2011-11-01,t
cve-2010-4995,,,2011-11-01,t
cve-2010-5000,,2010-06-08,2011-11-02,t
cve-2010-5009,,,2011-11-02,t
cve-2010-5071,,,2011-12-07,f
cve-2010-5106,,,2012-09-14,f
cve-2010-5107,,,2013-03-07,f
cve-2010-5111,,,2014-06-16,f
cve-2010-5137,,,2012-08-06,f
cve-2010-5142,,,2012-08-08,f
cve-2010-5148,,,2012-08-23,f
cve-2010-5157,,,2012-08-25,f
cve-2010-5158,,,2012-08-25,f
cve-2010-5165,,,2012-08-25,f
cve-2010-5166,,,2012-08-25,f
cve-2010-5167,,,2012-08-25,f
cve-2010-5181,,,2012-08-25,f
cve-2010-5183,,,2012-08-25,f
cve-2010-5196,,,2012-09-06,f
cve-2010-5211,,,2012-09-06,f
cve-2010-5216,,,2012-09-06,f
cve-2010-5217,,,2012-09-06,f
cve-2010-5219,,,2012-09-06,f
cve-2010-5236,,,2012-09-07,t
cve-2010-5239,,,2012-09-07,t
cve-2010-5242,,,2012-09-07,f
cve-2010-5245,,,2012-09-07,f
cve-2010-5253,,,2012-09-07,f
cve-2010-5271,,,2012-09-07,f
cve-2010-5285,,,2012-11-26,t
cve-2010-5295,,,2014-01-20,f
cve-2010-5310,,,2015-08-04,f
cve-2010-5312,,,2014-11-24,f
cve-2010-5320,,,2015-01-03,f
cve-2010-5326,,,2016-05-13,f
cve-2013-0025,,2013-02-14,2013-02-13,f
cve-2013-0076,,,2013-02-13,f
cve-2013-0078,,,2013-04-09,f
cve-2013-0080,,,2013-03-12,f
cve-2013-0083,,,2013-03-12,f
cve-2013-0094,2013-03-22,,2013-03-12,f
cve-2013-0111,,,2013-04-08,f
cve-2013-0168,,,2013-03-12,f
cve-2013-0170,,,2013-02-08,f
cve-2013-0173,,,2014-05-08,f
cve-2013-0176,,,2013-02-05,f
cve-2013-0190,,,2013-02-12,f
cve-2013-0198,,,2013-03-04,f
cve-2013-0208,,,2013-02-13,f
cve-2013-0213,,,2013-02-02,f
cve-2013-0215,,,2013-03-06,f
cve-2013-0223,,,2013-11-23,f
cve-2013-0227,,,2013-03-19,f
cve-2013-0233,,,2013-04-25,f
cve-2013-0245,,,2013-07-16,f
cve-2013-0252,,,2013-03-12,f
cve-2013-0269,,,2013-02-12,f
cve-2013-0270,,,2013-04-12,f
cve-2013-0285,,,2013-04-09,f
cve-2013-0288,,,2013-03-04,f
cve-2013-0310,,,2013-02-21,f
cve-2013-0335,,,2013-03-22,f
cve-2013-0338,,,2013-04-25,f
cve-2013-0352,,,2013-01-16,f
cve-2013-0397,,2013-01-16,2013-01-16,f
cve-2013-0403,,,2013-04-17,f
cve-2013-0407,,,2013-01-16,f
cve-2013-0408,,,2013-04-17,f
cve-2013-0424,,,2013-02-01,f
cve-2013-0427,,,2013-02-01,f
cve-2013-0428,,,2013-02-01,f
cve-2013-0430,,,2013-02-01,f
cve-2013-0435,,,2013-02-01,f
cve-2013-0438,,,2013-02-01,f
cve-2013-0443,,,2013-02-01,f
cve-2013-0451,,,2013-10-01,f
cve-2013-0453,,,2013-03-21,f
cve-2013-0461,,,2013-01-27,f
cve-2013-0486,,,2013-03-27,f
cve-2013-0501,,,2013-04-12,f
cve-2013-0513,,,2013-03-29,f
cve-2013-0520,,,2013-05-10,f
cve-2013-0534,,,2013-06-21,f
cve-2013-0539,,,2013-07-03,f
cve-2013-0553,,,2013-04-27,f
cve-2013-0576,,,2013-05-28,f
cve-2013-0581,,,2013-07-06,f
cve-2013-0610,,,2013-01-10,f
cve-2013-0616,,,2013-01-10,f
cve-2013-0619,,,2013-01-10,f
cve-2013-0620,,,2013-01-10,f
cve-2013-0622,,,2013-01-10,f
cve-2013-0625,,2013-04-10,2013-01-08,f
cve-2013-0646,,,2013-03-13,f
cve-2013-0653,,,2013-01-27,f
cve-2013-0662,,,2014-03-28,f
cve-2013-0666,,,2013-05-01,f
cve-2013-0677,,,2013-03-21,f
cve-2013-0686,,,2013-05-09,f
cve-2013-0703,,,2013-02-15,f
cve-2013-0709,,,2013-02-28,f
cve-2013-0715,,,2013-03-20,f
cve-2013-0722,,,2013-01-11,t
cve-2013-0723,,,2013-07-29,f
cve-2013-0732,,,2014-03-27,f
cve-2013-0754,2013-03-22,,2013-01-13,f
cve-2013-0759,,,2013-01-13,f
cve-2013-0766,,,2013-01-13,f
cve-2013-0774,,,2013-02-19,f
cve-2013-0776,,,2013-02-19,f
cve-2013-0782,,,2013-02-19,f
cve-2013-0798,,,2013-04-03,f
cve-2013-0801,,,2013-05-16,f
cve-2013-0828,,,2013-01-15,f
cve-2013-0829,,,2013-01-15,f
cve-2013-0844,,,2013-12-07,f
cve-2013-0846,,,2013-12-07,f
cve-2013-0850,,,2013-12-07,f
cve-2013-0869,,,2013-11-23,f
cve-2013-0880,,,2013-02-23,f
cve-2013-0883,,,2013-02-23,f
cve-2013-0900,,,2013-02-23,f
cve-2013-0902,,,2013-03-04,f
cve-2013-0921,,,2013-03-28,f
cve-2013-0929,2013-02-14,,2013-01-21,f
cve-2013-0931,,,2013-03-05,f
cve-2013-0940,,,2013-05-03,f
cve-2013-0942,,,2013-05-22,f
cve-2013-0946,2014-02-13,,2013-05-10,f
cve-2013-0955,,,2013-01-28,f
cve-2013-0958,,,2013-01-28,f
cve-2013-0964,,,2013-01-28,f
cve-2013-0967,,,2013-03-14,f
cve-2013-1001,,,2013-05-19,f
cve-2013-1008,,,2013-05-19,f
cve-2013-1009,,,2013-06-05,f
cve-2013-1012,,,2013-06-05,f
cve-2013-1013,,,2013-06-05,f
cve-2013-1015,2013-06-11,,2013-05-24,f
