cve,assign_date,edb_date,date_diff
CVE-2016-8375,2016-09-28,,
CVE-2016-8376,2016-09-28,,
CVE-2016-8377,2016-09-28,,
CVE-2016-8378,2016-09-28,,
CVE-2016-8379,2016-09-28,,
CVE-2016-8385,2016-09-29,,
CVE-2016-8386,2016-09-29,,
CVE-2016-8387,2016-09-29,,
CVE-2016-8388,2016-09-29,,
CVE-2016-8389,2016-09-29,,
CVE-2016-8391,2016-10-05,,
CVE-2016-8392,2016-10-05,,
CVE-2016-8393,2016-10-05,,
CVE-2016-8394,2016-10-05,,
CVE-2016-8395,2016-10-05,,
CVE-2016-8396,2016-10-05,,
CVE-2016-8397,2016-10-05,,
CVE-2016-8398,2016-10-05,,
CVE-2016-8399,2016-10-05,,
CVE-2016-8400,2016-10-05,,
CVE-2016-8401,2016-10-05,,
CVE-2016-8402,2016-10-05,,
CVE-2016-8403,2016-10-05,,
CVE-2016-8404,2016-10-05,,
CVE-2016-8405,2016-10-05,,
CVE-2016-8406,2016-10-05,,
CVE-2016-8407,2016-10-05,,
CVE-2016-8408,2016-10-05,,
CVE-2016-8409,2016-10-05,,
CVE-2016-8410,2016-10-05,,
CVE-2016-8411,2016-10-05,,
CVE-2016-8412,2016-10-05,,
CVE-2016-8413,2016-10-05,,
CVE-2016-8414,2016-10-05,,
CVE-2016-8415,2016-10-05,,
CVE-2016-8416,2016-10-05,,
CVE-2016-8417,2016-10-05,,
CVE-2016-8418,2016-10-05,,
CVE-2016-8419,2016-10-05,,
CVE-2016-8420,2016-10-05,,
CVE-2016-8421,2016-10-05,,
CVE-2016-8422,2016-10-05,,
CVE-2016-8423,2016-10-05,,
CVE-2016-8424,2016-10-05,,
CVE-2016-8425,2016-10-05,,
CVE-2016-8426,2016-10-05,,
CVE-2016-8427,2016-10-05,,
CVE-2016-8428,2016-10-05,,
CVE-2016-8429,2016-10-05,,
CVE-2016-8430,2016-10-05,,
CVE-2016-8431,2016-10-05,,
CVE-2016-8432,2016-10-05,,
CVE-2016-8433,2016-10-05,,
CVE-2016-8434,2016-10-05,,
CVE-2016-8435,2016-10-05,,
CVE-2016-8436,2016-10-05,,
CVE-2016-8437,2016-10-05,,
CVE-2016-8438,2016-10-05,,
CVE-2016-8439,2016-10-05,,
CVE-2016-8440,2016-10-05,,
CVE-2016-8441,2016-10-05,,
CVE-2016-8442,2016-10-05,,
CVE-2016-8443,2016-10-05,,
CVE-2016-8444,2016-10-05,,
CVE-2016-8445,2016-10-05,,
CVE-2016-8446,2016-10-05,,
CVE-2016-8447,2016-10-05,,
CVE-2016-8448,2016-10-05,,
CVE-2016-8449,2016-10-05,,
CVE-2016-8450,2016-10-05,,
CVE-2016-8451,2016-10-05,,
CVE-2016-8452,2016-10-05,,
CVE-2016-8453,2016-10-05,,
CVE-2016-8454,2016-10-05,,
CVE-2016-8455,2016-10-05,,
CVE-2016-8456,2016-10-05,,
CVE-2016-8457,2016-10-05,,
CVE-2016-8458,2016-10-05,,
CVE-2016-8459,2016-10-05,,
CVE-2016-8460,2016-10-05,,
CVE-2016-8461,2016-10-05,,
CVE-2016-8462,2016-10-05,,
CVE-2016-8463,2016-10-05,,
CVE-2016-8464,2016-10-05,,
CVE-2016-8465,2016-10-05,,
CVE-2016-8466,2016-10-05,,
CVE-2016-8467,2016-10-05,,
CVE-2016-8468,2016-10-05,,
CVE-2016-8469,2016-10-05,,
CVE-2016-8470,2016-10-05,,
CVE-2016-8471,2016-10-05,,
CVE-2016-8472,2016-10-05,,
CVE-2016-8473,2016-10-05,,
CVE-2016-8474,2016-10-05,,
CVE-2016-8475,2016-10-05,,
CVE-2016-8476,2016-10-05,,
CVE-2016-8477,2016-10-05,,
CVE-2016-8478,2016-10-05,,
CVE-2016-8479,2016-10-05,,
CVE-2016-8480,2016-10-05,,
CVE-2016-8481,2016-10-05,,
CVE-2016-8483,2016-10-05,,
CVE-2016-8491,2016-10-07,,
CVE-2016-8492,2016-10-07,,
CVE-2016-8494,2016-10-07,,
CVE-2016-8495,2016-10-07,,
CVE-2016-8501,2016-10-07,,
CVE-2016-8502,2016-10-07,,
CVE-2016-8503,2016-10-07,,
CVE-2016-8504,2016-10-07,,
CVE-2016-8505,2016-10-07,,
CVE-2016-8506,2016-10-07,,
CVE-2016-8507,2016-10-07,,
CVE-2016-8508,2016-10-07,,
CVE-2016-8561,2016-10-07,,
CVE-2016-8562,2016-10-07,,
CVE-2016-8563,2016-10-07,,
CVE-2016-8564,2016-10-07,,
CVE-2016-8565,2016-10-07,,
CVE-2016-8566,2016-10-07,,
CVE-2016-8567,2016-10-07,,
CVE-2016-8568,2016-10-08,,
CVE-2016-8569,2016-10-08,,
CVE-2016-8574,2016-10-09,,
CVE-2016-8575,2016-10-09,,
CVE-2016-8576,2016-10-10,,
CVE-2016-8577,2016-10-10,,
CVE-2016-8578,2016-10-10,,
CVE-2016-8579,2016-10-10,,
CVE-2016-8580,2016-10-10,2016-11-02,23
CVE-2016-8581,2016-10-10,2016-11-02,23
CVE-2016-8582,2016-10-10,2016-11-02,23
CVE-2016-8583,2016-10-10,,
CVE-2016-8595,2016-10-11,,
CVE-2016-8596,2016-10-11,,
CVE-2016-8597,2016-10-11,,
CVE-2016-8598,2016-10-11,,
CVE-2016-8600,2016-10-11,,
CVE-2016-8602,2016-10-11,,
CVE-2016-8605,2016-10-11,,
CVE-2016-8606,2016-10-11,,
CVE-2016-8630,2016-10-12,,
CVE-2016-8632,2016-10-12,,
CVE-2016-8633,2016-10-12,,
CVE-2016-8636,2016-10-12,,
CVE-2016-8642,2016-10-12,,
CVE-2016-8643,2016-10-12,,
CVE-2016-8644,2016-10-12,,
CVE-2016-8645,2016-10-12,,
CVE-2016-8646,2016-10-12,,
CVE-2016-8650,2016-10-12,,
CVE-2016-8652,2016-10-12,,
CVE-2016-8655,2016-10-12,,
CVE-2016-8658,2016-10-13,,
CVE-2016-8659,2016-10-13,,
CVE-2016-8660,2016-10-13,,
CVE-2016-8661,2016-10-14,,
CVE-2016-8666,2016-10-14,,
CVE-2016-8667,2016-10-15,,
CVE-2016-8668,2016-10-15,,
CVE-2016-8669,2016-10-15,,
CVE-2016-8670,2016-10-15,,
CVE-2016-8671,2016-10-15,,
CVE-2016-8672,2016-10-15,,
CVE-2016-8673,2016-10-15,,
CVE-2016-8674,2016-10-15,,
CVE-2016-8675,2016-10-15,,
CVE-2016-8676,2016-10-15,,
CVE-2016-8677,2016-10-15,,
CVE-2016-8678,2016-10-15,,
CVE-2016-8679,2016-10-15,,
CVE-2016-8680,2016-10-15,,
CVE-2016-8681,2016-10-15,,
CVE-2016-8682,2016-10-15,,
CVE-2016-8683,2016-10-15,,
CVE-2016-8684,2016-10-15,,
CVE-2016-8685,2016-10-15,,
CVE-2016-8686,2016-10-15,,
CVE-2016-8687,2016-10-15,,
CVE-2016-8688,2016-10-15,,
CVE-2016-8689,2016-10-15,,
CVE-2016-8690,2016-10-15,,
CVE-2016-8691,2016-10-15,,
CVE-2016-8692,2016-10-15,,
CVE-2016-8693,2016-10-15,,
CVE-2016-8694,2016-10-15,,
CVE-2016-8695,2016-10-15,,
CVE-2016-8696,2016-10-15,,
CVE-2016-8697,2016-10-15,,
CVE-2016-8698,2016-10-15,,
CVE-2016-8699,2016-10-15,,
CVE-2016-8700,2016-10-15,,
CVE-2016-8701,2016-10-15,,
CVE-2016-8702,2016-10-15,,
CVE-2016-8703,2016-10-15,,
CVE-2016-8704,2016-10-17,,
CVE-2016-8705,2016-10-17,,
CVE-2016-8706,2016-10-17,,
CVE-2016-8707,2016-10-17,,
CVE-2016-8709,2016-10-17,,
CVE-2016-8710,2016-10-17,,
CVE-2016-8711,2016-10-17,,
CVE-2016-8712,2016-10-17,,
CVE-2016-8713,2016-10-17,,
CVE-2016-8714,2016-10-17,,
CVE-2016-8715,2016-10-17,,
CVE-2016-8716,2016-10-17,,
CVE-2016-8718,2016-10-17,,
CVE-2016-8719,2016-10-17,,
CVE-2016-8720,2016-10-17,,
CVE-2016-8722,2016-10-17,,
CVE-2016-8723,2016-10-17,,
CVE-2016-8724,2016-10-17,,
CVE-2016-8725,2016-10-17,,
CVE-2016-8726,2016-10-17,,
CVE-2016-8727,2016-10-17,,
CVE-2016-8733,2016-10-17,,
CVE-2016-8735,2016-10-18,,
CVE-2016-8740,2016-10-18,,
CVE-2016-8747,2016-10-18,,
CVE-2016-8749,2016-10-18,,
CVE-2016-8754,2016-10-18,,
CVE-2016-8756,2016-10-18,,
CVE-2016-8757,2016-10-18,,
CVE-2016-8758,2016-10-18,,
CVE-2016-8759,2016-10-18,,
CVE-2016-8760,2016-10-18,,
CVE-2016-8761,2016-10-18,,
CVE-2016-8762,2016-10-18,,
CVE-2016-8763,2016-10-18,,
CVE-2016-8764,2016-10-18,,
CVE-2016-8768,2016-10-18,,
CVE-2016-8769,2016-10-18,2016-11-22,35
CVE-2016-8773,2016-10-18,,
CVE-2016-8774,2016-10-18,,
CVE-2016-8775,2016-10-18,,
CVE-2016-8776,2016-10-18,,
CVE-2016-8779,2016-10-18,,
CVE-2016-8780,2016-10-18,,
CVE-2016-8781,2016-10-18,,
CVE-2016-8789,2016-10-18,,
CVE-2016-8790,2016-10-18,,
CVE-2016-8791,2016-10-18,,
CVE-2016-8792,2016-10-18,,
CVE-2016-8793,2016-10-18,,
CVE-2016-8794,2016-10-18,,
CVE-2016-8795,2016-10-18,,
CVE-2016-8796,2016-10-18,,
CVE-2016-8797,2016-10-18,,
CVE-2016-8798,2016-10-18,,
CVE-2016-8801,2016-10-18,,
CVE-2016-8802,2016-10-18,,
CVE-2016-8803,2016-10-18,,
CVE-2016-8805,2016-10-18,2016-10-31,13
CVE-2016-8806,2016-10-18,2016-10-31,13
CVE-2016-8807,2016-10-18,2016-10-31,13
CVE-2016-8808,2016-10-18,2016-10-31,13
CVE-2016-8809,2016-10-18,2016-10-31,13
CVE-2016-8810,2016-10-18,2016-10-31,13
CVE-2016-8811,2016-10-18,2016-10-31,13
CVE-2016-8812,2016-10-18,2016-10-31,13
CVE-2016-8813,2016-10-18,,
CVE-2016-8814,2016-10-18,,
CVE-2016-8815,2016-10-18,,
CVE-2016-8816,2016-10-18,,
CVE-2016-8817,2016-10-18,,
CVE-2016-8818,2016-10-18,,
CVE-2016-8819,2016-10-18,,
CVE-2016-8820,2016-10-18,,
CVE-2016-8821,2016-10-18,,
CVE-2016-8822,2016-10-18,,
CVE-2016-8823,2016-10-18,,
CVE-2016-8824,2016-10-18,,
CVE-2016-8825,2016-10-18,,
CVE-2016-8826,2016-10-18,,
CVE-2016-8827,2016-10-18,,
CVE-2016-8855,2016-10-18,,
CVE-2016-8856,2016-10-19,,
CVE-2016-8858,2016-10-19,,
CVE-2016-8859,2016-10-19,,
CVE-2016-8860,2016-10-19,,
CVE-2016-8862,2016-10-20,,
CVE-2016-8863,2016-10-20,,
CVE-2016-8864,2016-10-20,,
CVE-2016-8866,2016-10-21,,
CVE-2016-8867,2016-10-21,,
CVE-2016-8869,2016-10-21,,
CVE-2016-8870,2016-10-21,,
CVE-2016-8871,2016-10-21,,
CVE-2016-8875,2016-10-21,,
CVE-2016-8876,2016-10-21,,
CVE-2016-8877,2016-10-21,,
CVE-2016-8878,2016-10-21,,
CVE-2016-8879,2016-10-21,,
CVE-2016-8882,2016-10-22,,
CVE-2016-8883,2016-10-22,,
CVE-2016-8884,2016-10-22,,
CVE-2016-8885,2016-10-22,,
CVE-2016-8886,2016-10-22,,
CVE-2016-8887,2016-10-22,,
CVE-2016-8889,2016-10-23,,
CVE-2016-8902,2016-10-24,,
CVE-2016-8903,2016-10-24,,
CVE-2016-8904,2016-10-24,,
CVE-2016-8905,2016-10-24,,
CVE-2016-8906,2016-10-24,,
CVE-2016-8907,2016-10-24,,
CVE-2016-8908,2016-10-24,,
CVE-2016-8909,2016-10-24,,
CVE-2016-8910,2016-10-24,,
CVE-2016-8911,2016-10-25,,
CVE-2016-8912,2016-10-25,,
CVE-2016-8913,2016-10-25,,
CVE-2016-8915,2016-10-25,,
CVE-2016-8917,2016-10-25,,
CVE-2016-8918,2016-10-25,,
CVE-2016-8919,2016-10-25,,
CVE-2016-8920,2016-10-25,,
CVE-2016-8921,2016-10-25,,
CVE-2016-8922,2016-10-25,,
CVE-2016-8925,2016-10-25,,
CVE-2016-8926,2016-10-25,,
CVE-2016-8927,2016-10-25,,
CVE-2016-8928,2016-10-25,,
CVE-2016-8929,2016-10-25,,
CVE-2016-8930,2016-10-25,,
CVE-2016-8931,2016-10-25,,
CVE-2016-8932,2016-10-25,,
CVE-2016-8933,2016-10-25,,
CVE-2016-8934,2016-10-25,,
CVE-2016-8935,2016-10-25,,
CVE-2016-8936,2016-10-25,,
CVE-2016-8938,2016-10-25,,
CVE-2016-8940,2016-10-25,,
CVE-2016-8941,2016-10-25,,
CVE-2016-8942,2016-10-25,,
CVE-2016-8943,2016-10-25,,
CVE-2016-8944,2016-10-25,,
CVE-2016-8954,2016-10-25,,
CVE-2016-8960,2016-10-25,,
CVE-2016-8961,2016-10-25,,
CVE-2016-8963,2016-10-25,,
CVE-2016-8966,2016-10-25,,
CVE-2016-8967,2016-10-25,,
CVE-2016-8968,2016-10-25,,
CVE-2016-8971,2016-10-25,,
CVE-2016-8972,2016-10-25,,
CVE-2016-8973,2016-10-25,,
CVE-2016-8974,2016-10-25,,
CVE-2016-8977,2016-10-25,,
CVE-2016-8980,2016-10-25,,
CVE-2016-8981,2016-10-25,,
CVE-2016-8982,2016-10-25,,
CVE-2016-8986,2016-10-25,,
CVE-2016-8998,2016-10-25,,
CVE-2016-8999,2016-10-25,,
CVE-2016-9000,2016-10-25,,
CVE-2016-9005,2016-10-25,,
CVE-2016-9006,2016-10-25,,
CVE-2016-9008,2016-10-25,,
CVE-2016-9009,2016-10-25,,
CVE-2016-9010,2016-10-25,,
CVE-2016-9011,2016-10-25,,
CVE-2016-9012,2016-10-25,,
CVE-2016-9013,2016-10-25,,
CVE-2016-9014,2016-10-25,,
CVE-2016-9015,2016-10-25,,
CVE-2016-9016,2016-10-25,,
CVE-2016-9017,2016-10-25,,
CVE-2016-9018,2016-10-25,2016-10-21,-4
CVE-2016-9019,2016-10-25,,
CVE-2016-9020,2016-10-25,,
CVE-2016-9028,2016-10-26,,
CVE-2016-9031,2016-10-26,,
CVE-2016-9032,2016-10-26,,
CVE-2016-9033,2016-10-26,,
CVE-2016-9034,2016-10-26,,
CVE-2016-9035,2016-10-26,,
CVE-2016-9036,2016-10-26,,
CVE-2016-9037,2016-10-26,,
CVE-2016-9039,2016-10-26,,
CVE-2016-9049,2016-10-26,,
CVE-2016-9050,2016-10-26,,
CVE-2016-9051,2016-10-26,,
CVE-2016-9052,2016-10-26,,
CVE-2016-9053,2016-10-26,,
CVE-2016-9054,2016-10-26,,
CVE-2016-9081,2016-10-27,,
CVE-2016-9082,2016-10-27,,
CVE-2016-9083,2016-10-27,,
CVE-2016-9084,2016-10-27,,
CVE-2016-9085,2016-10-27,,
CVE-2016-9086,2016-10-27,,
CVE-2016-9087,2016-10-27,,
CVE-2016-9091,2016-10-28,,
CVE-2016-9101,2016-10-28,,
CVE-2016-9102,2016-10-28,,
CVE-2016-9103,2016-10-28,,
CVE-2016-9104,2016-10-28,,
CVE-2016-9105,2016-10-28,,
CVE-2016-9106,2016-10-28,,
CVE-2016-9107,2016-10-28,,
CVE-2016-9108,2016-10-28,,
CVE-2016-9109,2016-10-28,,
CVE-2016-9111,2016-10-28,,
CVE-2016-9112,2016-10-28,,
CVE-2016-9113,2016-10-30,,
CVE-2016-9114,2016-10-30,,
CVE-2016-9115,2016-10-30,,
CVE-2016-9116,2016-10-30,,
CVE-2016-9117,2016-10-30,,
CVE-2016-9118,2016-10-30,,
CVE-2016-9119,2016-10-30,,
CVE-2016-9120,2016-10-30,,
CVE-2016-9121,2016-10-31,,
CVE-2016-9122,2016-10-31,,
CVE-2016-9123,2016-10-31,,
CVE-2016-9124,2016-10-31,,
CVE-2016-9125,2016-10-31,,
CVE-2016-9126,2016-10-31,,
CVE-2016-9127,2016-10-31,,
CVE-2016-9128,2016-10-31,,
CVE-2016-9129,2016-10-31,,
CVE-2016-9130,2016-10-31,,
CVE-2016-9131,2016-10-31,,
CVE-2016-9132,2016-10-31,,
CVE-2016-9134,2016-10-31,,
CVE-2016-9135,2016-10-31,,
CVE-2016-9136,2016-10-31,,
CVE-2016-9137,2016-11-01,,
CVE-2016-9138,2016-11-01,,
CVE-2016-9139,2016-11-01,,
CVE-2016-9147,2016-11-03,,
CVE-2016-9148,2016-11-03,,
CVE-2016-9149,2016-11-03,,
CVE-2016-9150,2016-11-03,2016-11-18,15
CVE-2016-9151,2016-11-03,2016-11-18,15
CVE-2016-9152,2016-11-03,,
CVE-2016-9154,2016-11-03,,
CVE-2016-9155,2016-11-03,,
CVE-2016-9156,2016-11-03,,
CVE-2016-9157,2016-11-03,,
CVE-2016-9158,2016-11-03,,
CVE-2016-9159,2016-11-03,,
CVE-2016-9160,2016-11-03,,
CVE-2016-9164,2016-11-03,,
CVE-2016-9165,2016-11-03,,
CVE-2016-9167,2016-11-03,,
CVE-2016-9168,2016-11-03,,
CVE-2016-9169,2016-11-03,,
CVE-2016-9176,2016-11-03,,
CVE-2016-9177,2016-11-04,,
CVE-2016-9178,2016-11-04,,
CVE-2016-9179,2016-11-04,,
CVE-2016-9180,2016-11-04,,
CVE-2016-9181,2016-11-04,,
CVE-2016-9182,2016-11-04,,
CVE-2016-9183,2016-11-04,,
CVE-2016-9184,2016-11-04,,
CVE-2016-9185,2016-11-04,,
CVE-2016-9186,2016-11-04,,
CVE-2016-9187,2016-11-04,,
CVE-2016-9188,2016-11-04,,
CVE-2016-9189,2016-11-04,,
CVE-2016-9190,2016-11-04,,
CVE-2016-9191,2016-11-05,,
CVE-2016-9192,2016-11-06,,
CVE-2016-9193,2016-11-06,,
CVE-2016-9194,2016-11-06,,
CVE-2016-9195,2016-11-06,,
CVE-2016-9196,2016-11-06,,
CVE-2016-9197,2016-11-06,,
CVE-2016-9198,2016-11-06,,
CVE-2016-9199,2016-11-06,,
CVE-2016-9200,2016-11-06,,
CVE-2016-9201,2016-11-06,,
CVE-2016-9202,2016-11-06,,
CVE-2016-9203,2016-11-06,,
CVE-2016-9204,2016-11-06,,
CVE-2016-9205,2016-11-06,,
CVE-2016-9206,2016-11-06,,
CVE-2016-9207,2016-11-06,,
CVE-2016-9208,2016-11-06,,
CVE-2016-9209,2016-11-06,,
CVE-2016-9210,2016-11-06,,
CVE-2016-9211,2016-11-06,,
CVE-2016-9212,2016-11-06,,
CVE-2016-9214,2016-11-06,,
CVE-2016-9215,2016-11-06,,
CVE-2016-9216,2016-11-06,,
CVE-2016-9217,2016-11-06,,
CVE-2016-9218,2016-11-06,,
CVE-2016-9219,2016-11-06,,
CVE-2016-9220,2016-11-06,,
CVE-2016-9221,2016-11-06,,
CVE-2016-9222,2016-11-06,,
CVE-2016-9223,2016-11-06,,
CVE-2016-9224,2016-11-06,,
CVE-2016-9225,2016-11-06,,
CVE-2016-9242,2016-11-07,,
CVE-2016-9243,2016-11-09,,
CVE-2016-9244,2016-11-09,,
CVE-2016-9245,2016-11-09,,
CVE-2016-9247,2016-11-09,,
CVE-2016-9249,2016-11-09,,
CVE-2016-9252,2016-11-09,,
CVE-2016-9259,2016-11-10,,
CVE-2016-9260,2016-11-10,,
CVE-2016-9261,2016-11-10,,
CVE-2016-9262,2016-11-10,,
CVE-2016-9264,2016-11-10,,
CVE-2016-9265,2016-11-10,,
CVE-2016-9266,2016-11-10,,
CVE-2016-9268,2016-11-10,,
CVE-2016-9269,2016-11-10,,
CVE-2016-9272,2016-11-11,,
CVE-2016-9273,2016-11-11,,
CVE-2016-9274,2016-11-11,,
CVE-2016-9275,2016-11-11,,
CVE-2016-9276,2016-11-11,,
CVE-2016-9277,2016-11-11,,
CVE-2016-9278,2016-11-11,,
CVE-2016-9279,2016-11-11,,
CVE-2016-9282,2016-11-11,,
CVE-2016-9283,2016-11-11,,
CVE-2016-9284,2016-11-11,,
CVE-2016-9285,2016-11-11,,
CVE-2016-9286,2016-11-11,,
CVE-2016-9287,2016-11-11,,
CVE-2016-9288,2016-11-11,,
CVE-2016-9294,2016-11-11,,
CVE-2016-9296,2016-11-11,,
CVE-2016-9297,2016-11-14,,
CVE-2016-9298,2016-11-14,,
CVE-2016-9299,2016-11-14,,
CVE-2016-9303,2016-11-14,,
CVE-2016-9304,2016-11-14,,
CVE-2016-9305,2016-11-14,,
CVE-2016-9306,2016-11-14,,
CVE-2016-9307,2016-11-14,,
CVE-2016-9310,2016-11-14,,
CVE-2016-9311,2016-11-14,,
CVE-2016-9312,2016-11-14,,
CVE-2016-9313,2016-11-14,,
CVE-2016-9314,2016-11-14,,
CVE-2016-9315,2016-11-14,,
CVE-2016-9316,2016-11-14,,
CVE-2016-9317,2016-11-14,,
CVE-2016-9318,2016-11-14,,
CVE-2016-9319,2016-11-14,,
CVE-2016-9332,2016-11-16,,
CVE-2016-9333,2016-11-16,,
CVE-2016-9334,2016-11-16,,
CVE-2016-9337,2016-11-16,,
CVE-2016-9338,2016-11-16,,
CVE-2016-9339,2016-11-16,,
CVE-2016-9343,2016-11-16,,
CVE-2016-9344,2016-11-16,,
CVE-2016-9345,2016-11-16,,
CVE-2016-9346,2016-11-16,,
CVE-2016-9347,2016-11-16,,
CVE-2016-9348,2016-11-16,,
CVE-2016-9349,2016-11-16,,
CVE-2016-9351,2016-11-16,,
CVE-2016-9353,2016-11-16,,
CVE-2016-9354,2016-11-16,,
CVE-2016-9355,2016-11-16,,
CVE-2016-9356,2016-11-16,,
CVE-2016-9357,2016-11-16,,
CVE-2016-9360,2016-11-16,,
CVE-2016-9361,2016-11-16,,
CVE-2016-9362,2016-11-16,,
CVE-2016-9363,2016-11-16,,
CVE-2016-9364,2016-11-16,,
CVE-2016-9365,2016-11-16,,
CVE-2016-9366,2016-11-16,,
CVE-2016-9367,2016-11-16,,
CVE-2016-9368,2016-11-16,,
CVE-2016-9369,2016-11-16,,
CVE-2016-9371,2016-11-16,,
CVE-2016-9372,2016-11-16,,
CVE-2016-9373,2016-11-16,,
CVE-2016-9374,2016-11-16,,
CVE-2016-9375,2016-11-16,,
CVE-2016-9376,2016-11-16,,
CVE-2016-9377,2016-11-17,,
CVE-2016-9378,2016-11-17,,
CVE-2016-9379,2016-11-17,,
CVE-2016-9380,2016-11-17,,
CVE-2016-9381,2016-11-17,,
CVE-2016-9382,2016-11-17,,
CVE-2016-9383,2016-11-17,,
CVE-2016-9384,2016-11-17,,
CVE-2016-9385,2016-11-17,,
CVE-2016-9386,2016-11-17,,
CVE-2016-9387,2016-11-17,,
CVE-2016-9388,2016-11-17,,
CVE-2016-9389,2016-11-17,,
CVE-2016-9390,2016-11-17,,
CVE-2016-9391,2016-11-17,,
CVE-2016-9392,2016-11-17,,
CVE-2016-9393,2016-11-17,,
CVE-2016-9394,2016-11-17,,
CVE-2016-9395,2016-11-17,,
CVE-2016-9396,2016-11-17,,
CVE-2016-9397,2016-11-17,,
CVE-2016-9398,2016-11-17,,
CVE-2016-9399,2016-11-17,,
CVE-2016-9400,2016-11-17,,
CVE-2016-9401,2016-11-17,,
CVE-2016-9402,2016-11-17,,
CVE-2016-9403,2016-11-17,,
CVE-2016-9404,2016-11-17,,
CVE-2016-9405,2016-11-17,,
CVE-2016-9406,2016-11-17,,
CVE-2016-9407,2016-11-17,,
CVE-2016-9408,2016-11-17,,
CVE-2016-9409,2016-11-17,,
CVE-2016-9410,2016-11-17,,
CVE-2016-9411,2016-11-17,,
CVE-2016-9412,2016-11-17,,
CVE-2016-9413,2016-11-17,,
CVE-2016-9414,2016-11-17,,
CVE-2016-9415,2016-11-17,,
CVE-2016-9416,2016-11-17,,
CVE-2016-9417,2016-11-17,,
CVE-2016-9418,2016-11-17,,
CVE-2016-9419,2016-11-17,,
CVE-2016-9420,2016-11-17,,
CVE-2016-9421,2016-11-17,,
CVE-2016-9422,2016-11-18,,
CVE-2016-9423,2016-11-18,,
CVE-2016-9424,2016-11-18,,
CVE-2016-9425,2016-11-18,,
CVE-2016-9426,2016-11-18,,
CVE-2016-9427,2016-11-18,,
CVE-2016-9428,2016-11-18,,
CVE-2016-9429,2016-11-18,,
CVE-2016-9430,2016-11-18,,
CVE-2016-9431,2016-11-18,,
CVE-2016-9432,2016-11-18,,
CVE-2016-9433,2016-11-18,,
CVE-2016-9434,2016-11-18,,
CVE-2016-9435,2016-11-18,,
CVE-2016-9436,2016-11-18,,
CVE-2016-9437,2016-11-18,,
CVE-2016-9438,2016-11-18,,
CVE-2016-9439,2016-11-18,,
CVE-2016-9440,2016-11-18,,
CVE-2016-9441,2016-11-18,,
CVE-2016-9442,2016-11-18,,
CVE-2016-9443,2016-11-18,,
CVE-2016-9444,2016-11-18,,
CVE-2016-9445,2016-11-18,,
CVE-2016-9446,2016-11-18,,
CVE-2016-9447,2016-11-18,,
CVE-2016-9448,2016-11-18,,
CVE-2016-9449,2016-11-18,,
CVE-2016-9450,2016-11-18,,
CVE-2016-9451,2016-11-18,,
CVE-2016-9452,2016-11-18,,
CVE-2016-9453,2016-11-18,,
CVE-2016-9454,2016-11-19,,
CVE-2016-9455,2016-11-19,,
CVE-2016-9456,2016-11-19,,
CVE-2016-9457,2016-11-19,,
CVE-2016-9459,2016-11-19,,
CVE-2016-9460,2016-11-19,,
CVE-2016-9461,2016-11-19,,
CVE-2016-9462,2016-11-19,,
CVE-2016-9463,2016-11-19,,
CVE-2016-9464,2016-11-19,,
CVE-2016-9465,2016-11-19,,
CVE-2016-9466,2016-11-19,,
CVE-2016-9467,2016-11-19,,
CVE-2016-9468,2016-11-19,,
CVE-2016-9469,2016-11-19,,
CVE-2016-9470,2016-11-19,,
CVE-2016-9471,2016-11-19,,
CVE-2016-9472,2016-11-19,,
CVE-2016-9473,2016-11-19,,
CVE-2016-9479,2016-11-19,,
CVE-2016-9480,2016-11-21,,
CVE-2016-9481,2016-11-21,,
CVE-2016-9532,2016-11-21,,
CVE-2016-9533,2016-11-21,,
CVE-2016-9534,2016-11-21,,
CVE-2016-9535,2016-11-21,,
CVE-2016-9536,2016-11-21,,
CVE-2016-9537,2016-11-21,,
CVE-2016-9538,2016-11-21,,
CVE-2016-9539,2016-11-21,,
CVE-2016-9540,2016-11-21,,
CVE-2016-9553,2016-11-22,,
CVE-2016-9554,2016-11-22,,
CVE-2016-9555,2016-11-22,,
CVE-2016-9556,2016-11-22,,
CVE-2016-9557,2016-11-22,,
CVE-2016-9558,2016-11-22,,
CVE-2016-9559,2016-11-22,,
CVE-2016-9560,2016-11-22,,
CVE-2016-9561,2016-11-22,,
CVE-2016-9562,2016-11-22,,
CVE-2016-9563,2016-11-22,,
CVE-2016-9564,2016-11-22,,
CVE-2016-9565,2016-11-22,2016-12-15,23
CVE-2016-9566,2016-11-22,2016-12-15,23
CVE-2016-9567,2016-11-22,,
CVE-2016-9576,2016-11-23,,
CVE-2016-9584,2016-11-23,,
CVE-2016-9588,2016-11-23,,
CVE-2016-9622,2016-11-23,,
CVE-2016-9623,2016-11-23,,
CVE-2016-9624,2016-11-23,,
CVE-2016-9625,2016-11-23,,
CVE-2016-9626,2016-11-23,,
CVE-2016-9627,2016-11-23,,
CVE-2016-9628,2016-11-23,,
CVE-2016-9629,2016-11-23,,
CVE-2016-9630,2016-11-23,,
CVE-2016-9631,2016-11-23,,
CVE-2016-9632,2016-11-23,,
CVE-2016-9633,2016-11-23,,
CVE-2016-9634,2016-11-23,,
CVE-2016-9635,2016-11-23,,
CVE-2016-9636,2016-11-23,,
CVE-2016-9637,2016-11-23,,
CVE-2016-9638,2016-11-24,,
CVE-2016-9639,2016-11-25,,
