cve,assign_date,published_date,date_diff
CVE-2015-8660,12/23/2015,12/28/2015,5
CVE-2015-8661,12/23/2015,12/23/2015,0
CVE-2015-8662,12/23/2015,12/23/2015,0
CVE-2015-8663,12/23/2015,12/23/2015,0
CVE-2015-8664,12/23/2015,12/23/2015,0
CVE-2015-8665,12/24/2015,4/13/2016,111
CVE-2015-8666,12/24/2015,4/11/2017,474
CVE-2015-8667,12/24/2015,1/18/2017,391
CVE-2015-8668,12/24/2015,1/8/2016,15
CVE-2015-8669,12/25/2015,12/26/2015,1
CVE-2015-8670,12/25/2015,4/2/2017,464
CVE-2015-8671,12/25/2015,4/2/2017,464
CVE-2015-8672,12/25/2015,1/12/2016,18
CVE-2015-8673,12/25/2015,1/12/2016,18
CVE-2015-8675,12/25/2015,1/15/2016,21
CVE-2015-8676,12/25/2015,4/14/2016,111
CVE-2015-8677,12/25/2015,4/14/2016,111
CVE-2015-8678,12/25/2015,3/24/2017,455
CVE-2015-8679,12/25/2015,4/7/2016,104
CVE-2015-8680,12/25/2015,4/7/2016,104
CVE-2015-8681,12/25/2015,4/7/2016,104
CVE-2015-8682,12/25/2015,4/13/2016,110
CVE-2015-8683,12/25/2015,4/13/2016,110
CVE-2015-8684,12/26/2015,1/18/2017,389
CVE-2015-8685,12/26/2015,1/15/2016,20
CVE-2015-8687,12/26/2015,3/23/2017,453
CVE-2015-8688,12/26/2015,1/15/2016,20
CVE-2015-8698,12/27/2015,6/28/2016,184
CVE-2015-8699,12/28/2015,6/28/2016,183
CVE-2015-8701,12/29/2015,12/29/2016,366
CVE-2015-8702,12/29/2015,4/12/2016,105
CVE-2015-8703,12/29/2015,12/29/2015,0
CVE-2015-8704,12/30/2015,1/20/2016,21
CVE-2015-8705,12/30/2015,1/20/2016,21
CVE-2015-8708,12/31/2015,4/11/2016,102
CVE-2015-8709,12/31/2015,2/7/2016,38
CVE-2015-8710,12/31/2015,4/11/2016,102
CVE-2015-8711,1/3/2016,1/3/2016,0
CVE-2015-8712,1/3/2016,1/3/2016,0
CVE-2015-8713,1/3/2016,1/3/2016,0
CVE-2015-8714,1/3/2016,1/3/2016,0
CVE-2015-8715,1/3/2016,1/3/2016,0
CVE-2015-8716,1/3/2016,1/3/2016,0
CVE-2015-8717,1/3/2016,1/3/2016,0
CVE-2015-8718,1/3/2016,1/3/2016,0
CVE-2015-8719,1/3/2016,1/3/2016,0
CVE-2015-8720,1/3/2016,1/3/2016,0
CVE-2015-8721,1/3/2016,1/3/2016,0
CVE-2015-8722,1/3/2016,1/3/2016,0
CVE-2015-8723,1/3/2016,1/3/2016,0
CVE-2015-8724,1/3/2016,1/3/2016,0
CVE-2015-8725,1/3/2016,1/3/2016,0
CVE-2015-8726,1/3/2016,1/3/2016,0
CVE-2015-8727,1/3/2016,1/3/2016,0
CVE-2015-8728,1/3/2016,1/3/2016,0
CVE-2015-8729,1/3/2016,1/3/2016,0
CVE-2015-8730,1/3/2016,1/3/2016,0
CVE-2015-8731,1/3/2016,1/3/2016,0
CVE-2015-8732,1/3/2016,1/3/2016,0
CVE-2015-8733,1/3/2016,1/3/2016,0
CVE-2015-8734,1/3/2016,1/3/2016,0
CVE-2015-8735,1/3/2016,1/3/2016,0
CVE-2015-8736,1/3/2016,1/3/2016,0
CVE-2015-8737,1/3/2016,1/3/2016,0
CVE-2015-8738,1/3/2016,1/3/2016,0
CVE-2015-8739,1/3/2016,1/3/2016,0
CVE-2015-8740,1/3/2016,1/3/2016,0
CVE-2015-8741,1/3/2016,1/3/2016,0
CVE-2015-8742,1/3/2016,1/3/2016,0
CVE-2015-8743,1/4/2016,12/29/2016,360
CVE-2015-8744,1/4/2016,12/29/2016,360
CVE-2015-8745,1/4/2016,12/29/2016,360
CVE-2015-8746,1/6/2016,5/2/2016,117
CVE-2015-8747,1/6/2016,2/3/2016,28
CVE-2015-8748,1/6/2016,2/3/2016,28
CVE-2015-8749,1/7/2016,1/15/2016,8
CVE-2015-8750,1/7/2016,2/13/2017,403
CVE-2015-8753,1/8/2016,1/8/2016,0
CVE-2015-8754,1/8/2016,1/8/2016,0
CVE-2015-8755,1/8/2016,1/8/2016,0
CVE-2015-8756,1/8/2016,1/8/2016,0
CVE-2015-8757,1/8/2016,1/8/2016,0
CVE-2015-8758,1/8/2016,1/8/2016,0
CVE-2015-8759,1/8/2016,1/8/2016,0
CVE-2015-8760,1/8/2016,1/8/2016,0
CVE-2015-8761,1/8/2016,1/8/2016,0
CVE-2015-8762,1/8/2016,3/27/2017,444
CVE-2015-8763,1/8/2016,3/27/2017,444
CVE-2015-8764,1/8/2016,3/27/2017,444
CVE-2015-8765,1/8/2016,1/8/2016,0
CVE-2015-8766,1/8/2016,1/8/2016,0
CVE-2015-8767,1/11/2016,2/7/2016,27
CVE-2015-8768,1/12/2016,2/13/2017,398
CVE-2015-8769,1/12/2016,1/12/2016,0
CVE-2015-8770,1/13/2016,1/29/2016,16
CVE-2015-8771,1/15/2016,2/13/2017,395
CVE-2015-8772,1/17/2016,1/29/2016,12
CVE-2015-8773,1/17/2016,1/29/2016,12
CVE-2015-8776,1/19/2016,4/19/2016,91
CVE-2015-8777,1/19/2016,1/19/2016,0
CVE-2015-8778,1/19/2016,4/19/2016,91
CVE-2015-8779,1/19/2016,4/19/2016,91
CVE-2015-8781,1/24/2016,2/1/2016,8
CVE-2015-8782,1/24/2016,2/1/2016,8
CVE-2015-8783,1/24/2016,2/1/2016,8
CVE-2015-8784,1/24/2016,4/13/2016,80
CVE-2015-8785,1/24/2016,2/7/2016,14
CVE-2015-8786,1/25/2016,12/9/2016,319
CVE-2015-8787,1/27/2016,2/7/2016,11
CVE-2015-8789,1/29/2016,1/29/2016,0
CVE-2015-8790,1/29/2016,1/29/2016,0
CVE-2015-8791,1/29/2016,1/29/2016,0
CVE-2015-8792,1/29/2016,1/29/2016,0
CVE-2015-8793,1/29/2016,1/29/2016,0
CVE-2015-8794,1/29/2016,1/29/2016,0
CVE-2015-8795,1/29/2016,2/14/2016,16
CVE-2015-8796,1/29/2016,2/14/2016,16
CVE-2015-8797,1/29/2016,2/14/2016,16
CVE-2015-8798,2/2/2016,6/8/2016,127
CVE-2015-8799,2/2/2016,6/8/2016,127
CVE-2015-8800,2/2/2016,6/8/2016,127
CVE-2015-8801,2/2/2016,6/30/2016,149
CVE-2015-8803,2/2/2016,2/23/2016,21
CVE-2015-8804,2/2/2016,2/23/2016,21
CVE-2015-8805,2/2/2016,2/23/2016,21
CVE-2015-8806,2/3/2016,4/13/2016,70
CVE-2015-8807,2/4/2016,4/13/2016,69
CVE-2015-8808,2/6/2016,7/13/2016,158
CVE-2015-8812,2/11/2016,4/27/2016,76
CVE-2015-8813,2/16/2016,3/3/2017,381
CVE-2015-8814,2/16/2016,3/3/2017,381
CVE-2015-8815,2/16/2016,3/3/2017,381
CVE-2015-8816,2/23/2016,4/27/2016,64
CVE-2015-8817,3/1/2016,12/29/2016,303
CVE-2015-8818,3/1/2016,12/29/2016,303
CVE-2015-8820,3/1/2016,3/4/2016,3
CVE-2015-8821,3/1/2016,3/4/2016,3
CVE-2015-8822,3/1/2016,3/4/2016,3
CVE-2015-8823,3/1/2016,4/22/2016,52
CVE-2015-8830,3/2/2016,5/2/2016,61
CVE-2015-8831,3/6/2016,2/9/2017,340
CVE-2015-8832,3/6/2016,2/9/2017,340
CVE-2015-8833,3/9/2016,4/8/2016,30
CVE-2015-8834,3/25/2016,5/21/2016,57
CVE-2015-8835,3/25/2016,5/16/2016,52
CVE-2015-8836,3/30/2016,3/30/2016,0
CVE-2015-8837,3/30/2016,3/30/2016,0
CVE-2015-8838,3/31/2016,5/16/2016,46
CVE-2015-8839,4/1/2016,5/2/2016,31
CVE-2015-8840,4/7/2016,4/7/2016,0
CVE-2015-8841,4/8/2016,4/8/2016,0
CVE-2015-8842,4/8/2016,4/20/2016,12
CVE-2015-8843,4/13/2016,4/13/2016,0
CVE-2015-8844,4/13/2016,4/27/2016,14
CVE-2015-8845,4/13/2016,4/27/2016,14
CVE-2015-8852,4/18/2016,4/25/2016,7
CVE-2015-8853,4/20/2016,5/25/2016,35
CVE-2015-8854,4/20/2016,1/23/2017,278
CVE-2015-8855,4/20/2016,1/23/2017,278
CVE-2015-8856,4/20/2016,1/23/2017,278
CVE-2015-8857,4/20/2016,1/23/2017,278
CVE-2015-8858,4/20/2016,1/23/2017,278
CVE-2015-8859,4/20/2016,1/23/2017,278
CVE-2015-8860,4/20/2016,1/23/2017,278
CVE-2015-8861,4/20/2016,1/23/2017,278
CVE-2015-8862,4/20/2016,1/23/2017,278
CVE-2015-8863,4/23/2016,5/6/2016,13
CVE-2015-8864,4/23/2016,4/13/2017,355
CVE-2015-8865,4/23/2016,5/20/2016,27
CVE-2015-8866,4/23/2016,5/21/2016,28
CVE-2015-8867,4/23/2016,5/21/2016,28
CVE-2015-8868,4/23/2016,5/6/2016,13
CVE-2015-8869,4/29/2016,6/13/2016,45
CVE-2015-8870,5/2/2016,12/6/2016,218
CVE-2015-8871,5/12/2016,9/21/2016,132
CVE-2015-8872,5/14/2016,6/3/2016,20
CVE-2015-8873,5/15/2016,5/16/2016,1
CVE-2015-8874,5/15/2016,5/16/2016,1
CVE-2015-8875,5/17/2016,6/1/2016,15
CVE-2015-8876,5/21/2016,5/21/2016,0
CVE-2015-8877,5/21/2016,5/21/2016,0
CVE-2015-8878,5/21/2016,5/21/2016,0
CVE-2015-8879,5/21/2016,5/21/2016,0
CVE-2015-8880,5/21/2016,5/21/2016,0
CVE-2015-8888,5/31/2016,7/10/2016,40
CVE-2015-8889,5/31/2016,7/10/2016,40
CVE-2015-8890,5/31/2016,7/10/2016,40
CVE-2015-8891,5/31/2016,7/10/2016,40
CVE-2015-8892,5/31/2016,7/10/2016,40
CVE-2015-8893,5/31/2016,7/10/2016,40
CVE-2015-8894,6/2/2016,3/15/2017,286
CVE-2015-8895,6/2/2016,3/15/2017,286
CVE-2015-8896,6/2/2016,3/15/2017,286
CVE-2015-8897,6/2/2016,3/15/2017,286
CVE-2015-8898,6/2/2016,3/15/2017,286
CVE-2015-8899,6/3/2016,6/30/2016,27
CVE-2015-8900,6/5/2016,2/27/2017,267
CVE-2015-8901,6/5/2016,2/27/2017,267
CVE-2015-8902,6/5/2016,2/27/2017,267
CVE-2015-8903,6/5/2016,2/27/2017,267
CVE-2015-8914,6/10/2016,6/17/2016,7
CVE-2015-8915,6/17/2016,9/20/2016,95
CVE-2015-8916,6/17/2016,9/20/2016,95
CVE-2015-8917,6/17/2016,9/20/2016,95
CVE-2015-8918,6/17/2016,9/20/2016,95
CVE-2015-8919,6/17/2016,9/20/2016,95
CVE-2015-8920,6/17/2016,9/20/2016,95
CVE-2015-8921,6/17/2016,9/20/2016,95
CVE-2015-8922,6/17/2016,9/20/2016,95
CVE-2015-8923,6/17/2016,9/20/2016,95
CVE-2015-8924,6/17/2016,9/20/2016,95
CVE-2015-8925,6/17/2016,9/20/2016,95
CVE-2015-8926,6/17/2016,9/20/2016,95
CVE-2015-8927,6/17/2016,9/20/2016,95
CVE-2015-8928,6/17/2016,9/20/2016,95
CVE-2015-8929,6/17/2016,9/20/2016,95
CVE-2015-8930,6/17/2016,9/20/2016,95
CVE-2015-8931,6/17/2016,9/20/2016,95
CVE-2015-8932,6/17/2016,9/20/2016,95
CVE-2015-8933,6/17/2016,9/20/2016,95
CVE-2015-8934,6/17/2016,9/20/2016,95
CVE-2015-8935,6/21/2016,8/7/2016,47
CVE-2015-8936,6/21/2016,2/9/2017,233
CVE-2015-8937,6/24/2016,8/6/2016,43
CVE-2015-8938,6/24/2016,8/6/2016,43
CVE-2015-8939,6/24/2016,8/6/2016,43
CVE-2015-8940,6/24/2016,8/6/2016,43
CVE-2015-8941,6/24/2016,8/6/2016,43
CVE-2015-8942,6/24/2016,8/6/2016,43
CVE-2015-8943,6/24/2016,8/6/2016,43
CVE-2015-8944,6/24/2016,8/6/2016,43
CVE-2015-8945,7/13/2016,8/5/2016,23
CVE-2015-8946,7/14/2016,7/22/2016,8
CVE-2015-8947,7/18/2016,7/19/2016,1
CVE-2015-8948,7/21/2016,9/7/2016,48
CVE-2015-8949,7/26/2016,8/19/2016,24
CVE-2015-8950,8/11/2016,10/10/2016,60
CVE-2015-8951,8/15/2016,10/10/2016,56
CVE-2015-8952,8/25/2016,10/16/2016,52
CVE-2015-8953,8/25/2016,10/16/2016,52
CVE-2015-8954,8/28/2016,3/20/2017,204
CVE-2015-8955,8/30/2016,10/10/2016,41
CVE-2015-8956,8/30/2016,10/10/2016,41
CVE-2015-8960,9/20/2016,9/20/2016,0
CVE-2015-8961,10/3/2016,11/15/2016,43
CVE-2015-8962,10/3/2016,11/15/2016,43
CVE-2015-8963,10/3/2016,11/15/2016,43
CVE-2015-8964,10/3/2016,11/15/2016,43
CVE-2015-8965,10/8/2016,4/6/2017,180
CVE-2015-8966,10/30/2016,12/8/2016,39
CVE-2015-8967,10/30/2016,12/8/2016,39
CVE-2015-8968,11/2/2016,11/3/2016,1
CVE-2015-8969,11/2/2016,11/3/2016,1
CVE-2015-8970,11/4/2016,11/27/2016,23
CVE-2015-8971,11/7/2016,1/23/2017,77
CVE-2015-8972,11/14/2016,1/23/2017,70
CVE-2015-8973,11/17/2016,1/31/2017,75
CVE-2015-8974,11/17/2016,1/31/2017,75
CVE-2015-8975,11/17/2016,1/31/2017,75
CVE-2015-8976,11/17/2016,1/31/2017,75
CVE-2015-8977,11/17/2016,1/31/2017,75
CVE-2015-8978,11/22/2016,11/22/2016,0
CVE-2015-8979,12/17/2016,2/15/2017,60
CVE-2015-8981,2/1/2017,3/16/2017,43
CVE-2015-8982,2/14/2017,3/15/2017,29
CVE-2015-8983,2/14/2017,3/20/2017,34
CVE-2015-8984,2/14/2017,3/20/2017,34
CVE-2015-8985,2/14/2017,3/20/2017,34
CVE-2015-8986,2/27/2017,3/14/2017,15
CVE-2015-8987,2/27/2017,3/14/2017,15
CVE-2015-8988,2/27/2017,3/14/2017,15
CVE-2015-8989,2/27/2017,3/14/2017,15
CVE-2015-8990,2/27/2017,3/14/2017,15
CVE-2015-8991,2/27/2017,3/14/2017,15
CVE-2015-8992,2/27/2017,3/14/2017,15
CVE-2015-8993,2/27/2017,3/14/2017,15
CVE-2015-8994,2/28/2017,3/2/2017,2
CVE-2015-9019,4/5/2017,4/5/2017,0
CVE-2016-0002,12/4/2015,1/12/2016,39
CVE-2016-0003,12/4/2015,1/12/2016,39
CVE-2016-0005,12/4/2015,1/12/2016,39
CVE-2016-0006,12/4/2015,1/12/2016,39
CVE-2016-0007,12/4/2015,1/12/2016,39
CVE-2016-0008,12/4/2015,1/12/2016,39
CVE-2016-0009,12/4/2015,1/12/2016,39
CVE-2016-0010,12/4/2015,1/12/2016,39
CVE-2016-0011,12/4/2015,1/12/2016,39
CVE-2016-0012,12/4/2015,1/12/2016,39
CVE-2016-0014,12/4/2015,1/12/2016,39
CVE-2016-0015,12/4/2015,1/12/2016,39
CVE-2016-0016,12/4/2015,1/12/2016,39
CVE-2016-0018,12/4/2015,1/12/2016,39
CVE-2016-0019,12/4/2015,1/12/2016,39
CVE-2016-0020,12/4/2015,1/12/2016,39
CVE-2016-0021,12/4/2015,3/9/2016,96
CVE-2016-0022,12/4/2015,2/10/2016,68
CVE-2016-0024,12/4/2015,1/12/2016,39
CVE-2016-0025,12/4/2015,6/15/2016,194
CVE-2016-0026,12/4/2015,11/10/2016,342
CVE-2016-0028,12/4/2015,6/15/2016,194
CVE-2016-0029,12/4/2015,1/12/2016,39
CVE-2016-0030,12/4/2015,1/12/2016,39
CVE-2016-0031,12/4/2015,1/12/2016,39
CVE-2016-0032,12/4/2015,1/12/2016,39
CVE-2016-0033,12/4/2015,2/10/2016,68
CVE-2016-0034,12/4/2015,1/12/2016,39
CVE-2016-0035,12/4/2015,1/12/2016,39
CVE-2016-0036,12/4/2015,2/10/2016,68
CVE-2016-0037,12/4/2015,2/10/2016,68
CVE-2016-0038,12/4/2015,2/10/2016,68
CVE-2016-0039,12/4/2015,2/10/2016,68
CVE-2016-0040,12/4/2015,2/10/2016,68
CVE-2016-0041,12/4/2015,2/10/2016,68
CVE-2016-0042,12/4/2015,2/10/2016,68
CVE-2016-0044,12/4/2015,2/10/2016,68
CVE-2016-0046,12/4/2015,2/10/2016,68
CVE-2016-0047,12/4/2015,2/10/2016,68
CVE-2016-0048,12/4/2015,2/10/2016,68
CVE-2016-0049,12/4/2015,2/10/2016,68
CVE-2016-0050,12/4/2015,2/10/2016,68
CVE-2016-0051,12/4/2015,2/10/2016,68
CVE-2016-0052,12/4/2015,2/10/2016,68
CVE-2016-0053,12/4/2015,2/10/2016,68
CVE-2016-0054,12/4/2015,2/10/2016,68
CVE-2016-0055,12/4/2015,2/10/2016,68
CVE-2016-0056,12/4/2015,2/10/2016,68
CVE-2016-0057,12/4/2015,3/9/2016,96
CVE-2016-0058,12/4/2015,2/10/2016,68
CVE-2016-0059,12/4/2015,2/10/2016,68
CVE-2016-0060,12/4/2015,2/10/2016,68
CVE-2016-0061,12/4/2015,2/10/2016,68
CVE-2016-0062,12/4/2015,2/10/2016,68
CVE-2016-0063,12/4/2015,2/10/2016,68
CVE-2016-0064,12/4/2015,2/10/2016,68
CVE-2016-0067,12/4/2015,2/10/2016,68
CVE-2016-0068,12/4/2015,2/18/2016,76
CVE-2016-0069,12/4/2015,2/18/2016,76
CVE-2016-0070,12/4/2015,10/13/2016,314
CVE-2016-0071,12/4/2015,2/10/2016,68
CVE-2016-0072,12/4/2015,2/10/2016,68
CVE-2016-0073,12/4/2015,10/13/2016,314
CVE-2016-0075,12/4/2015,10/13/2016,314
CVE-2016-0077,12/4/2015,2/10/2016,68
CVE-2016-0079,12/4/2015,10/13/2016,314
CVE-2016-0080,12/4/2015,2/10/2016,68
CVE-2016-0084,12/4/2015,2/10/2016,68
CVE-2016-0087,12/4/2015,3/9/2016,96
CVE-2016-0088,12/4/2015,4/12/2016,130
CVE-2016-0089,12/4/2015,4/12/2016,130
CVE-2016-0090,12/4/2015,4/12/2016,130
CVE-2016-0091,12/4/2015,3/9/2016,96
CVE-2016-0092,12/4/2015,3/9/2016,96
CVE-2016-0093,12/4/2015,3/9/2016,96
CVE-2016-0094,12/4/2015,3/9/2016,96
CVE-2016-0095,12/4/2015,3/9/2016,96
CVE-2016-0096,12/4/2015,3/9/2016,96
CVE-2016-0098,12/4/2015,3/9/2016,96
CVE-2016-0099,12/4/2015,3/9/2016,96
CVE-2016-0100,12/4/2015,3/9/2016,96
CVE-2016-0101,12/4/2015,3/9/2016,96
CVE-2016-0102,12/4/2015,3/9/2016,96
CVE-2016-0103,12/4/2015,3/9/2016,96
CVE-2016-0104,12/4/2015,3/9/2016,96
CVE-2016-0105,12/4/2015,3/9/2016,96
CVE-2016-0106,12/4/2015,3/9/2016,96
CVE-2016-0107,12/4/2015,3/9/2016,96
CVE-2016-0108,12/4/2015,3/9/2016,96
CVE-2016-0109,12/4/2015,3/9/2016,96
CVE-2016-0110,12/4/2015,3/9/2016,96
CVE-2016-0111,12/4/2015,3/9/2016,96
CVE-2016-0112,12/4/2015,3/9/2016,96
CVE-2016-0113,12/4/2015,3/9/2016,96
CVE-2016-0114,12/4/2015,3/9/2016,96
CVE-2016-0116,12/4/2015,3/9/2016,96
CVE-2016-0117,12/4/2015,3/9/2016,96
CVE-2016-0118,12/4/2015,3/9/2016,96
CVE-2016-0120,12/4/2015,3/9/2016,96
CVE-2016-0121,12/4/2015,3/9/2016,96
CVE-2016-0122,12/4/2015,4/12/2016,130
CVE-2016-0123,12/4/2015,3/9/2016,96
CVE-2016-0124,12/4/2015,3/9/2016,96
CVE-2016-0125,12/4/2015,3/9/2016,96
CVE-2016-0126,12/4/2015,5/10/2016,158
CVE-2016-0127,12/4/2015,4/12/2016,130
CVE-2016-0128,12/4/2015,4/12/2016,130
CVE-2016-0129,12/4/2015,3/9/2016,96
CVE-2016-0130,12/4/2015,3/9/2016,96
CVE-2016-0132,12/4/2015,3/9/2016,96
CVE-2016-0133,12/4/2015,3/9/2016,96
CVE-2016-0134,12/4/2015,3/9/2016,96
CVE-2016-0135,12/4/2015,4/12/2016,130
CVE-2016-0136,12/4/2015,4/12/2016,130
CVE-2016-0137,12/4/2015,9/14/2016,285
CVE-2016-0138,12/4/2015,9/14/2016,285
CVE-2016-0139,12/4/2015,4/12/2016,130
CVE-2016-0140,12/4/2015,5/10/2016,158
CVE-2016-0141,12/4/2015,9/14/2016,285
CVE-2016-0142,12/4/2015,10/13/2016,314
CVE-2016-0143,12/4/2015,4/12/2016,130
CVE-2016-0145,12/4/2015,4/12/2016,130
CVE-2016-0147,12/4/2015,4/12/2016,130
CVE-2016-0148,12/4/2015,4/12/2016,130
CVE-2016-0149,12/4/2015,5/10/2016,158
CVE-2016-0150,12/4/2015,4/12/2016,130
CVE-2016-0151,12/4/2015,4/12/2016,130
CVE-2016-0152,12/4/2015,5/10/2016,158
CVE-2016-0153,12/4/2015,4/12/2016,130
CVE-2016-0154,12/4/2015,4/12/2016,130
CVE-2016-0155,12/4/2015,4/12/2016,130
CVE-2016-0156,12/4/2015,4/12/2016,130
CVE-2016-0157,12/4/2015,4/12/2016,130
CVE-2016-0158,12/4/2015,4/12/2016,130
CVE-2016-0159,12/4/2015,4/12/2016,130
CVE-2016-0160,12/4/2015,4/12/2016,130
CVE-2016-0161,12/4/2015,4/12/2016,130
CVE-2016-0162,12/4/2015,4/12/2016,130
CVE-2016-0164,12/4/2015,4/12/2016,130
CVE-2016-0165,12/4/2015,4/12/2016,130
CVE-2016-0166,12/4/2015,4/12/2016,130
CVE-2016-0167,12/4/2015,4/12/2016,130
CVE-2016-0168,12/4/2015,5/10/2016,158
CVE-2016-0169,12/4/2015,5/10/2016,158
CVE-2016-0170,12/4/2015,5/10/2016,158
CVE-2016-0171,12/4/2015,5/10/2016,158
CVE-2016-0173,12/4/2015,5/10/2016,158
CVE-2016-0174,12/4/2015,5/10/2016,158
CVE-2016-0175,12/4/2015,5/10/2016,158
CVE-2016-0176,12/4/2015,5/10/2016,158
CVE-2016-0178,12/4/2015,5/10/2016,158
CVE-2016-0179,12/4/2015,5/10/2016,158
CVE-2016-0180,12/4/2015,5/10/2016,158
CVE-2016-0181,12/4/2015,5/10/2016,158
CVE-2016-0182,12/4/2015,5/10/2016,158
CVE-2016-0183,12/4/2015,5/10/2016,158
CVE-2016-0184,12/4/2015,5/10/2016,158
CVE-2016-0185,12/4/2015,5/10/2016,158
CVE-2016-0186,12/4/2015,5/10/2016,158
CVE-2016-0187,12/4/2015,5/10/2016,158
CVE-2016-0188,12/4/2015,5/10/2016,158
CVE-2016-0189,12/4/2015,5/10/2016,158
CVE-2016-0190,12/4/2015,5/10/2016,158
CVE-2016-0191,12/4/2015,5/10/2016,158
CVE-2016-0192,12/4/2015,5/10/2016,158
CVE-2016-0193,12/4/2015,5/10/2016,158
CVE-2016-0194,12/4/2015,5/10/2016,158
CVE-2016-0195,12/4/2015,5/10/2016,158
CVE-2016-0196,12/4/2015,5/10/2016,158
CVE-2016-0197,12/4/2015,5/10/2016,158
CVE-2016-0198,12/4/2015,5/10/2016,158
CVE-2016-0199,12/4/2015,6/15/2016,194
CVE-2016-0200,12/4/2015,6/15/2016,194
CVE-2016-0201,12/8/2015,1/17/2016,40
CVE-2016-0202,12/8/2015,2/8/2017,428
CVE-2016-0203,12/8/2015,2/8/2017,428
CVE-2016-0204,12/8/2015,10/16/2016,313
CVE-2016-0206,12/8/2015,2/8/2017,428
CVE-2016-0208,12/8/2015,3/13/2016,96
CVE-2016-0209,12/8/2015,1/26/2016,49
CVE-2016-0210,12/8/2015,2/8/2017,428
CVE-2016-0211,12/8/2015,4/27/2016,141
CVE-2016-0212,12/8/2015,2/29/2016,83
CVE-2016-0213,12/8/2015,2/29/2016,83
CVE-2016-0214,12/8/2015,2/8/2017,428
CVE-2016-0216,12/8/2015,2/29/2016,83
CVE-2016-0217,12/8/2015,2/1/2017,421
CVE-2016-0218,12/8/2015,2/1/2017,421
CVE-2016-0221,12/8/2015,7/3/2016,208
CVE-2016-0222,12/8/2015,3/13/2016,96
CVE-2016-0224,12/8/2015,6/27/2016,202
CVE-2016-0225,12/8/2015,2/29/2016,83
CVE-2016-0226,12/8/2015,3/28/2016,111
CVE-2016-0227,12/8/2015,3/3/2016,86
CVE-2016-0228,12/8/2015,4/17/2017,496
CVE-2016-0229,12/8/2015,6/27/2016,202
CVE-2016-0230,12/8/2015,7/7/2016,212
CVE-2016-0231,12/8/2015,2/15/2016,69
CVE-2016-0232,12/8/2015,2/15/2016,69
CVE-2016-0233,12/8/2015,6/27/2016,202
CVE-2016-0236,12/8/2015,10/21/2016,318
CVE-2016-0239,12/8/2015,10/21/2016,318
CVE-2016-0240,12/8/2015,10/21/2016,318
CVE-2016-0241,12/8/2015,10/21/2016,318
CVE-2016-0242,12/8/2015,10/21/2016,318
CVE-2016-0243,12/8/2015,2/29/2016,83
CVE-2016-0244,12/8/2015,2/29/2016,83
CVE-2016-0245,12/8/2015,2/29/2016,83
CVE-2016-0246,12/8/2015,10/21/2016,318
CVE-2016-0247,12/8/2015,10/21/2016,318
CVE-2016-0248,12/8/2015,9/25/2016,292
CVE-2016-0249,12/8/2015,10/16/2016,313
CVE-2016-0252,12/8/2015,7/7/2016,212
CVE-2016-0259,12/8/2015,6/26/2016,201
CVE-2016-0260,12/8/2015,6/28/2016,203
CVE-2016-0262,12/8/2015,3/13/2016,96
CVE-2016-0263,12/8/2015,6/28/2016,203
CVE-2016-0264,12/8/2015,5/24/2016,168
CVE-2016-0265,12/8/2015,2/1/2017,421
CVE-2016-0266,12/8/2015,8/7/2016,243
CVE-2016-0267,12/8/2015,6/28/2016,203
CVE-2016-0269,12/8/2015,7/15/2016,220
CVE-2016-0270,12/8/2015,2/8/2017,428
CVE-2016-0271,12/8/2015,7/7/2016,212
CVE-2016-0273,12/8/2015,11/24/2016,352
CVE-2016-0277,12/8/2015,6/26/2016,201
CVE-2016-0278,12/8/2015,6/26/2016,201
CVE-2016-0279,12/8/2015,6/26/2016,201
CVE-2016-0280,12/8/2015,8/7/2016,243
CVE-2016-0281,12/8/2015,8/7/2016,243
CVE-2016-0282,12/8/2015,11/24/2016,352
CVE-2016-0283,12/8/2015,3/19/2016,102
CVE-2016-0284,12/8/2015,11/24/2016,352
CVE-2016-0285,12/8/2015,11/24/2016,352
CVE-2016-0287,12/8/2015,7/7/2016,212
CVE-2016-0288,12/8/2015,6/1/2016,176
CVE-2016-0289,12/8/2015,4/4/2016,118
CVE-2016-0292,12/8/2015,8/30/2016,266
CVE-2016-0293,12/8/2015,8/31/2016,267
CVE-2016-0296,12/8/2015,2/1/2017,421
CVE-2016-0297,12/8/2015,2/1/2017,421
CVE-2016-0298,12/8/2015,6/28/2016,203
CVE-2016-0301,12/8/2015,6/26/2016,201
CVE-2016-0304,12/8/2015,6/28/2016,203
CVE-2016-0305,12/8/2015,2/8/2017,428
CVE-2016-0306,12/8/2015,5/17/2016,161
CVE-2016-0307,12/8/2015,2/8/2017,428
CVE-2016-0308,12/8/2015,2/8/2017,428
CVE-2016-0310,12/8/2015,2/8/2017,428
CVE-2016-0313,12/8/2015,7/7/2016,212
CVE-2016-0314,12/8/2015,7/7/2016,212
CVE-2016-0315,12/8/2015,7/7/2016,212
CVE-2016-0316,12/8/2015,11/25/2016,353
CVE-2016-0317,12/8/2015,11/25/2016,353
CVE-2016-0318,12/8/2015,11/25/2016,353
CVE-2016-0319,12/8/2015,11/25/2016,353
CVE-2016-0320,12/8/2015,2/1/2017,421
CVE-2016-0321,12/8/2015,7/17/2016,222
CVE-2016-0322,12/8/2015,6/29/2016,204
