cve,assign_date,published_date,date_diff
CVE-2015-1790,2/17/2015,6/12/2015,115
CVE-2015-1791,2/17/2015,6/12/2015,115
CVE-2015-1792,2/17/2015,6/12/2015,115
CVE-2015-1793,2/17/2015,7/9/2015,142
CVE-2015-1794,2/17/2015,12/6/2015,292
CVE-2015-1796,2/17/2015,7/8/2015,141
CVE-2015-1798,2/17/2015,4/8/2015,50
CVE-2015-1799,2/17/2015,4/8/2015,50
CVE-2015-1802,2/17/2015,3/20/2015,31
CVE-2015-1803,2/17/2015,3/20/2015,31
CVE-2015-1804,2/17/2015,3/20/2015,31
CVE-2015-1805,2/17/2015,8/8/2015,172
CVE-2015-1806,2/17/2015,10/16/2015,241
CVE-2015-1807,2/17/2015,10/16/2015,241
CVE-2015-1808,2/17/2015,10/16/2015,241
CVE-2015-1810,2/17/2015,10/16/2015,241
CVE-2015-1812,2/17/2015,10/16/2015,241
CVE-2015-1813,2/17/2015,10/16/2015,241
CVE-2015-1814,2/17/2015,10/16/2015,241
CVE-2015-1815,2/17/2015,3/30/2015,41
CVE-2015-1816,2/17/2015,8/14/2015,178
CVE-2015-1818,2/17/2015,8/11/2015,175
CVE-2015-1819,2/17/2015,8/14/2015,178
CVE-2015-1821,2/17/2015,4/16/2015,58
CVE-2015-1822,2/17/2015,4/16/2015,58
CVE-2015-1827,2/17/2015,3/30/2015,41
CVE-2015-1829,2/17/2015,10/21/2015,246
CVE-2015-1830,2/17/2015,8/19/2015,183
CVE-2015-1831,2/17/2015,7/16/2015,149
CVE-2015-1832,2/17/2015,10/3/2016,594
CVE-2015-1833,2/17/2015,5/29/2015,101
CVE-2015-1836,2/17/2015,12/21/2015,307
CVE-2015-1838,2/17/2015,4/13/2017,786
CVE-2015-1839,2/17/2015,4/13/2017,786
CVE-2015-1840,2/17/2015,7/26/2015,159
CVE-2015-1841,2/17/2015,9/8/2015,203
CVE-2015-1842,2/17/2015,4/10/2015,52
CVE-2015-1843,2/17/2015,4/6/2015,48
CVE-2015-1844,2/17/2015,8/14/2015,178
CVE-2015-1845,2/17/2015,5/19/2015,91
CVE-2015-1846,2/17/2015,5/19/2015,91
CVE-2015-1848,2/17/2015,5/14/2015,86
CVE-2015-1851,2/17/2015,6/25/2015,128
CVE-2015-1852,2/17/2015,4/17/2015,59
CVE-2015-1856,2/17/2015,4/17/2015,59
CVE-2015-1858,2/17/2015,5/12/2015,84
CVE-2015-1859,2/17/2015,5/12/2015,84
CVE-2015-1860,2/17/2015,5/12/2015,84
CVE-2015-1863,2/17/2015,4/28/2015,70
CVE-2015-1867,2/17/2015,8/12/2015,176
CVE-2015-1868,2/17/2015,5/18/2015,90
CVE-2015-1872,2/17/2015,7/26/2015,159
CVE-2015-1874,2/17/2015,3/9/2015,20
CVE-2015-1875,2/17/2015,3/11/2015,22
CVE-2015-1879,2/19/2015,2/19/2015,0
CVE-2015-1880,2/19/2015,5/12/2015,82
CVE-2015-1881,2/19/2015,2/24/2015,5
CVE-2015-1882,2/19/2015,4/26/2015,66
CVE-2015-1883,2/19/2015,7/19/2015,150
CVE-2015-1884,2/19/2015,6/28/2015,129
CVE-2015-1885,2/19/2015,4/26/2015,66
CVE-2015-1886,2/19/2015,4/24/2015,64
CVE-2015-1887,2/19/2015,7/14/2015,145
CVE-2015-1888,2/19/2015,10/3/2015,226
CVE-2015-1889,2/19/2015,4/22/2015,62
CVE-2015-1890,2/19/2015,4/5/2015,45
CVE-2015-1892,2/19/2015,3/31/2015,40
CVE-2015-1893,2/19/2015,4/5/2015,45
CVE-2015-1894,2/19/2015,5/24/2015,94
CVE-2015-1895,2/19/2015,5/24/2015,94
CVE-2015-1896,2/19/2015,5/24/2015,94
CVE-2015-1897,2/19/2015,4/15/2015,55
CVE-2015-1898,2/19/2015,4/15/2015,55
CVE-2015-1899,2/19/2015,5/24/2015,94
CVE-2015-1900,2/19/2015,6/29/2015,130
CVE-2015-1901,2/19/2015,6/28/2015,129
CVE-2015-1902,2/19/2015,5/20/2015,90
CVE-2015-1903,2/19/2015,5/20/2015,90
CVE-2015-1904,2/19/2015,7/31/2015,162
CVE-2015-1905,2/19/2015,7/21/2015,152
CVE-2015-1906,2/19/2015,7/21/2015,152
CVE-2015-1907,2/19/2015,5/7/2015,77
CVE-2015-1908,2/19/2015,4/24/2015,64
CVE-2015-1909,2/19/2015,5/24/2015,94
CVE-2015-1910,2/19/2015,5/24/2015,94
CVE-2015-1911,2/19/2015,5/24/2015,94
CVE-2015-1913,2/19/2015,6/30/2015,131
CVE-2015-1914,2/19/2015,7/2/2015,133
CVE-2015-1915,2/19/2015,5/24/2015,94
CVE-2015-1916,2/19/2015,7/2/2015,133
CVE-2015-1917,2/19/2015,7/14/2015,145
CVE-2015-1919,2/19/2015,6/30/2015,131
CVE-2015-1920,2/19/2015,5/19/2015,89
CVE-2015-1921,2/19/2015,5/24/2015,94
CVE-2015-1922,2/19/2015,7/19/2015,150
CVE-2015-1923,2/19/2015,6/30/2015,131
CVE-2015-1924,2/19/2015,6/30/2015,131
CVE-2015-1925,2/19/2015,6/30/2015,131
CVE-2015-1926,2/19/2015,7/16/2015,147
CVE-2015-1927,2/19/2015,7/14/2015,145
CVE-2015-1928,2/19/2015,1/2/2016,317
CVE-2015-1929,2/19/2015,6/30/2015,131
CVE-2015-1930,2/19/2015,6/30/2015,131
CVE-2015-1932,2/19/2015,8/22/2015,184
CVE-2015-1933,2/19/2015,10/3/2015,226
CVE-2015-1934,2/19/2015,10/3/2015,226
CVE-2015-1935,2/19/2015,7/19/2015,150
CVE-2015-1936,2/19/2015,7/14/2015,145
CVE-2015-1937,2/19/2015,5/30/2015,100
CVE-2015-1938,2/19/2015,6/30/2015,131
CVE-2015-1941,2/19/2015,6/30/2015,131
CVE-2015-1942,2/19/2015,6/30/2015,131
CVE-2015-1943,2/19/2015,9/14/2015,207
CVE-2015-1944,2/19/2015,7/14/2015,145
CVE-2015-1945,2/19/2015,6/2/2015,103
CVE-2015-1946,2/19/2015,7/14/2015,145
CVE-2015-1947,2/19/2015,12/31/2015,315
CVE-2015-1948,2/19/2015,6/30/2015,131
CVE-2015-1949,2/19/2015,6/30/2015,131
CVE-2015-1950,2/19/2015,7/1/2015,132
CVE-2015-1951,2/19/2015,7/1/2015,132
CVE-2015-1953,2/19/2015,6/30/2015,131
CVE-2015-1954,2/19/2015,6/30/2015,131
CVE-2015-1955,2/19/2015,8/3/2015,165
CVE-2015-1956,2/19/2015,8/3/2015,165
CVE-2015-1958,2/19/2015,8/3/2015,165
CVE-2015-1959,2/19/2015,6/28/2015,129
CVE-2015-1961,2/19/2015,7/13/2015,144
CVE-2015-1962,2/19/2015,6/30/2015,131
CVE-2015-1963,2/19/2015,6/30/2015,131
CVE-2015-1964,2/19/2015,6/30/2015,131
CVE-2015-1965,2/19/2015,6/30/2015,131
CVE-2015-1966,2/19/2015,7/4/2015,135
CVE-2015-1967,2/19/2015,7/1/2015,132
CVE-2015-1968,2/19/2015,7/19/2015,150
CVE-2015-1969,2/19/2015,10/3/2015,226
CVE-2015-1970,2/19/2015,8/3/2015,165
CVE-2015-1971,2/19/2015,1/2/2016,317
CVE-2015-1972,2/19/2015,6/28/2015,129
CVE-2015-1974,2/19/2015,6/28/2015,129
CVE-2015-1976,2/19/2015,2/8/2017,720
CVE-2015-1977,2/19/2015,7/15/2016,512
CVE-2015-1978,2/19/2015,6/28/2015,129
CVE-2015-1979,2/19/2015,7/19/2015,150
CVE-2015-1980,2/19/2015,7/19/2015,150
CVE-2015-1981,2/19/2015,6/28/2015,129
CVE-2015-1982,2/19/2015,7/19/2015,150
CVE-2015-1983,2/19/2015,10/3/2015,226
CVE-2015-1984,2/19/2015,7/19/2015,150
CVE-2015-1985,2/19/2015,1/2/2016,317
CVE-2015-1986,2/19/2015,6/30/2015,131
CVE-2015-1987,2/19/2015,8/3/2015,165
CVE-2015-1988,2/19/2015,10/3/2015,226
CVE-2015-1989,2/19/2015,11/8/2015,262
CVE-2015-1992,2/19/2015,8/23/2015,185
CVE-2015-1993,2/19/2015,11/8/2015,262
CVE-2015-1994,2/19/2015,11/8/2015,262
CVE-2015-1995,2/19/2015,11/8/2015,262
CVE-2015-1996,2/19/2015,11/8/2015,262
CVE-2015-1997,2/19/2015,11/8/2015,262
CVE-2015-1999,2/19/2015,11/8/2015,262
CVE-2015-2005,2/19/2015,2/14/2016,360
CVE-2015-2007,2/19/2015,1/2/2016,317
CVE-2015-2008,2/19/2015,2/14/2016,360
CVE-2015-2011,2/19/2015,10/3/2015,226
CVE-2015-2012,2/19/2015,2/8/2016,354
CVE-2015-2013,2/19/2015,9/13/2015,206
CVE-2015-2014,2/19/2015,8/22/2015,184
CVE-2015-2015,2/19/2015,8/22/2015,184
CVE-2015-2016,2/19/2015,10/3/2015,226
CVE-2015-2017,2/19/2015,11/8/2015,262
CVE-2015-2018,2/19/2015,8/23/2015,185
CVE-2015-2019,2/19/2015,6/28/2015,129
CVE-2015-2023,2/19/2015,1/2/2016,317
CVE-2015-2025,2/19/2015,10/3/2015,226
CVE-2015-2026,2/19/2015,10/3/2015,226
CVE-2015-2027,2/19/2015,10/3/2015,226
CVE-2015-2028,2/19/2015,10/3/2015,226
CVE-2015-2029,2/19/2015,10/3/2015,226
CVE-2015-2030,2/19/2015,10/3/2015,226
CVE-2015-2031,2/19/2015,10/3/2015,226
CVE-2015-2033,2/19/2015,2/20/2015,1
CVE-2015-2034,2/19/2015,2/20/2015,1
CVE-2015-2035,2/19/2015,2/20/2015,1
CVE-2015-2039,2/20/2015,2/20/2015,0
CVE-2015-2040,2/20/2015,2/20/2015,0
CVE-2015-2041,2/20/2015,4/21/2015,60
CVE-2015-2042,2/20/2015,4/21/2015,60
CVE-2015-2043,2/20/2015,2/25/2015,5
CVE-2015-2044,2/20/2015,3/12/2015,20
CVE-2015-2045,2/20/2015,3/12/2015,20
CVE-2015-2047,2/22/2015,2/23/2015,1
CVE-2015-2048,2/23/2015,2/23/2015,0
CVE-2015-2049,2/23/2015,2/23/2015,0
CVE-2015-2050,2/23/2015,2/23/2015,0
CVE-2015-2051,2/23/2015,2/23/2015,0
CVE-2015-2052,2/23/2015,2/23/2015,0
CVE-2015-2053,2/23/2015,2/23/2015,0
CVE-2015-2054,2/23/2015,2/23/2015,0
CVE-2015-2055,2/23/2015,2/23/2015,0
CVE-2015-2058,2/23/2015,8/12/2015,170
CVE-2015-2059,2/23/2015,8/12/2015,170
CVE-2015-2061,2/23/2015,3/9/2015,14
CVE-2015-2063,2/23/2015,3/9/2015,14
CVE-2015-2064,2/24/2015,2/24/2015,0
CVE-2015-2065,2/24/2015,2/24/2015,0
CVE-2015-2066,2/24/2015,2/24/2015,0
CVE-2015-2067,2/24/2015,2/24/2015,0
CVE-2015-2068,2/24/2015,2/24/2015,0
CVE-2015-2069,2/24/2015,2/24/2015,0
CVE-2015-2070,2/24/2015,2/24/2015,0
CVE-2015-2071,2/24/2015,2/24/2015,0
CVE-2015-2072,2/24/2015,2/27/2015,3
CVE-2015-2075,2/24/2015,2/27/2015,3
CVE-2015-2076,2/24/2015,2/27/2015,3
CVE-2015-2077,2/24/2015,2/24/2015,0
CVE-2015-2078,2/24/2015,2/24/2015,0
CVE-2015-2080,2/24/2015,10/7/2016,591
CVE-2015-2082,2/25/2015,2/25/2015,0
CVE-2015-2083,2/25/2015,2/25/2015,0
CVE-2015-2084,2/25/2015,2/25/2015,0
CVE-2015-2086,2/26/2015,2/26/2015,0
CVE-2015-2087,2/26/2015,2/26/2015,0
CVE-2015-2088,2/26/2015,2/26/2015,0
CVE-2015-2089,2/26/2015,2/26/2015,0
CVE-2015-2090,2/26/2015,2/26/2015,0
CVE-2015-2091,2/26/2015,3/13/2015,15
CVE-2015-2092,2/26/2015,3/9/2015,11
CVE-2015-2093,2/26/2015,3/9/2015,11
CVE-2015-2094,2/26/2015,3/9/2015,11
CVE-2015-2095,2/26/2015,3/9/2015,11
CVE-2015-2096,2/26/2015,3/9/2015,11
CVE-2015-2097,2/26/2015,3/9/2015,11
CVE-2015-2101,2/27/2015,2/27/2015,0
CVE-2015-2102,2/27/2015,2/27/2015,0
CVE-2015-2103,2/27/2015,2/27/2015,0
CVE-2015-2106,2/27/2015,3/31/2015,32
CVE-2015-2107,2/27/2015,3/13/2015,14
CVE-2015-2108,2/27/2015,3/31/2015,32
CVE-2015-2109,2/27/2015,3/31/2015,32
CVE-2015-2110,2/27/2015,5/25/2015,87
CVE-2015-2111,2/27/2015,4/3/2015,35
CVE-2015-2112,2/27/2015,4/14/2015,46
CVE-2015-2113,2/27/2015,4/14/2015,46
CVE-2015-2114,2/27/2015,4/14/2015,46
CVE-2015-2115,2/27/2015,4/27/2015,59
CVE-2015-2116,2/27/2015,4/26/2015,58
CVE-2015-2117,2/27/2015,4/26/2015,58
CVE-2015-2118,2/27/2015,5/25/2015,87
CVE-2015-2120,2/27/2015,5/25/2015,87
CVE-2015-2121,2/27/2015,5/25/2015,87
CVE-2015-2122,2/27/2015,5/25/2015,87
CVE-2015-2123,2/27/2015,5/25/2015,87
CVE-2015-2124,2/27/2015,6/5/2015,98
CVE-2015-2125,2/27/2015,6/7/2015,100
CVE-2015-2126,2/27/2015,7/6/2015,129
CVE-2015-2132,2/27/2015,8/22/2015,176
CVE-2015-2134,2/27/2015,7/21/2015,144
CVE-2015-2135,2/27/2015,8/31/2015,185
CVE-2015-2136,2/27/2015,9/16/2015,201
CVE-2015-2137,2/27/2015,8/22/2015,176
CVE-2015-2139,2/27/2015,8/26/2015,180
CVE-2015-2140,2/27/2015,8/26/2015,180
CVE-2015-2141,2/27/2015,7/1/2015,124
CVE-2015-2149,2/27/2015,3/18/2015,19
CVE-2015-2150,2/28/2015,3/12/2015,12
CVE-2015-2151,2/28/2015,3/12/2015,12
CVE-2015-2152,2/28/2015,3/18/2015,18
CVE-2015-2153,2/28/2015,3/24/2015,24
CVE-2015-2154,2/28/2015,3/24/2015,24
CVE-2015-2155,2/28/2015,3/24/2015,24
CVE-2015-2157,2/28/2015,3/27/2015,27
CVE-2015-2165,3/1/2015,4/6/2015,36
CVE-2015-2166,3/1/2015,4/6/2015,36
CVE-2015-2167,3/1/2015,4/6/2015,36
CVE-2015-2169,3/1/2015,6/24/2015,115
CVE-2015-2170,3/1/2015,5/12/2015,72
CVE-2015-2171,3/1/2015,3/30/2015,29
CVE-2015-2172,3/1/2015,3/30/2015,29
CVE-2015-2177,3/2/2015,3/6/2015,4
CVE-2015-2180,3/2/2015,1/30/2017,700
CVE-2015-2181,3/2/2015,1/30/2017,700
CVE-2015-2182,3/2/2015,3/11/2015,9
CVE-2015-2183,3/2/2015,3/10/2015,8
CVE-2015-2184,3/2/2015,3/10/2015,8
CVE-2015-2187,3/2/2015,3/7/2015,5
CVE-2015-2188,3/2/2015,3/7/2015,5
CVE-2015-2189,3/2/2015,3/7/2015,5
CVE-2015-2190,3/2/2015,3/7/2015,5
CVE-2015-2191,3/2/2015,3/7/2015,5
CVE-2015-2192,3/2/2015,3/7/2015,5
CVE-2015-2194,3/3/2015,3/3/2015,0
CVE-2015-2195,3/3/2015,3/3/2015,0
CVE-2015-2196,3/3/2015,3/3/2015,0
CVE-2015-2197,3/3/2015,3/3/2015,0
CVE-2015-2198,3/3/2015,3/3/2015,0
CVE-2015-2199,3/3/2015,3/3/2015,0
CVE-2015-2206,3/4/2015,3/9/2015,5
CVE-2015-2208,3/4/2015,3/12/2015,8
CVE-2015-2209,3/4/2015,3/4/2015,0
CVE-2015-2213,3/5/2015,11/9/2015,249
CVE-2015-2214,3/5/2015,3/5/2015,0
CVE-2015-2215,3/5/2015,3/5/2015,0
CVE-2015-2216,3/5/2015,3/5/2015,0
CVE-2015-2217,3/5/2015,3/10/2015,5
CVE-2015-2218,3/5/2015,3/5/2015,0
CVE-2015-2219,3/5/2015,5/12/2015,68
CVE-2015-2220,3/5/2015,3/5/2015,0
CVE-2015-2221,3/5/2015,5/12/2015,68
CVE-2015-2222,3/5/2015,5/12/2015,68
CVE-2015-2223,3/6/2015,4/14/2015,39
CVE-2015-2233,3/6/2015,5/12/2015,67
CVE-2015-2234,3/6/2015,5/12/2015,67
CVE-2015-2237,3/8/2015,3/12/2015,4
CVE-2015-2238,3/8/2015,3/8/2015,0
CVE-2015-2239,3/8/2015,3/8/2015,0
CVE-2015-2241,3/9/2015,3/12/2015,3
CVE-2015-2242,3/9/2015,3/9/2015,0
CVE-2015-2243,3/9/2015,3/9/2015,0
CVE-2015-2244,3/9/2015,3/9/2015,0
CVE-2015-2246,3/9/2015,4/2/2017,755
CVE-2015-2247,3/9/2015,4/10/2015,32
CVE-2015-2248,3/9/2015,5/1/2015,53
CVE-2015-2250,3/9/2015,5/15/2015,67
CVE-2015-2263,3/9/2015,3/23/2017,745
CVE-2015-2264,3/9/2015,3/12/2015,3
CVE-2015-2265,3/9/2015,3/24/2015,15
CVE-2015-2266,3/9/2015,6/1/2015,84
CVE-2015-2267,3/9/2015,6/1/2015,84
CVE-2015-2268,3/9/2015,6/1/2015,84
CVE-2015-2269,3/9/2015,6/1/2015,84
CVE-2015-2270,3/9/2015,6/1/2015,84
CVE-2015-2271,3/9/2015,6/1/2015,84
CVE-2015-2272,3/9/2015,6/1/2015,84
CVE-2015-2273,3/9/2015,6/1/2015,84
CVE-2015-2275,3/10/2015,3/12/2015,2
CVE-2015-2278,3/10/2015,6/2/2015,84
CVE-2015-2281,3/10/2015,3/19/2015,9
CVE-2015-2282,3/10/2015,6/2/2015,84
CVE-2015-2284,3/11/2015,3/24/2015,13
CVE-2015-2285,3/12/2015,3/12/2015,0
CVE-2015-2286,3/12/2015,3/19/2016,373
CVE-2015-2289,3/13/2015,3/23/2015,10
CVE-2015-2292,3/13/2015,3/17/2015,4
CVE-2015-2293,3/14/2015,3/17/2015,3
CVE-2015-2294,3/14/2015,4/1/2015,18
CVE-2015-2295,3/14/2015,4/10/2015,27
CVE-2015-2296,3/14/2015,3/18/2015,4
CVE-2015-2301,3/15/2015,3/30/2015,15
CVE-2015-2304,3/15/2015,3/15/2015,0
CVE-2015-2305,3/16/2015,3/30/2015,14
CVE-2015-2308,3/16/2015,6/24/2015,100
CVE-2015-2314,3/17/2015,3/17/2015,0
CVE-2015-2315,3/17/2015,3/17/2015,0
CVE-2015-2316,3/17/2015,3/25/2015,8
CVE-2015-2317,3/17/2015,3/25/2015,8
CVE-2015-2321,3/17/2015,8/13/2015,149
CVE-2015-2323,3/18/2015,8/11/2015,146
CVE-2015-2327,3/18/2015,12/1/2015,258
CVE-2015-2328,3/18/2015,12/1/2015,258
CVE-2015-2330,3/18/2015,3/9/2017,722
CVE-2015-2331,3/18/2015,3/30/2015,12
CVE-2015-2332,3/18/2015,3/18/2015,0
CVE-2015-2333,3/18/2015,3/18/2015,0
CVE-2015-2334,3/18/2015,3/18/2015,0
CVE-2015-2335,3/18/2015,3/18/2015,0
CVE-2015-2336,3/18/2015,6/13/2015,87
CVE-2015-2337,3/18/2015,6/13/2015,87
CVE-2015-2338,3/18/2015,6/13/2015,87
CVE-2015-2339,3/18/2015,6/13/2015,87
CVE-2015-2340,3/18/2015,6/13/2015,87
CVE-2015-2341,3/18/2015,6/13/2015,87
CVE-2015-2342,3/18/2015,10/12/2015,208
CVE-2015-2344,3/18/2015,3/16/2016,364
CVE-2015-2346,3/18/2015,5/18/2015,61
CVE-2015-2347,3/18/2015,5/8/2015,51
CVE-2015-2348,3/19/2015,3/30/2015,11
CVE-2015-2349,3/19/2015,3/19/2015,0
CVE-2015-2350,3/19/2015,3/19/2015,0
CVE-2015-2351,3/19/2015,3/19/2015,0
CVE-2015-2352,3/19/2015,3/19/2015,0
CVE-2015-2359,3/19/2015,6/9/2015,82
CVE-2015-2360,3/19/2015,6/9/2015,82
CVE-2015-2361,3/19/2015,7/14/2015,117
CVE-2015-2362,3/19/2015,7/14/2015,117
CVE-2015-2363,3/19/2015,7/14/2015,117
CVE-2015-2364,3/19/2015,7/14/2015,117
CVE-2015-2365,3/19/2015,7/14/2015,117
CVE-2015-2366,3/19/2015,7/14/2015,117
CVE-2015-2367,3/19/2015,7/14/2015,117
CVE-2015-2368,3/19/2015,7/14/2015,117
CVE-2015-2369,3/19/2015,7/14/2015,117
CVE-2015-2370,3/19/2015,7/14/2015,117
CVE-2015-2371,3/19/2015,7/14/2015,117
CVE-2015-2372,3/19/2015,7/14/2015,117
CVE-2015-2373,3/19/2015,7/14/2015,117
CVE-2015-2374,3/19/2015,7/14/2015,117
CVE-2015-2375,3/19/2015,7/14/2015,117
CVE-2015-2376,3/19/2015,7/14/2015,117
CVE-2015-2377,3/19/2015,7/14/2015,117
CVE-2015-2378,3/19/2015,7/14/2015,117
CVE-2015-2379,3/19/2015,7/14/2015,117
CVE-2015-2380,3/19/2015,7/14/2015,117
CVE-2015-2381,3/19/2015,7/14/2015,117
CVE-2015-2382,3/19/2015,7/14/2015,117
CVE-2015-2383,3/19/2015,7/14/2015,117
CVE-2015-2384,3/19/2015,7/14/2015,117
CVE-2015-2385,3/19/2015,7/14/2015,117
CVE-2015-2387,3/19/2015,7/14/2015,117
CVE-2015-2388,3/19/2015,7/14/2015,117
CVE-2015-2389,3/19/2015,7/14/2015,117
CVE-2015-2390,3/19/2015,7/14/2015,117
CVE-2015-2391,3/19/2015,7/14/2015,117
CVE-2015-2397,3/19/2015,7/14/2015,117
CVE-2015-2398,3/19/2015,7/14/2015,117
CVE-2015-2401,3/19/2015,7/14/2015,117
CVE-2015-2402,3/19/2015,7/14/2015,117
CVE-2015-2403,3/19/2015,7/14/2015,117
CVE-2015-2404,3/19/2015,7/14/2015,117
CVE-2015-2406,3/19/2015,7/14/2015,117
CVE-2015-2408,3/19/2015,7/14/2015,117
CVE-2015-2410,3/19/2015,7/14/2015,117
CVE-2015-2411,3/19/2015,7/14/2015,117
CVE-2015-2412,3/19/2015,7/14/2015,117
CVE-2015-2413,3/19/2015,7/14/2015,117
CVE-2015-2414,3/19/2015,7/14/2015,117
CVE-2015-2415,3/19/2015,7/14/2015,117
CVE-2015-2416,3/19/2015,7/14/2015,117
CVE-2015-2417,3/19/2015,7/14/2015,117
CVE-2015-2418,3/19/2015,7/20/2015,123
CVE-2015-2419,3/19/2015,7/14/2015,117
CVE-2015-2420,3/19/2015,8/14/2015,148
CVE-2015-2421,3/19/2015,7/14/2015,117
CVE-2015-2422,3/19/2015,7/14/2015,117
CVE-2015-2423,3/19/2015,8/14/2015,148
CVE-2015-2424,3/19/2015,7/14/2015,117
CVE-2015-2425,3/19/2015,7/14/2015,117
CVE-2015-2426,3/19/2015,7/20/2015,123
CVE-2015-2427,3/19/2015,11/11/2015,237
CVE-2015-2428,3/19/2015,8/14/2015,148
CVE-2015-2429,3/19/2015,8/14/2015,148
CVE-2015-2430,3/19/2015,8/14/2015,148
CVE-2015-2431,3/19/2015,8/14/2015,148
CVE-2015-2432,3/19/2015,8/14/2015,148
CVE-2015-2433,3/19/2015,8/14/2015,148
CVE-2015-2434,3/19/2015,8/14/2015,148
CVE-2015-2435,3/19/2015,8/14/2015,148
CVE-2015-2440,3/19/2015,8/14/2015,148
CVE-2015-2441,3/19/2015,8/14/2015,148
CVE-2015-2442,3/19/2015,8/14/2015,148
CVE-2015-2443,3/19/2015,8/14/2015,148
CVE-2015-2444,3/19/2015,8/14/2015,148
CVE-2015-2445,3/19/2015,8/14/2015,148
CVE-2015-2446,3/19/2015,8/14/2015,148
CVE-2015-2447,3/19/2015,8/14/2015,148
CVE-2015-2448,3/19/2015,8/14/2015,148
CVE-2015-2449,3/19/2015,8/14/2015,148
CVE-2015-2450,3/19/2015,8/14/2015,148
CVE-2015-2451,3/19/2015,8/14/2015,148
CVE-2015-2452,3/19/2015,8/14/2015,148
CVE-2015-2453,3/19/2015,8/14/2015,148
CVE-2015-2454,3/19/2015,8/14/2015,148
CVE-2015-2455,3/19/2015,8/14/2015,148
CVE-2015-2456,3/19/2015,8/14/2015,148
CVE-2015-2458,3/19/2015,8/14/2015,148
CVE-2015-2459,3/19/2015,8/14/2015,148
CVE-2015-2460,3/19/2015,8/14/2015,148
CVE-2015-2461,3/19/2015,8/14/2015,148
CVE-2015-2462,3/19/2015,8/14/2015,148
CVE-2015-2463,3/19/2015,8/14/2015,148
CVE-2015-2464,3/19/2015,8/14/2015,148
CVE-2015-2465,3/19/2015,8/14/2015,148
CVE-2015-2466,3/19/2015,8/14/2015,148
CVE-2015-2467,3/19/2015,8/14/2015,148
CVE-2015-2468,3/19/2015,8/14/2015,148
CVE-2015-2469,3/19/2015,8/14/2015,148
CVE-2015-2470,3/19/2015,8/14/2015,148
CVE-2015-2471,3/19/2015,8/14/2015,148
CVE-2015-2472,3/19/2015,8/14/2015,148
CVE-2015-2473,3/19/2015,8/14/2015,148
CVE-2015-2474,3/19/2015,8/14/2015,148
CVE-2015-2475,3/19/2015,8/14/2015,148
CVE-2015-2476,3/19/2015,8/14/2015,148
CVE-2015-2477,3/19/2015,8/14/2015,148
CVE-2015-2478,3/19/2015,11/11/2015,237
CVE-2015-2479,3/19/2015,8/14/2015,148
CVE-2015-2480,3/19/2015,8/14/2015,148
CVE-2015-2481,3/19/2015,8/14/2015,148
CVE-2015-2482,3/19/2015,10/13/2015,208
CVE-2015-2483,3/19/2015,9/8/2015,173
CVE-2015-2484,3/19/2015,9/8/2015,173
CVE-2015-2485,3/19/2015,9/8/2015,173
CVE-2015-2486,3/19/2015,9/8/2015,173
CVE-2015-2487,3/19/2015,9/8/2015,173
CVE-2015-2489,3/19/2015,9/8/2015,173
CVE-2015-2490,3/19/2015,9/8/2015,173
CVE-2015-2491,3/19/2015,9/8/2015,173
CVE-2015-2492,3/19/2015,9/8/2015,173
CVE-2015-2493,3/19/2015,9/8/2015,173
CVE-2015-2494,3/19/2015,9/8/2015,173
CVE-2015-2498,3/19/2015,9/8/2015,173
CVE-2015-2499,3/19/2015,9/8/2015,173
CVE-2015-2500,3/19/2015,9/8/2015,173
CVE-2015-2501,3/19/2015,9/8/2015,173
CVE-2015-2502,3/19/2015,8/19/2015,153
CVE-2015-2503,3/19/2015,11/11/2015,237
CVE-2015-2504,3/19/2015,9/8/2015,173
CVE-2015-2505,3/19/2015,9/8/2015,173
CVE-2015-2506,3/19/2015,9/8/2015,173
CVE-2015-2507,3/19/2015,9/8/2015,173
CVE-2015-2508,3/19/2015,9/8/2015,173
CVE-2015-2509,3/19/2015,9/8/2015,173
CVE-2015-2510,3/19/2015,9/8/2015,173
CVE-2015-2511,3/19/2015,9/8/2015,173
CVE-2015-2512,3/19/2015,9/8/2015,173
CVE-2015-2513,3/19/2015,9/8/2015,173
CVE-2015-2514,3/19/2015,9/8/2015,173
CVE-2015-2515,3/19/2015,10/13/2015,208
CVE-2015-2516,3/19/2015,9/8/2015,173
CVE-2015-2517,3/19/2015,9/8/2015,173
CVE-2015-2518,3/19/2015,9/8/2015,173
CVE-2015-2519,3/19/2015,9/8/2015,173
CVE-2015-2520,3/19/2015,9/8/2015,173
CVE-2015-2521,3/19/2015,9/8/2015,173
CVE-2015-2522,3/19/2015,9/8/2015,173
CVE-2015-2523,3/19/2015,9/8/2015,173
CVE-2015-2524,3/19/2015,9/8/2015,173
CVE-2015-2525,3/19/2015,9/8/2015,173
CVE-2015-2526,3/19/2015,9/8/2015,173
CVE-2015-2527,3/19/2015,9/8/2015,173
CVE-2015-2528,3/19/2015,9/8/2015,173
CVE-2015-2529,3/19/2015,9/8/2015,173
CVE-2015-2530,3/19/2015,9/8/2015,173
CVE-2015-2531,3/19/2015,9/8/2015,173
CVE-2015-2532,3/19/2015,9/8/2015,173
CVE-2015-2534,3/19/2015,9/8/2015,173
CVE-2015-2535,3/19/2015,9/8/2015,173
