cve,zdi_date,edb_date,published_date,has_reference_to_edb_in_nist
cve-2013-6939,,,3/10/2014,f
cve-2016-6923,,,9/14/2016,f
cve-2014-7769,,,10/21/2014,f
cve-2009-4163,,,12/2/2009,f
cve-2012-1682,12/21/2012,,8/30/2012,f
cve-2016-6927,,,9/14/2016,f
cve-2014-8094,,,12/10/2014,f
cve-2013-7221,,,4/29/2014,f
cve-2011-2111,6/14/2011,,6/16/2011,f
cve-2011-2493,,,6/13/2012,f
cve-2010-5144,,,8/23/2012,f
cve-2016-6942,10/11/2016,,10/13/2016,f
cve-2016-3243,,,7/12/2016,f
cve-2015-4990,,,1/1/2016,f
cve-2016-0981,,,2/10/2016,f
cve-2016-8821,,,12/16/2016,f
cve-2016-7456,,,12/29/2016,f
cve-2013-6943,,,3/10/2014,f
cve-2013-6949,,,2/22/2014,f
cve-2013-6950,,,2/22/2014,f
cve-2013-6962,,,12/14/2013,f
cve-2013-6965,,,12/14/2013,f
cve-2016-1116,,,5/11/2016,f
cve-2016-8822,,,12/16/2016,f
cve-2016-8823,,,12/16/2016,f
cve-2013-6967,,,12/14/2013,f
cve-2013-6976,,,12/19/2013,t
cve-2013-6978,,,12/21/2013,f
cve-2013-6986,,,12/12/2013,f
cve-2016-6976,10/11/2016,,10/13/2016,f
cve-2016-7045,,,9/27/2016,f
cve-2016-7092,,,9/21/2016,f
cve-2009-2976,,,8/27/2009,f
cve-2010-1677,,12/21/2010,1/3/2011,f
cve-2013-6993,,,1/2/2014,f
cve-2013-7026,,,12/9/2013,f
cve-2013-7027,,,12/9/2013,f
cve-2013-7077,,,12/20/2013,f
cve-2016-7853,,,10/21/2016,f
cve-2016-0555,,,1/20/2016,f
cve-2016-8223,,,11/29/2016,f
cve-2016-8285,,,10/25/2016,f
cve-2013-7105,,,12/14/2013,f
cve-2013-7128,,,12/17/2013,f
cve-2013-7130,,,2/6/2014,f
cve-2013-7134,,,4/29/2014,f
cve-2013-7138,,,1/9/2014,f
cve-2013-7143,,,1/26/2014,f
cve-2013-7180,,,8/15/2014,f
cve-2013-7181,,,2/3/2014,f
cve-2010-5247,,,9/7/2012,f
cve-2010-5248,,,9/7/2012,f
cve-2010-5256,,,9/7/2012,f
cve-2016-8561,,,11/18/2016,f
cve-2014-5975,,,9/20/2014,f
cve-2009-1576,,,5/6/2009,f
cve-2014-9179,,,12/2/2014,f
cve-2011-2094,6/14/2011,,6/16/2011,f
cve-2016-8855,,,3/19/2017,f
cve-2016-1295,,,1/15/2016,f
cve-2015-1000007,,,10/6/2016,f
cve-2016-8859,,,2/13/2017,f
cve-2016-7457,,,12/29/2016,f
cve-2016-9150,,11/18/2016,11/19/2016,f
cve-2013-7190,,12/15/2013,12/20/2013,f
cve-2013-7193,,12/16/2013,12/20/2013,f
cve-2016-0867,,,1/30/2016,f
cve-2012-1957,,,7/18/2012,f
cve-2010-4855,,10/7/2010,10/5/2011,t
cve-2016-1079,5/10/2016,,5/11/2016,f
cve-2014-5834,,,9/9/2014,f
cve-2011-3283,,,5/2/2012,f
cve-2012-5004,,,9/19/2012,f
cve-2016-1000136,,,10/10/2016,f
cve-2016-1382,,,5/24/2016,f
cve-2015-7457,,,2/29/2016,f
cve-2016-1917,,,4/22/2016,f
cve-2015-8324,,,5/2/2016,f
cve-2011-3965,,,2/8/2012,f
cve-2013-7258,,,1/2/2014,f
cve-2013-7259,,,4/29/2014,f
cve-2013-7262,,,1/5/2014,f
cve-2013-7264,,,1/6/2014,f
cve-2016-7908,,,10/5/2016,f
cve-2016-2998,,,9/1/2016,f
cve-2009-2580,,,7/23/2009,f
cve-2012-0060,,,6/4/2012,f
cve-2012-0068,,,4/11/2012,f
cve-2015-7362,,,1/8/2016,f
cve-2016-3274,,,7/12/2016,f
cve-2012-0091,,,1/18/2012,f
cve-2012-0278,,4/14/2012,4/18/2012,f
cve-2016-3584,,,7/21/2016,f
cve-2016-4380,,,9/8/2016,f
cve-2016-7555,,,12/23/2016,f
cve-2012-0580,,,5/3/2012,f
cve-2010-4614,,12/18/2010,12/29/2010,t
cve-2016-7562,,,12/23/2016,f
cve-2016-2444,,,5/9/2016,f
cve-2011-2730,,,12/5/2012,f
cve-2010-5006,,,11/2/2011,f
cve-2015-4603,,,5/16/2016,f
cve-2009-0007,1/21/2009,,1/21/2009,f
cve-2009-0934,,,3/17/2009,f
cve-2014-1831,,,2/19/2015,f
cve-2012-0368,,,2/29/2012,f
cve-2012-0819,,,9/6/2012,f
cve-2012-0883,,,4/18/2012,f
cve-2009-0021,,,1/7/2009,f
cve-2009-0027,,,3/9/2009,f
cve-2012-0790,,,1/24/2012,f
cve-2012-0929,,,1/27/2012,f
cve-2010-0123,,,3/12/2010,f
cve-2009-0563,6/10/2009,,6/10/2009,f
cve-2009-3676,,,11/13/2009,f
cve-2009-4891,,,6/11/2010,f
cve-2012-0977,,,2/2/2012,f
cve-2012-0987,,,10/6/2012,f
cve-2012-1039,,2/29/2012,3/19/2012,f
cve-2012-1079,,,2/14/2012,f
cve-2009-2685,11/5/2009,11/16/2009,11/6/2009,f
cve-2010-4097,,,10/27/2010,f
cve-2009-0200,,,9/2/2009,f
cve-2009-0206,,,2/8/2009,f
cve-2009-0234,,,3/11/2009,f
cve-2009-0265,,,1/26/2009,f
cve-2013-7267,,,1/6/2014,f
cve-2013-7269,,,1/6/2014,f
cve-2013-7273,,,4/29/2014,f
cve-2013-7278,,12/30/2013,1/8/2014,f
cve-2013-7282,,,1/10/2014,f
cve-2013-7284,,,4/29/2014,f
cve-2009-0323,,1/28/2009,1/28/2009,f
cve-2009-3068,9/23/2009,9/3/2009,9/4/2009,f
cve-2013-7299,,,1/26/2014,f
cve-2013-7309,,,1/23/2014,f
cve-2009-0502,,,2/9/2009,f
cve-2013-7313,,,1/23/2014,f
cve-2013-7314,,,1/23/2014,f
cve-2013-7319,,12/8/2013,2/6/2014,t
cve-2013-7327,,,2/18/2014,f
cve-2009-0815,,2/10/2009,3/4/2009,f
cve-2009-0505,,,2/25/2009,f
cve-2009-0557,,,6/10/2009,f
cve-2009-0591,,,3/27/2009,f
cve-2009-0791,,,6/9/2009,f
cve-2013-7348,,,3/31/2014,f
cve-2013-7363,,,4/10/2014,f
cve-2013-7373,,,4/29/2014,f
cve-2013-7392,,6/30/2014,7/22/2014,f
cve-2013-7408,,,10/26/2014,f
cve-2013-7444,,,9/1/2015,f
cve-2013-7458,,,8/10/2016,f
cve-2012-3710,,,9/13/2012,f
cve-2009-1042,,,3/23/2009,f
cve-2009-0850,,,3/9/2009,f
cve-2009-0889,,,6/11/2009,f
cve-2009-0919,,,3/16/2009,f
cve-2009-0855,,2/26/2009,3/9/2009,f
cve-2012-1429,,,3/21/2012,f
cve-2012-0002,3/15/2012,3/16/2012,3/13/2012,f
cve-2012-0009,,,1/10/2012,f
cve-2012-3713,,,9/20/2012,f
cve-2009-1044,3/30/2009,,3/23/2009,f
cve-2009-1004,,,4/15/2009,f
cve-2014-2642,,,10/1/2014,f
cve-2009-3649,,,10/9/2009,f
cve-2012-2349,,,5/21/2012,f
cve-2012-1684,,,5/3/2012,f
cve-2012-1215,,,2/20/2012,f
cve-2012-1251,,,6/4/2012,f
cve-2009-1007,,,10/22/2009,f
cve-2011-1547,,4/1/2011,5/9/2011,f
cve-2009-1195,,,5/28/2009,f
cve-2012-2196,,,7/25/2012,f
cve-2009-4853,,,5/7/2010,f
cve-2009-1031,,3/16/2009,3/19/2009,f
cve-2009-1210,,3/30/2009,4/1/2009,f
cve-2012-2223,,,4/11/2012,f
cve-2012-2345,,,5/21/2012,f
cve-2015-8842,,,4/20/2016,f
cve-2009-0672,,2/16/2009,2/22/2009,f
cve-2009-1238,,3/23/2009,4/2/2009,f
cve-2012-2980,,,8/21/2012,f
cve-2009-1528,6/10/2009,,6/10/2009,f
cve-2016-7563,,,1/18/2017,f
cve-2011-2759,,,7/17/2011,f
cve-2016-2858,,,4/7/2016,f
cve-2012-3076,,,7/12/2012,f
cve-2012-3251,,,8/16/2012,f
cve-2009-1530,6/10/2009,,6/10/2009,f
cve-2009-1679,,,6/19/2009,f
cve-2009-1612,,4/30/2009,5/11/2009,f
cve-2013-6888,,,1/7/2014,f
cve-2012-2132,,,8/20/2012,f
cve-2016-3135,,,4/27/2016,f
cve-2009-1889,,,7/1/2009,f
cve-2009-1809,,5/15/2009,5/29/2009,f
cve-2009-1977,8/18/2009,9/14/2009,7/14/2009,f
cve-2011-5050,,12/20/2011,1/4/2012,f
cve-2013-5480,,,9/27/2013,f
cve-2013-3647,,,6/18/2013,f
cve-2009-2068,,,6/15/2009,f
cve-2009-2062,,,6/15/2009,f
cve-2016-7567,,,1/23/2017,f
cve-2011-3062,,,3/30/2012,f
cve-2013-4961,,,8/20/2013,f
cve-2016-8884,,,3/28/2017,f
cve-2016-2996,,,11/24/2016,f
cve-2016-0598,,,1/20/2016,f
cve-2009-4380,,,12/22/2009,f
cve-2009-1456,,4/17/2009,4/28/2009,f
cve-2013-0075,,,2/13/2013,f
cve-2009-2297,,,7/2/2009,f
cve-2009-2407,,,7/31/2009,f
cve-2016-3558,,,7/21/2016,f
cve-2013-0783,,,2/19/2013,f
cve-2016-1307,,,2/7/2016,f
cve-2015-7930,,,12/23/2015,f
cve-2014-6756,,,9/27/2014,f
cve-2011-3199,,,3/20/2014,f
cve-2013-0431,,2/25/2013,1/31/2013,f
cve-2009-2409,,,7/30/2009,f
cve-2009-2475,,,8/10/2009,f
cve-2009-2531,10/13/2009,,10/14/2009,f
cve-2010-0152,,,9/14/2010,f
cve-2013-3076,,,4/22/2013,f
cve-2012-4075,,,10/5/2013,f
cve-2012-3742,,,9/20/2012,f
cve-2009-2797,,,9/10/2009,f
cve-2009-2903,,,9/15/2009,f
cve-2009-2564,,7/20/2009,7/21/2009,f
cve-2010-1464,,,4/16/2010,f
cve-2013-3191,,,8/14/2013,f
cve-2009-2958,,,9/2/2009,f
cve-2009-1648,,,7/5/2009,f
cve-2016-8886,,,3/23/2017,f
cve-2013-0022,,,2/13/2013,f
cve-2009-2964,,,8/25/2009,f
cve-2016-3826,,,8/5/2016,f
cve-2013-0093,3/22/2013,,3/12/2013,f
cve-2013-0376,,,1/16/2013,f
cve-2013-2078,,,8/14/2013,f
cve-2013-2581,,,10/11/2013,f
cve-2009-3293,,,9/22/2009,f
cve-2013-4935,,,7/29/2013,f
cve-2009-3002,,8/26/2009,8/28/2009,f
cve-2009-3489,,9/29/2009,9/30/2009,f
cve-2009-2983,,10/13/2009,10/19/2009,f
cve-2013-7023,,,12/9/2013,f
cve-2009-3603,,,10/21/2009,f
cve-2009-3842,,,11/20/2009,f
cve-2009-3725,,,11/6/2009,f
cve-2014-5965,,,9/19/2014,f
cve-2016-5199,,,1/19/2017,f
cve-2013-1935,,,7/16/2013,f
cve-2013-3106,,,9/5/2013,f
cve-2013-3219,,,8/1/2013,f
cve-2012-3743,,,9/20/2012,f
cve-2009-3930,,,11/10/2009,f
cve-2009-0004,,,1/21/2009,f
cve-2016-8911,,,2/1/2017,f
cve-2016-2309,,,5/29/2016,f
cve-2013-0166,,,2/8/2013,f
cve-2013-1186,,,4/25/2013,f
cve-2016-8915,,,2/22/2017,f
cve-2013-4837,11/24/2013,12/11/2013,11/4/2013,f
cve-2009-3114,,,9/9/2009,f
cve-2009-0006,1/21/2009,,1/21/2009,f
cve-2009-0010,5/13/2009,,5/13/2009,f
cve-2012-0022,,,1/18/2012,f
cve-2012-0028,,,6/21/2012,f
cve-2012-0034,,,2/5/2013,f
cve-2012-0041,,,4/11/2012,f
cve-2012-0056,,1/12/2012,1/27/2012,f
cve-2012-0074,,,1/18/2012,f
cve-2012-0079,,,1/18/2012,f
cve-2012-0089,,,1/18/2012,f
cve-2009-0147,,,4/23/2009,f
cve-2009-0154,5/13/2009,,5/13/2009,f
cve-2009-0186,,,3/4/2009,f
cve-2009-0398,,,2/3/2009,f
cve-2009-0174,,1/9/2009,1/20/2009,f
cve-2013-2860,,,6/4/2013,f
cve-2013-3450,,,8/2/2013,f
cve-2012-6577,,,6/27/2013,f
cve-2012-0106,,,10/16/2012,f
cve-2009-0509,,,6/11/2009,f
cve-2009-0959,,,6/19/2009,f
cve-2009-0984,,,4/15/2009,f
cve-2009-1242,,,4/6/2009,f
cve-2012-6126,,,2/11/2013,f
cve-2011-4388,,,9/30/2013,f
cve-2011-4400,,,9/30/2013,f
cve-2011-5202,,,10/1/2012,f
cve-2012-0109,,,1/18/2012,f
cve-2012-0111,,,1/18/2012,f
cve-2012-0113,,,1/18/2012,f
cve-2009-4165,,,12/2/2009,f
cve-2013-1364,,,12/14/2013,f
cve-2011-4382,,,9/30/2013,f
cve-2009-1336,,,4/22/2009,f
cve-2009-1929,,,8/12/2009,f
cve-2009-2406,,,7/31/2009,f
cve-2009-2621,,,7/28/2009,f
cve-2009-4960,,,7/27/2010,f
cve-2011-4610,,,2/10/2014,f
cve-2013-1034,,,9/19/2013,f
cve-2013-2709,,,4/26/2013,f
cve-2013-2744,,,4/2/2013,f
cve-2012-0121,6/21/2012,,3/13/2012,f
cve-2012-0130,,,4/4/2012,f
cve-2009-2661,,,8/4/2009,f
cve-2009-2834,,,11/10/2009,f
cve-2009-3399,,,10/22/2009,f
cve-2014-6806,,,9/30/2014,f
cve-2013-1243,,,7/17/2013,f
cve-2009-2695,,,8/28/2009,f
cve-2016-8927,,,4/14/2017,f
cve-2016-7569,,,1/27/2017,f
cve-2012-2024,,,5/8/2012,f
cve-2013-0840,,,1/24/2013,f
cve-2013-2323,,,6/28/2013,f
cve-2009-2742,,,9/21/2009,f
cve-2014-6706,,,9/24/2014,f
cve-2016-4271,,,9/14/2016,f
cve-2012-5695,,,10/20/2014,f
cve-2013-5551,,,10/31/2013,f
cve-2009-3559,,,11/23/2009,f
cve-2009-3873,,,11/5/2009,f
cve-2013-0329,,,3/19/2013,f
cve-2013-0366,,,1/16/2013,f
cve-2009-4021,,,11/25/2009,f
cve-2009-0245,,,1/21/2009,f
cve-2009-0249,,,1/22/2009,f
cve-2014-6814,,,9/30/2014,f
cve-2014-0667,,,1/16/2014,f
cve-2009-0405,,1/28/2009,2/3/2009,f
cve-2013-0920,,,3/28/2013,f
cve-2013-0949,,,1/28/2013,f
cve-2012-3744,,,9/20/2012,f
cve-2009-0306,,,11/4/2009,f
cve-2009-0868,,,3/10/2009,f
cve-2009-0912,,,3/16/2009,f
cve-2014-7587,,,10/20/2014,f
cve-2016-8929,,,2/1/2017,f
cve-2016-8930,,,2/1/2017,f
cve-2010-4889,,,10/7/2011,f
cve-2012-0134,,,4/19/2012,f
cve-2012-0135,,,4/18/2012,f
cve-2012-0147,,,4/10/2012,f
cve-2012-0174,,,5/8/2012,f
cve-2012-0177,,,4/10/2012,f
cve-2009-1075,,,3/25/2009,f
cve-2009-1600,,,5/11/2009,f
cve-2009-2076,,,6/16/2009,f
cve-2009-2124,,,6/19/2009,f
cve-2009-1226,,3/31/2009,4/2/2009,f
cve-2009-1452,,4/16/2009,4/28/2009,f
cve-2012-0182,12/21/2012,,10/9/2012,f
cve-2012-0188,1/30/2012,,1/18/2012,f
cve-2012-0205,,,1/31/2013,f
cve-2012-0210,,,6/15/2012,f
cve-2012-0218,,,12/3/2012,f
cve-2012-0220,,,5/29/2012,f
cve-2009-2299,,,7/2/2009,f
cve-2009-2850,,,8/18/2009,f
cve-2009-2956,,,8/24/2009,f
cve-2009-2308,,6/30/2009,7/2/2009,f
cve-2010-5249,,,9/7/2012,f
cve-2012-0222,,,4/2/2012,f
cve-2012-0244,,,2/21/2012,f
cve-2012-3754,,,11/9/2012,f
cve-2009-3091,,,9/8/2009,f
cve-2016-2462,,,5/9/2016,f
cve-2009-3055,,9/1/2009,9/3/2009,f
cve-2013-0855,,,12/7/2013,f
cve-2012-0245,,,3/9/2012,f
cve-2009-3098,,,9/8/2009,f
cve-2009-3125,,,9/15/2009,f
cve-2009-3224,,7/27/2009,9/16/2009,f
cve-2009-3189,,8/26/2009,9/15/2009,f
cve-2009-3323,,9/21/2009,9/23/2009,f
cve-2013-0950,,,1/28/2013,f
cve-2010-2517,,,6/30/2010,f
cve-2017-2399,,,4/1/2017,f
cve-2009-3351,,,9/24/2009,f
cve-2009-3390,,,9/24/2009,f
cve-2009-3447,,,9/29/2009,f
cve-2009-3325,,9/21/2009,9/23/2009,f
cve-2012-0265,,,5/15/2012,f
cve-2012-0276,,6/22/2012,7/17/2012,t
cve-2012-0287,,,1/5/2012,f
cve-2011-3891,,,10/25/2011,f
cve-2009-3825,,7/10/2009,10/28/2009,f
cve-2009-3950,,,11/16/2009,f
cve-2009-4063,,,11/23/2009,f
cve-2009-4191,,,12/3/2009,f
cve-2009-4250,,11/10/2009,12/9/2009,f
cve-2011-4391,,,9/30/2013,f
cve-2012-0314,,,2/2/2012,f
cve-2012-0333,,,5/2/2012,f
cve-2012-0383,,,3/29/2012,f
cve-2009-4303,,,12/15/2009,f
cve-2009-4387,,,12/22/2009,f
cve-2009-4408,,,12/23/2009,f
cve-2009-2368,,,7/8/2009,f
cve-2014-4431,,,10/17/2014,f
cve-2014-6663,,,9/23/2014,f
cve-2009-0703,,1/1/2009,2/23/2009,f
cve-2009-5029,,6/1/2009,5/2/2013,f
cve-2012-1691,,,5/3/2012,f
cve-2012-0395,2/8/2012,,1/26/2012,f
cve-2012-0397,,,3/6/2012,f
cve-2012-0417,12/21/2012,,9/28/2012,f
cve-2009-1732,,,5/20/2009,f
cve-2016-3419,,,4/21/2016,f
cve-2015-7409,,,1/1/2016,f
cve-2013-0794,,,4/3/2013,f
cve-2012-0440,,,2/2/2012,f
cve-2009-3402,,,10/22/2009,f
cve-2009-0105,,,1/9/2009,f
cve-2009-3726,,10/15/2009,11/9/2009,f
cve-2009-3249,,3/5/2011,9/18/2009,f
cve-2012-0472,,,4/25/2012,f
cve-2012-3789,,,8/6/2012,f
cve-2009-1132,,,9/8/2009,f
cve-2009-2071,,,6/15/2009,f
cve-2009-3538,,,10/2/2009,f
cve-2009-0463,,2/3/2009,2/5/2009,f
cve-2012-0473,,,4/25/2012,f
cve-2012-0474,,,4/25/2012,f
cve-2009-4389,,,12/22/2009,f
cve-2016-8941,,,2/1/2017,f
cve-2009-4565,,,1/4/2010,f
cve-2009-1910,,5/8/2009,6/4/2009,f
cve-2009-1800,,5/21/2009,5/28/2009,f
cve-2012-1931,,,3/27/2012,f
cve-2012-0490,,,1/18/2012,f
cve-2009-0312,,,1/27/2009,f
cve-2009-4893,,,6/14/2010,f
cve-2013-4836,11/24/2013,,11/4/2013,f
cve-2009-0204,,,1/30/2009,f
cve-2013-5598,,,10/30/2013,f
cve-2013-1509,,,4/17/2013,f
cve-2009-0166,,,4/23/2009,f
cve-2009-0250,,1/14/2009,1/22/2009,f
cve-2009-0252,,1/16/2009,1/22/2009,f
cve-2009-0254,,,1/22/2009,f
cve-2009-0258,,,1/22/2009,f
cve-2009-0268,,,1/26/2009,f
cve-2014-4579,,,7/2/2014,f
cve-2009-0757,,,3/3/2009,f
cve-2012-0497,,,2/15/2012,f
cve-2012-0517,,,5/3/2012,f
cve-2016-5200,,,1/19/2017,f
cve-2009-0364,,,3/24/2009,f
cve-2009-0397,,,2/3/2009,f
cve-2009-0283,,1/23/2009,1/27/2009,f
cve-2009-0409,,1/28/2009,2/3/2009,f
cve-2012-0522,,,5/3/2012,f
cve-2012-0545,,,5/3/2012,f
cve-2009-0480,,,2/9/2009,f
cve-2009-0512,,,6/11/2009,f
cve-2009-0599,,,2/16/2009,f
cve-2011-4202,,,12/13/2011,f
cve-2012-0548,,,5/3/2012,f
cve-2012-0567,,,5/3/2012,f
cve-2012-0569,,,1/16/2013,f
cve-2014-9507,,,1/4/2015,f
cve-2010-0649,,,2/18/2010,f
cve-2009-0634,,,3/27/2009,f
cve-2009-0660,,,3/11/2009,f
cve-2009-0713,,,3/11/2009,f
cve-2009-0796,,,4/7/2009,f
cve-2009-0798,,,4/24/2009,f
cve-2011-1475,,,4/8/2011,f
cve-2013-1514,,,4/17/2013,f
cve-2012-0586,,,3/8/2012,f
cve-2012-0597,,,3/8/2012,f
cve-2013-2041,,,3/14/2014,f
cve-2009-0839,,,3/31/2009,f
cve-2009-0833,,1/7/2009,3/5/2009,f
cve-2013-1530,,,4/17/2013,f
cve-2009-0840,,,3/31/2009,f
cve-2009-0870,,,3/10/2009,f
cve-2009-0874,,,3/12/2009,f
cve-2009-0892,,,3/31/2009,f
cve-2009-1008,,,4/15/2009,f
cve-2014-0631,,,1/7/2015,f
cve-2016-8954,,,2/8/2017,f
cve-2012-0601,,,3/8/2012,f
cve-2012-0602,,,3/8/2012,f
cve-2012-0603,,,3/8/2012,f
cve-2012-0620,,,3/8/2012,f
cve-2012-0621,,,3/8/2012,f
cve-2009-1151,,6/9/2009,3/26/2009,f
cve-2009-1013,,,4/15/2009,f
cve-2009-1086,,,3/25/2009,f
cve-2009-1148,,,3/26/2009,f
cve-2009-1149,,,3/26/2009,f
cve-2009-1155,,,4/9/2009,f
cve-2012-0625,,,3/8/2012,f
cve-2012-0629,,,3/8/2012,f
cve-2012-0640,,,3/12/2012,f
cve-2012-0641,,,3/8/2012,f
cve-2012-0643,,,3/8/2012,f
cve-2012-0648,,,3/8/2012,f
cve-2012-0660,,,5/10/2012,f
cve-2009-1177,,,3/31/2009,f
cve-2015-7552,,,4/18/2016,f
cve-2014-7984,,,10/8/2014,f
cve-2014-2617,7/9/2014,,7/7/2014,f
cve-2012-0662,8/17/2012,,5/10/2012,f
cve-2012-0703,,,1/31/2013,f
cve-2009-1194,,,5/11/2009,f
cve-2016-3540,,,7/21/2016,f
cve-2009-1223,,,4/2/2009,f
cve-2009-1239,,,4/3/2009,f
cve-2014-5772,,,9/9/2014,f
cve-2016-8960,,,3/27/2017,f
cve-2012-0730,,,5/2/2012,f
cve-2012-0738,,,12/28/2012,f
cve-2012-0747,,,9/10/2012,f
cve-2012-0755,,,2/16/2012,f
cve-2013-2082,,,5/24/2013,f
cve-2009-1240,,,4/3/2009,f
cve-2016-5201,,,1/19/2017,f
cve-2009-2206,,,9/10/2009,f
cve-2014-7178,,10/28/2014,11/28/2014,f
cve-2012-0773,,,3/28/2012,f
cve-2012-0787,,,11/23/2013,f
cve-2009-1293,,,4/16/2009,f
cve-2009-1295,,,4/30/2009,f
cve-2014-2236,,,3/5/2014,f
cve-2009-2119,,,6/18/2009,f
cve-2009-1353,,4/15/2009,4/21/2009,f
cve-2009-1493,,4/29/2009,4/30/2009,f
cve-2009-1376,6/8/2009,9/9/2009,5/26/2009,f
cve-2012-0793,,,7/17/2012,f
cve-2012-0807,,,1/26/2012,f
cve-2012-0809,,1/31/2012,1/31/2012,f
cve-2013-1147,,,3/28/2013,f
cve-2009-1387,,,6/4/2009,f
cve-2009-1432,,,4/30/2009,f
cve-2009-1054,,,3/24/2009,f
cve-2011-3777,,,9/23/2011,f
cve-2012-0851,,,8/20/2012,f
cve-2012-0868,,,7/18/2012,f
cve-2009-1473,,,5/27/2009,f
cve-2009-1536,,,8/12/2009,f
cve-2009-1555,,,5/6/2009,f
cve-2009-1687,,,6/10/2009,f
cve-2009-1712,,,6/10/2009,f
cve-2009-1557,,4/25/2009,5/6/2009,f
cve-2009-1651,,5/14/2009,5/16/2009,f
cve-2012-0907,,,1/20/2012,f
cve-2012-0914,,,1/24/2012,f
cve-2012-0922,6/6/2012,,2/8/2012,f
cve-2012-0932,,1/21/2012,1/28/2012,f
cve-2012-0933,,1/21/2012,1/28/2012,f
cve-2009-1858,,,6/11/2009,f
cve-2009-1875,,,8/18/2009,f
cve-2009-1956,,,6/6/2009,f
cve-2009-1992,,,10/22/2009,f
cve-2016-5203,,,1/19/2017,f
cve-2009-2113,,6/17/2009,6/18/2009,f
cve-2009-2305,,7/1/2009,7/2/2009,f
cve-2013-2402,,,4/17/2013,f
cve-2013-2403,,,4/17/2013,f
cve-2012-0934,,,1/28/2012,f
cve-2012-0949,,,5/31/2012,f
cve-2009-2411,,,8/7/2009,f
cve-2009-2417,,,8/14/2009,f
cve-2015-4476,,,9/23/2015,f
cve-2012-0960,,,11/24/2012,f
cve-2012-0975,,,2/2/2012,f
cve-2012-0991,,2/1/2012,2/7/2012,f
cve-2013-3920,,,11/27/2013,f
cve-2010-4707,,,1/24/2011,f
cve-2009-2439,,7/20/2009,7/13/2009,f
cve-2012-0995,,,2/20/2012,f
cve-2012-0997,,2/15/2012,2/20/2012,f
cve-2009-2473,,11/12/2009,8/21/2009,f
cve-2009-2512,,,11/11/2009,f
cve-2009-2538,,,7/20/2009,f
cve-2014-7047,,,10/9/2014,f
cve-2009-2579,,8/4/2009,8/5/2009,f
cve-2013-2849,,,5/22/2013,f
cve-2012-3667,,,7/25/2012,f
cve-2009-2832,,,11/10/2009,f
cve-2009-2836,,,11/10/2009,f
cve-2011-3837,,,12/24/2011,f
cve-2012-0998,,,2/20/2012,f
cve-2012-0999,,,2/20/2012,f
cve-2013-1211,,,5/29/2013,f
cve-2009-2904,,,10/1/2009,f
cve-2009-2905,,,9/29/2009,f
cve-2014-8364,,,10/20/2014,f
cve-2012-1000,,,2/20/2012,f
cve-2012-1012,,,6/7/2012,f
cve-2012-3967,,,8/29/2012,f
cve-2009-2935,,,8/27/2009,f
cve-2009-2967,,,8/26/2009,f
cve-2009-2981,,,10/19/2009,f
cve-2009-2996,,,10/19/2009,f
cve-2013-3977,,,5/25/2014,f
cve-2012-1021,,1/31/2012,2/7/2012,f
cve-2012-1028,,2/7/2012,2/7/2012,f
cve-2012-1047,,,2/12/2012,t
cve-2009-3009,,,9/8/2009,f
cve-2009-3016,,,8/31/2009,f
cve-2015-7923,,,1/30/2016,f
cve-2014-7054,,,10/18/2014,f
cve-2009-4463,,,12/30/2009,f
cve-2011-5270,,,1/20/2014,f
cve-2012-1059,,2/2/2012,2/13/2012,t
cve-2012-1075,,,2/14/2012,f
cve-2012-1080,,,2/14/2012,f
cve-2015-8488,,,2/16/2016,f
cve-2016-0184,,,5/10/2016,f
cve-2013-3983,,,2/13/2014,f
cve-2012-1107,,,9/6/2012,f
cve-2012-5394,,,12/13/2013,f
cve-2013-1541,,,4/17/2013,f
cve-2009-3401,,,10/22/2009,f
cve-2011-1422,,,4/22/2011,f
cve-2009-3018,,,8/31/2009,f
cve-2013-3511,,,5/8/2013,f
cve-2013-3818,,,7/17/2013,f
cve-2012-1110,,3/5/2012,9/6/2012,f
cve-2009-3077,9/10/2009,,9/10/2009,f
cve-2009-3084,,,9/8/2009,f
cve-2009-3407,,,10/22/2009,f
cve-2014-3193,,,10/8/2014,f
cve-2012-0237,,,2/21/2012,f
cve-2012-1112,,3/5/2012,9/6/2012,f
cve-2012-1123,,,6/29/2012,f
cve-2012-1125,,,10/8/2012,t
cve-2009-3466,,,11/4/2009,f
cve-2009-3490,,,9/30/2009,f
cve-2014-3333,,,8/11/2014,f
cve-2011-1658,,,4/8/2011,f
cve-2009-3616,,,10/23/2009,f
cve-2009-3655,,,10/9/2009,f
cve-2016-8961,,,2/1/2017,f
cve-2015-3658,,,7/2/2015,f
cve-2015-3683,,,7/2/2015,f
cve-2009-3707,,10/7/2009,10/16/2009,f
cve-2012-1126,,,4/25/2012,f
cve-2012-1128,,,4/25/2012,f
cve-2013-1416,,,4/19/2013,f
cve-2009-3938,,,11/13/2009,f
cve-2009-3994,,,12/8/2009,f
cve-2009-4020,,,12/4/2009,f
cve-2009-4025,,,11/28/2009,f
cve-2012-1138,,,4/25/2012,f
cve-2012-1147,,,7/3/2012,f
cve-2012-1152,,,9/9/2012,f
cve-2012-1176,,,8/26/2012,f
cve-2009-4035,,,12/21/2009,f
cve-2009-4071,,,11/24/2009,f
cve-2009-1380,,,12/15/2009,f
cve-2015-3706,,,7/2/2015,f
