cve,zdi_date,edb_date,published_date,has_reference_to_edb_in_nist
cve-2013-4939,,,7/26/2013,f
cve-2013-4948,,7/2/2013,7/29/2013,t
cve-2015-4555,,,8/30/2015,f
cve-2015-5100,7/14/2015,,7/15/2015,f
cve-2014-1724,,,4/9/2014,f
cve-2014-1742,,,5/14/2014,f
cve-2015-3862,,,10/6/2015,f
cve-2015-7660,11/10/2015,,11/11/2015,f
cve-2015-7830,12/8/2015,,11/14/2015,f
cve-2015-5570,9/21/2015,,9/22/2015,f
cve-2015-6241,,,8/24/2015,f
cve-2013-4983,,9/9/2013,9/10/2013,f
cve-2013-5006,,,7/30/2013,f
cve-2015-4588,,,7/1/2015,f
cve-2015-4638,,,9/18/2015,f
cve-2015-5185,,,9/28/2015,f
cve-2015-4785,,,7/16/2015,f
cve-2015-1333,,,8/31/2015,f
cve-2013-5008,,,10/10/2013,f
cve-2013-5028,,8/7/2013,10/11/2013,f
cve-2013-5117,,8/15/2013,3/12/2014,t
cve-2013-5120,,,8/14/2013,t
cve-2013-5125,,,9/19/2013,f
cve-2013-5126,,,9/19/2013,f
cve-2013-5127,,,9/19/2013,f
cve-2015-4787,,,7/16/2015,f
cve-2015-4810,,,10/21/2015,f
cve-2015-4817,,,10/21/2015,f
cve-2015-5111,7/14/2015,,7/15/2015,f
cve-2014-1748,,,5/21/2014,f
cve-2014-1795,,,6/10/2014,f
cve-2014-1796,,,6/10/2014,f
cve-2014-1824,,,7/8/2014,f
cve-2013-5143,,,10/24/2013,f
cve-2013-5144,,,10/23/2013,f
cve-2013-5152,,,9/19/2013,f
cve-2013-5157,,,9/19/2013,f
cve-2015-4831,,,10/21/2015,f
cve-2015-4838,,,10/21/2015,f
cve-2015-4874,,,10/21/2015,f
cve-2015-5803,,,9/18/2015,f
cve-2015-4375,,,6/15/2015,f
cve-2014-1838,,,3/11/2014,f
cve-2014-1964,,,2/14/2014,f
cve-2014-1928,,,10/25/2014,f
cve-2015-3970,,,10/28/2015,f
cve-2013-5168,,,10/23/2013,f
cve-2013-5176,,,10/23/2013,f
cve-2013-5179,,,10/23/2013,f
cve-2013-5191,,,10/23/2013,f
cve-2013-5193,,,11/16/2013,f
cve-2015-4890,,,10/21/2015,f
cve-2015-4895,,,10/21/2015,f
cve-2015-4912,,,10/21/2015,f
cve-2014-6383,,,1/16/2015,f
cve-2015-5044,,,11/8/2015,f
cve-2015-5061,,,6/24/2015,f
cve-2013-5199,,,12/18/2013,f
cve-2013-5209,,,8/29/2013,f
cve-2013-5300,,,8/15/2013,f
cve-2013-5318,,8/2/2013,8/20/2013,t
cve-2013-5321,,,8/20/2013,t
cve-2013-5324,,,9/11/2013,f
cve-2013-5350,,,1/24/2014,f
cve-2015-5096,,,7/15/2015,f
cve-2015-5101,7/14/2015,,7/15/2015,f
cve-2015-8437,12/8/2015,,12/9/2015,f
cve-2015-1360,,,1/27/2015,f
cve-2014-1933,,,4/17/2014,f
cve-2014-1942,,,4/1/2014,f
cve-2014-1976,,,3/17/2014,f
cve-2013-5371,,,1/23/2014,f
cve-2013-5397,12/20/2013,,12/18/2013,f
cve-2013-5433,,,8/11/2014,f
cve-2015-5125,,,8/13/2015,f
cve-2015-5144,,,7/14/2015,f
cve-2015-7655,11/10/2015,,11/11/2015,f
cve-2015-2846,4/3/2015,,4/13/2015,f
cve-2015-0307,1/21/2015,,1/13/2015,f
cve-2015-1463,,,2/3/2015,f
cve-2016-0401,,,1/20/2016,f
cve-2014-2003,,,6/16/2014,f
cve-2014-6659,,,9/23/2014,f
cve-2015-1563,,,2/9/2015,f
cve-2013-5442,,,11/13/2013,f
cve-2013-5450,,,11/13/2013,f
cve-2015-5156,,,10/19/2015,f
cve-2015-5318,,,11/25/2015,f
cve-2015-6699,10/13/2015,,10/14/2015,f
cve-2015-7614,10/13/2015,,10/14/2015,f
cve-2015-8416,6/3/2016,,12/9/2015,f
cve-2015-3794,,,8/16/2015,f
cve-2015-4450,,,7/15/2015,f
cve-2014-4638,,,1/6/2015,f
cve-2015-6696,11/16/2015,,10/14/2015,f
cve-2013-5452,,,12/19/2013,f
cve-2013-5474,,,9/27/2013,f
cve-2015-5252,,,12/29/2015,f
cve-2015-0145,,,10/3/2015,f
cve-2015-3048,,,5/13/2015,f
cve-2015-5317,,,11/25/2015,f
cve-2015-5325,,,11/25/2015,f
cve-2013-2627,,12/18/2013,12/20/2013,f
cve-2013-5479,,,9/27/2013,f
cve-2013-5481,,,9/27/2013,f
cve-2013-5483,,,9/7/2013,f
cve-2013-5508,,,10/13/2013,f
cve-2013-5511,,,10/13/2013,f
cve-2011-4431,,11/4/2011,11/9/2011,f
cve-2015-5421,8/24/2015,,8/24/2015,f
cve-2015-5457,,,7/8/2015,f
cve-2015-5474,7/20/2015,,8/13/2015,f
cve-2015-5475,,,8/14/2015,f
cve-2015-5481,,,8/18/2015,f
cve-2015-5557,,8/19/2015,8/13/2015,f
cve-2013-5535,,,10/16/2013,f
cve-2013-5549,,,10/24/2013,f
cve-2013-5559,,,11/4/2013,f
cve-2013-5564,,,11/4/2013,f
cve-2013-5618,,,12/11/2013,f
cve-2013-5626,,,9/17/2013,f
cve-2017-7345,,,4/10/2017,f
cve-2016-3187,,,4/8/2016,f
cve-2015-5565,,,8/13/2015,f
cve-2015-5581,,,9/22/2015,f
cve-2015-5651,,,10/3/2015,f
cve-2015-5560,,8/19/2015,8/13/2015,f
cve-2013-5628,,,9/17/2013,f
cve-2013-5633,,,9/17/2013,f
cve-2013-5639,,,3/11/2014,t
cve-2013-5645,,,8/29/2013,f
cve-2013-5670,,,11/5/2013,f
cve-2013-5671,,,5/12/2014,f
cve-2013-5673,,,9/10/2013,t
cve-2015-5690,9/16/2015,,9/20/2015,f
cve-2015-5693,9/16/2015,,9/20/2015,f
cve-2015-5817,,,9/18/2015,f
cve-2014-2024,,,3/14/2014,f
cve-2014-2077,,,3/20/2014,f
cve-2014-2145,,,4/4/2014,f
cve-2014-2210,4/17/2014,,4/4/2014,f
cve-2015-6707,10/13/2015,,10/14/2015,f
cve-2015-7650,11/2/2015,,11/3/2015,f
cve-2013-5674,,,9/16/2013,f
cve-2013-5680,,10/2/2013,4/6/2014,t
cve-2013-5689,,,11/5/2013,f
cve-2013-5695,,,11/5/2013,f
cve-2015-5828,,,10/8/2015,f
cve-2015-5102,7/14/2015,,7/15/2015,f
cve-2015-3664,7/1/2015,,7/2/2015,f
cve-2014-2414,,,4/15/2014,f
cve-2014-2420,,,4/15/2014,f
cve-2014-2422,,,4/15/2014,f
cve-2014-5506,9/3/2014,,9/4/2014,f
cve-2014-2507,,,6/7/2014,f
cve-2014-2515,,,8/20/2014,f
cve-2014-2565,,,4/30/2014,f
cve-2009-2289,,5/25/2009,7/1/2009,f
cve-2013-5700,,,9/10/2013,f
cve-2013-5701,,9/8/2013,10/3/2013,f
cve-2015-5831,,,9/18/2015,f
cve-2015-5840,,,9/18/2015,f
cve-2015-5862,,,9/18/2015,f
cve-2015-0676,,,4/12/2015,f
cve-2014-3544,,,7/29/2014,t
cve-2015-5793,,,9/18/2015,f
cve-2014-2628,,,8/11/2014,f
cve-2014-2631,8/12/2014,,8/11/2014,f
cve-2014-2742,,,4/10/2014,f
cve-2014-2739,,,4/14/2014,f
cve-2014-2743,,,4/10/2014,f
cve-2013-5707,,,9/6/2013,f
cve-2013-5721,,,9/13/2013,f
cve-2013-5749,,,5/12/2014,f
cve-2013-5756,,,8/3/2014,t
cve-2015-5880,,,9/18/2015,f
cve-2015-5883,,,10/8/2015,f
cve-2015-6038,11/10/2015,,11/11/2015,f
cve-2015-6042,10/13/2015,,10/13/2015,f
cve-2015-6045,10/13/2015,,11/12/2015,f
cve-2015-0470,,,4/16/2015,f
cve-2014-2748,,,4/10/2014,f
cve-2013-5763,,,12/12/2013,f
cve-2013-5771,,,10/16/2013,f
cve-2013-5779,,,10/16/2013,f
cve-2013-5780,,,10/16/2013,f
cve-2013-5786,,,10/16/2013,f
cve-2013-5798,,,10/16/2013,f
cve-2015-6050,,,10/13/2015,f
cve-2015-6057,,,10/13/2015,f
cve-2015-6059,,,10/13/2015,f
cve-2015-6061,,,11/11/2015,f
cve-2015-5792,,,9/18/2015,f
cve-2015-1164,,,1/21/2015,f
cve-2015-5945,,,10/23/2015,f
cve-2014-2752,,,4/10/2014,f
cve-2014-6664,,,9/23/2014,f
cve-2014-6693,,,9/23/2014,f
cve-2013-5805,,,10/16/2013,f
cve-2013-5806,,,10/16/2013,f
cve-2013-5812,,,10/16/2013,f
cve-2013-5830,10/16/2013,,10/16/2013,f
cve-2014-2796,,,8/12/2014,f
cve-2014-2814,,,7/8/2014,f
cve-2014-2882,,,5/1/2014,f
cve-2014-2948,,,5/22/2014,f
cve-2014-2974,,,7/28/2014,f
cve-2014-3014,,,5/25/2014,f
cve-2014-3053,,,6/21/2014,f
cve-2014-3202,,,5/6/2014,f
cve-2014-3091,,,10/12/2014,f
cve-2014-3130,,,4/30/2014,f
cve-2014-3166,,,8/12/2014,f
cve-2014-3552,,,7/29/2014,f
cve-2014-3185,,,9/28/2014,f
cve-2013-1764,,,4/16/2014,f
cve-2015-6073,,,11/11/2015,f
cve-2015-3773,,,8/16/2015,f
cve-2014-3200,,,10/8/2014,f
cve-2014-3243,,,5/12/2014,f
cve-2015-4731,,,7/16/2015,f
cve-2015-3340,,,4/28/2015,f
cve-2016-0596,,,1/20/2016,f
cve-2015-1040,,,1/15/2015,f
cve-2014-8498,,,11/17/2014,t
cve-2014-9322,,,12/17/2014,t
cve-2013-5832,,,10/16/2013,f
cve-2013-5833,,,1/14/2014,f
cve-2014-7226,,,10/9/2014,t
cve-2014-5521,,,9/2/2014,t
cve-2014-3555,,,7/23/2014,f
cve-2014-3849,,,5/23/2014,t
cve-2014-1982,,,3/28/2014,t
cve-2014-1912,,,2/28/2014,t
cve-2015-7008,,,10/23/2015,f
cve-2015-8444,,,12/9/2015,f
cve-2014-4497,,,1/30/2015,f
cve-2015-4852,,,11/18/2015,f
cve-2013-6040,,,1/20/2014,t
cve-2015-6145,,,12/9/2015,f
cve-2015-6242,,,8/24/2015,f
cve-2014-3326,,,7/26/2014,f
cve-2014-3332,,,8/11/2014,f
cve-2014-3311,,,7/10/2014,f
cve-2014-3346,,,8/29/2014,f
cve-2014-3350,,,8/29/2014,f
cve-2014-3366,,,10/31/2014,f
cve-2014-3493,,,6/23/2014,f
cve-2014-3497,,,7/3/2014,f
cve-2013-5834,,,1/14/2014,f
cve-2015-6157,,,12/9/2015,f
cve-2015-6166,,,12/9/2015,f
cve-2015-5912,,,9/18/2015,f
cve-2015-1117,,,4/10/2015,f
cve-2015-1227,,,3/8/2015,f
cve-2015-3117,,,7/9/2015,f
cve-2015-4315,,,8/19/2015,f
cve-2015-0293,,,3/19/2015,f
cve-2015-7220,,,12/16/2015,f
cve-2014-7001,,,10/16/2014,f
cve-2014-3637,,,9/22/2014,f
cve-2013-5835,,,10/16/2013,f
cve-2013-5841,,,10/16/2013,f
cve-2014-3663,,,10/16/2014,f
cve-2014-3780,,,5/30/2014,f
cve-2014-3802,5/14/2014,,5/20/2014,f
cve-2014-3920,,,7/3/2014,f
cve-2014-3922,,,5/30/2014,f
cve-2014-3955,,,10/27/2014,f
cve-2015-4805,,,10/21/2015,f
cve-2014-4004,,,6/9/2014,f
cve-2014-4074,,,9/9/2014,f
cve-2014-4091,,,9/9/2014,f
cve-2014-4206,,,7/16/2014,f
cve-2015-7098,,,12/11/2015,f
cve-2014-9585,,,1/9/2015,f
cve-2015-6175,,,12/9/2015,f
cve-2014-4247,,,7/17/2014,f
cve-2014-4291,,,10/15/2014,f
cve-2014-4294,,,10/15/2014,f
cve-2014-4325,,,8/24/2014,f
cve-2014-4406,,,9/19/2014,f
cve-2014-4434,,,10/17/2014,f
cve-2014-4514,,,10/21/2014,f
cve-2014-4526,,,7/2/2014,f
cve-2014-4545,,,7/1/2014,f
cve-2014-4619,,,8/27/2014,f
cve-2015-0418,,,1/21/2015,f
cve-2015-0406,,,1/21/2015,f
cve-2015-0342,,,3/13/2015,f
cve-2014-3665,,,11/25/2015,f
cve-2015-6379,,,11/24/2015,f
cve-2015-2611,,,7/16/2015,f
cve-2015-0806,,,4/1/2015,f
cve-2015-1205,,,1/22/2015,f
cve-2015-2061,2/27/2015,,3/9/2015,f
cve-2015-1640,,,4/14/2015,f
cve-2015-0775,,,6/12/2015,f
cve-2015-1271,,,7/22/2015,f
cve-2015-1643,,,4/14/2015,f
cve-2015-6255,,,8/19/2015,f
cve-2014-8774,,,12/3/2014,f
cve-2015-1653,,,4/14/2015,f
cve-2015-0633,,,2/25/2015,f
cve-2015-1091,,,4/10/2015,f
cve-2014-4682,,,7/24/2014,f
cve-2015-3665,7/1/2015,,7/2/2015,f
cve-2014-5352,,,2/19/2015,f
cve-2015-0668,,,3/19/2015,f
cve-2014-4667,,,7/2/2014,f
cve-2014-4700,,,7/11/2014,f
cve-2014-4727,,,9/30/2014,f
cve-2013-5844,,,10/16/2013,f
cve-2014-4728,,,9/30/2014,f
cve-2014-4751,,,8/11/2014,f
cve-2014-4785,,,9/10/2014,f
cve-2014-4825,,,10/18/2014,f
cve-2014-4847,,,7/10/2014,f
cve-2014-8160,,,3/2/2015,f
cve-2014-8111,,,4/21/2015,f
cve-2014-4848,,,7/10/2014,f
cve-2015-5806,,,9/18/2015,f
cve-2015-3795,,,8/16/2015,f
cve-2014-6408,,,12/12/2014,f
cve-2014-5307,,,8/26/2014,f
cve-2014-5326,,,11/23/2014,f
cve-2014-5330,,,10/18/2014,f
cve-2014-5336,,,8/26/2014,f
cve-2014-5412,,,9/18/2014,f
cve-2014-5421,,,10/18/2014,f
cve-2014-5448,,,10/20/2014,f
cve-2014-5501,10/1/2014,,10/7/2014,f
cve-2015-7065,,,12/11/2015,f
cve-2015-5433,,,8/26/2015,f
cve-2015-0380,,,1/21/2015,f
cve-2015-1968,,,7/19/2015,f
cve-2015-1652,4/15/2015,,4/14/2015,f
cve-2014-5529,,,9/8/2014,f
cve-2014-5583,,,9/8/2014,f
cve-2015-3759,,,8/16/2015,f
cve-2013-5845,,,10/16/2013,f
cve-2013-5858,,,1/14/2014,f
cve-2015-3415,,,4/24/2015,f
cve-2015-7751,,,10/19/2015,f
cve-2015-5904,,,9/18/2015,f
cve-2014-5626,,,9/8/2014,f
cve-2014-5639,,,9/8/2014,f
cve-2014-5662,,,9/8/2014,f
cve-2014-5692,,,9/9/2014,f
cve-2014-5724,,,9/9/2014,f
cve-2014-5734,,,9/9/2014,f
cve-2014-5740,,,9/9/2014,f
cve-2014-5825,,,9/9/2014,f
cve-2014-6434,10/2/2014,,10/7/2014,f
cve-2014-5828,,,9/9/2014,f
cve-2014-6174,,,12/18/2014,f
cve-2014-6235,,,9/11/2014,f
cve-2013-5869,,,1/14/2014,f
cve-2014-2495,,,7/16/2014,f
cve-2014-6237,,,9/11/2014,f
cve-2014-6257,,,12/15/2014,f
cve-2014-6315,,,10/10/2014,f
cve-2014-6377,,,10/14/2014,f
cve-2014-6392,,,9/15/2014,f
cve-2014-6470,,,10/15/2014,f
cve-2014-6478,,,10/15/2014,f
cve-2014-6482,,,10/15/2014,f
cve-2014-6484,,,10/15/2014,f
cve-2014-6512,,,10/15/2014,f
cve-2014-6535,,,10/15/2014,f
cve-2013-5874,,,1/14/2014,f
cve-2013-5423,,,7/7/2014,f
cve-2016-8026,,,3/14/2017,f
cve-2014-6561,,,10/15/2014,f
cve-2014-8537,,,10/29/2014,f
cve-2014-6683,,,9/23/2014,f
cve-2014-6699,,,9/23/2014,f
cve-2014-6707,,,9/24/2014,f
cve-2014-6736,,,9/26/2014,f
cve-2014-6739,,,9/26/2014,f
cve-2014-6751,,,9/27/2014,f
cve-2014-6754,,,9/27/2014,f
cve-2014-6764,,,9/27/2014,f
cve-2014-6861,,,10/2/2014,f
cve-2014-6871,,,10/2/2014,f
cve-2014-6694,,,9/23/2014,f
cve-2015-1113,,,4/10/2015,f
cve-2014-6900,,,10/2/2014,f
cve-2014-6906,,,10/4/2014,f
cve-2014-6909,,,10/4/2014,f
cve-2014-6910,,,10/4/2014,f
cve-2013-5877,,3/1/2014,1/14/2014,f
cve-2015-6279,,,9/27/2015,f
cve-2015-6311,,,10/8/2015,f
cve-2015-6326,,,10/24/2015,f
cve-2015-6366,,,11/12/2015,f
cve-2014-8098,,,12/10/2014,f
cve-2014-7267,,,12/19/2014,f
cve-2014-7298,,,10/24/2014,f
cve-2013-5879,,,1/14/2014,f
cve-2013-5881,,,1/14/2014,f
cve-2013-5886,,,1/14/2014,f
cve-2013-5891,,,1/14/2014,f
cve-2015-6385,,,12/1/2015,f
cve-2015-6407,,,12/12/2015,f
cve-2014-7286,,,12/22/2014,f
cve-2014-7310,,,10/19/2014,f
cve-2014-7340,,,10/19/2014,f
cve-2014-7348,,,10/19/2014,f
cve-2014-7375,,,10/19/2014,f
cve-2014-7382,,,10/19/2014,f
cve-2014-7402,,,10/19/2014,f
cve-2014-7420,,,10/19/2014,f
cve-2014-7431,,,10/19/2014,f
cve-2009-4849,,11/7/2009,5/7/2010,f
cve-2012-3482,,,12/20/2012,f
cve-2013-5895,,,1/14/2014,f
cve-2015-6422,,,12/13/2015,f
cve-2015-6454,,,9/24/2015,f
cve-2015-6484,,,10/24/2015,f
cve-2014-7445,,,10/19/2014,f
cve-2014-7460,,,10/19/2014,f
cve-2014-7628,,,10/21/2014,f
cve-2014-7508,,,10/20/2014,f
cve-2014-8542,,,11/5/2014,f
cve-2014-8549,,,11/5/2014,f
cve-2014-8594,,,11/19/2014,f
cve-2014-8874,,,12/2/2014,f
cve-2014-8902,,,12/18/2014,f
cve-2014-8749,,,12/1/2014,f
cve-2013-5901,,,1/14/2014,f
cve-2015-6506,,,9/3/2015,f
cve-2014-3129,,,4/30/2014,f
cve-2014-8962,,,11/26/2014,f
cve-2014-9015,,,11/24/2014,f
cve-2014-9212,,,12/5/2014,f
cve-2014-9278,,,12/6/2014,f
cve-2014-9281,,,12/9/2014,f
cve-2014-9339,,,12/19/2014,f
cve-2014-9426,,,12/30/2014,f
cve-2014-1481,,,2/5/2014,f
cve-2014-1485,,,2/5/2014,f
cve-2014-1355,,,7/1/2014,f
cve-2014-9183,,,12/2/2014,f
cve-2013-5934,,,9/25/2013,f
cve-2014-4874,,,10/10/2014,f
cve-2013-5935,,,9/25/2013,f
cve-2015-6596,,,10/6/2015,f
cve-2014-4546,,,7/2/2014,f
cve-2014-2606,,,7/15/2014,f
cve-2014-0256,,,5/14/2014,f
cve-2014-4597,,,7/2/2014,f
cve-2014-8461,,,12/10/2014,f
cve-2014-8577,,,10/31/2014,t
cve-2015-3833,,,9/30/2015,f
cve-2014-9113,,,12/2/2014,t
cve-2014-0118,,,7/20/2014,f
cve-2014-8500,,,12/10/2014,f
cve-2014-8469,,,11/21/2014,t
cve-2013-5936,,,9/25/2013,f
cve-2015-6563,,,8/23/2015,f
cve-2015-6608,,,11/3/2015,f
cve-2015-6617,,,12/8/2015,f
cve-2015-6627,,,12/8/2015,f
cve-2014-6497,,,10/15/2014,f
cve-2014-8548,,,11/5/2014,f
cve-2014-5556,,,9/8/2014,f
cve-2013-5942,,,9/27/2013,f
cve-2015-5719,,,9/3/2016,f
cve-2015-6663,,,8/24/2015,f
cve-2015-4905,,,10/21/2015,f
cve-2013-5953,,,3/19/2014,f
cve-2013-5962,,,9/30/2013,t
cve-2015-6678,9/21/2015,,9/22/2015,f
cve-2015-6681,,,9/8/2015,f
cve-2015-6737,,,9/1/2015,f
cve-2015-6690,10/13/2015,,10/14/2015,f
cve-2015-5787,,,11/21/2015,f
cve-2013-5964,,,9/30/2013,f
cve-2013-5997,,,11/22/2013,f
cve-2013-6001,,,12/5/2013,f
cve-2013-6002,,,12/5/2013,f
cve-2013-6039,,,12/9/2013,f
cve-2015-6692,,,10/14/2015,f
cve-2013-6044,,,10/4/2013,f
cve-2013-6053,,,4/27/2014,f
cve-2013-6043,,,12/27/2014,f
cve-2015-6693,10/13/2015,,10/14/2015,f
cve-2015-6700,10/13/2015,,10/14/2015,f
cve-2015-6715,10/13/2015,,10/14/2015,f
cve-2014-0116,,,5/8/2014,f
cve-2013-6078,,,6/17/2014,f
cve-2013-6128,,9/4/2013,10/25/2013,t
cve-2013-6147,,,4/10/2015,f
cve-2013-6150,,,4/10/2015,f
cve-2013-6160,,,4/10/2015,f
cve-2013-6175,,,11/20/2013,f
cve-2015-6720,10/13/2015,,10/14/2015,f
cve-2015-8782,,,2/1/2016,f
cve-2015-0905,,,4/7/2015,f
cve-2014-0122,,,3/21/2014,f
cve-2014-0200,,,5/29/2014,f
cve-2014-0398,,,1/14/2014,f
cve-2014-0400,,,1/14/2014,f
cve-2014-0379,,3/1/2014,1/14/2014,f
cve-2013-6194,1/10/2014,1/24/2014,1/3/2014,t
cve-2013-6241,,,12/27/2014,f
cve-2013-6267,,,12/5/2013,f
cve-2015-6722,10/13/2015,,10/14/2015,f
cve-2015-6756,,,10/15/2015,f
cve-2015-6730,,,9/1/2015,f
cve-2015-6749,,,9/21/2015,f
cve-2014-0403,,,1/14/2014,f
cve-2014-0406,,,1/14/2014,f
cve-2014-0412,,,1/14/2014,f
cve-2013-6281,,,10/25/2013,f
cve-2013-6285,,,10/27/2013,f
cve-2013-6301,,,3/5/2014,f
cve-2013-6307,,,11/29/2013,f
cve-2013-6328,,,12/22/2013,f
cve-2013-6345,,,11/2/2013,f
cve-2015-6826,,,9/5/2015,f
cve-2015-6828,,,9/16/2015,f
cve-2015-6845,,,10/18/2015,f
cve-2014-0423,,,1/14/2014,f
cve-2014-0507,4/8/2014,,4/8/2014,f
cve-2014-0590,,,11/11/2014,f
cve-2014-0684,,,5/7/2014,f
cve-2014-0685,,,5/7/2014,f
cve-2014-0719,,,2/22/2014,f
cve-2014-0735,,,2/19/2014,f
cve-2013-6359,,,12/13/2013,f
cve-2013-6367,,,12/14/2013,f
cve-2013-6370,,,4/21/2014,f
cve-2015-6934,,,12/20/2015,f
cve-2015-6946,9/2/2015,,9/15/2015,f
cve-2015-6975,,,10/23/2015,f
cve-2015-7017,,,10/23/2015,f
cve-2015-4433,,,7/9/2015,f
cve-2015-0254,,,3/9/2015,f
cve-2015-6789,,,12/14/2015,f
cve-2010-4843,,,9/27/2011,t
cve-2010-1601,,4/14/2010,4/29/2010,t
cve-2013-6380,,,11/26/2013,f
cve-2013-6393,,,2/6/2014,f
cve-2015-6977,,,10/23/2015,f
cve-2015-7348,,,12/7/2015,f
cve-2015-6979,,,10/23/2015,f
cve-2015-0080,,,3/11/2015,f
cve-2015-6867,11/2/2015,,11/3/2015,f
cve-2015-6165,,,12/9/2015,f
cve-2014-0757,,,1/30/2014,f
cve-2013-6403,,,12/24/2013,f
cve-2013-6406,,,12/4/2013,f
cve-2013-6409,,,12/7/2013,f
cve-2013-6420,,,12/16/2013,f
cve-2013-6426,,,12/14/2013,f
cve-2013-6435,,,12/16/2014,f
cve-2014-0908,,,4/10/2014,f
cve-2014-0918,,,5/16/2014,f
cve-2014-0941,,,5/1/2014,f
cve-2015-7906,,,12/21/2015,f
cve-2015-0777,,,4/5/2015,f
cve-2015-0805,,,4/1/2015,f
cve-2014-0994,,,10/6/2014,f
cve-2014-1275,,,3/14/2014,f
cve-2014-1501,,,3/19/2014,f
cve-2014-1511,4/11/2014,,3/19/2014,f
cve-2014-2988,,,10/26/2014,f
cve-2014-1513,4/11/2014,,3/19/2014,f
cve-2015-4446,,,7/15/2015,f
cve-2015-0503,,,4/16/2015,f
cve-2015-7367,,,10/14/2015,f
cve-2016-4018,,,4/14/2016,f
cve-2015-7372,,,10/14/2015,f
cve-2009-0431,,1/15/2009,2/4/2009,f
cve-2009-0498,,1/13/2009,2/9/2009,f
cve-2012-6687,,,2/19/2015,f
cve-2011-5313,,2/2/2011,1/1/2015,f
cve-2013-6448,,,1/22/2014,f
cve-2013-6449,,,12/23/2013,f
cve-2013-6474,,,3/14/2014,f
cve-2013-6477,,,2/6/2014,f
cve-2015-2270,,,6/1/2015,f
cve-2015-2505,,,9/8/2015,f
cve-2017-2959,,,1/10/2017,f
cve-2015-2660,,,7/16/2015,f
cve-2015-7036,11/18/2015,,11/21/2015,f
cve-2014-1729,,,4/9/2014,f
cve-2015-2518,,9/22/2015,9/8/2015,f
cve-2013-6480,,1/1/2014,1/7/2014,f
cve-2013-6482,,,2/6/2014,f
cve-2013-6487,,,2/6/2014,f
cve-2013-6617,,,11/5/2013,f
cve-2015-4554,,,7/21/2015,f
cve-2015-3012,,,5/8/2015,f
cve-2015-3092,,,5/13/2015,f
cve-2014-1599,,,3/7/2014,f
cve-2014-1645,,,3/28/2014,f
cve-2014-1708,,,3/16/2014,f
cve-2014-2567,,,3/21/2014,f
cve-2013-6642,,,1/16/2014,f
cve-2013-6646,,,1/16/2014,f
cve-2013-6660,,,2/23/2014,f
cve-2013-6664,,,3/4/2014,f
cve-2015-4350,,,6/15/2015,f
cve-2014-2667,,,11/15/2014,f
cve-2014-2807,,,7/8/2014,f
cve-2014-2811,,,8/12/2014,f
cve-2014-3167,,,8/12/2014,f
cve-2014-3264,,,5/20/2014,f
cve-2014-3315,,,7/10/2014,f
cve-2014-3341,,,8/19/2014,f
cve-2014-3381,,,10/18/2014,f
cve-2014-3386,,,10/10/2014,f
cve-2014-3390,,,10/10/2014,f
cve-2015-7038,,,12/11/2015,f
cve-2014-3396,,,10/4/2014,f
cve-2013-6672,,,12/11/2013,f
cve-2015-4366,,,6/15/2015,f
cve-2015-4453,,,7/4/2015,f
cve-2015-4783,,,7/16/2015,f
cve-2015-4847,,,10/21/2015,f
cve-2015-6863,,,1/15/2016,f
cve-2014-3533,,,7/19/2014,f
cve-2014-3535,,,9/28/2014,f
cve-2014-3712,,,11/3/2014,f
cve-2013-6673,,,12/11/2013,f
cve-2013-6685,,,11/13/2013,f
cve-2013-6688,,,11/15/2013,f
cve-2013-6690,,,12/3/2013,f
cve-2013-6700,,,11/28/2013,f
cve-2016-0236,,,10/21/2016,f
cve-2009-3197,,,9/15/2009,f
cve-2014-8761,,,10/22/2014,f
cve-2016-2828,,,6/13/2016,f
cve-2016-4158,,,6/16/2016,f
cve-2016-4159,,,6/16/2016,f
cve-2015-8724,,12/22/2015,1/3/2016,f
cve-2013-6704,,,12/3/2013,f
cve-2013-6714,,,5/26/2014,f
cve-2013-6723,,,12/22/2013,f
cve-2013-6724,4/3/2014,,2/1/2014,f
cve-2013-6747,,,1/27/2014,f
cve-2013-6763,,,11/11/2013,f
cve-2016-4638,12/15/2016,,7/21/2016,f
cve-2016-8287,,,10/25/2016,f
cve-2015-8840,,,4/7/2016,f
cve-2016-0642,,,4/21/2016,f
cve-2015-6184,,,3/9/2016,f
cve-2015-6527,,,1/18/2016,f
cve-2014-3883,,,6/21/2014,f
cve-2014-3988,,,12/2/2014,f
cve-2013-6771,4/3/2014,,8/7/2014,f
cve-2013-6774,,,3/30/2014,f
cve-2013-6780,,,11/13/2013,f
cve-2013-6788,,,5/30/2014,f
cve-2013-6797,,11/23/2013,11/15/2013,f
cve-2013-6801,,,11/16/2013,f
cve-2015-8756,,,1/8/2016,f
cve-2015-5447,,,1/5/2016,f
cve-2015-5038,,,1/2/2016,f
cve-2014-3885,,,7/20/2014,f
cve-2014-3910,,,9/5/2014,f
cve-2014-4102,,,9/9/2014,f
cve-2015-0371,,,1/21/2015,f
cve-2014-4115,,,10/15/2014,f
cve-2014-6562,,,10/15/2014,f
cve-2015-6153,,,12/9/2015,f
cve-2013-6810,12/18/2013,,12/12/2013,f
cve-2013-6812,,,12/27/2013,f
cve-2013-6814,,,11/19/2013,f
cve-2013-6819,,,11/19/2013,f
cve-2015-8843,12/15/2015,,4/13/2016,f
